# offset_in_band	d	left5	hash160_decimal	dist_l5_P160
1058	730750818665451459101842416358141509827966272546	51446	514469670386853813306126731983507150967810438042	38186
1059	730750818665451459101842416358141509827966272547	87039	870399680878785268206006927928282818405595808601	73779
1060	730750818665451459101842416358141509827966272548	43125	431253216968757305960118056126416286326211438469	29865
1061	730750818665451459101842416358141509827966272549	16871	168713435890074026388661349419786769364495757736	3611
1062	730750818665451459101842416358141509827966272550	11296	1129624514708400481626894194539764806063438668276	1964
1063	730750818665451459101842416358141509827966272551	83478	834789833799929187274551779529044657195209750630	70218
1064	730750818665451459101842416358141509827966272552	32376	323760683247839468624615330002846605711521666812	19116
1065	730750818665451459101842416358141509827966272553	10492	1049217767990213494234657728828521381084993984410	2768
1066	730750818665451459101842416358141509827966272554	11480	1148089228085470682071414584510281787955652875627	1780
1067	730750818665451459101842416358141509827966272555	95235	952351844017528620825155014604911916940960153729	81975
1068	730750818665451459101842416358141509827966272556	12318	1231867086828516681703253527663560419153126443932	942
1069	730750818665451459101842416358141509827966272557	15186	151861714877398208838767991456447309745568380178	1926
1070	730750818665451459101842416358141509827966272558	12906	129068635700663603365251219647754862865584838148	354
1071	730750818665451459101842416358141509827966272559	36913	369134905162748843703784576995206931916079370955	23653
1072	730750818665451459101842416358141509827966272560	81906	819068343900438172439777546521178940191335056982	68646
1073	730750818665451459101842416358141509827966272561	13566	1356633824142990545128567505807065719449742903602	306
1074	730750818665451459101842416358141509827966272562	14354	143548294426174620520797386883420446998984673276	1094
1075	730750818665451459101842416358141509827966272563	70914	709147090989822105342292749907878491625230269185	57654
1076	730750818665451459101842416358141509827966272564	22315	223154694325905718013260324679116371356167696688	9055
1077	730750818665451459101842416358141509827966272565	28970	289705952081810911317308449740281037834932590690	15710
1078	730750818665451459101842416358141509827966272566	93442	934422355603962539470741386966423144192903132240	80182
1079	730750818665451459101842416358141509827966272567	19670	196709172896540601071071236012197242403413146287	6410
1080	730750818665451459101842416358141509827966272568	13924	1392482682090243882007044431847904808488008089460	664
1081	730750818665451459101842416358141509827966272569	16308	163086188816265397945994421805096854456506156879	3048
1082	730750818665451459101842416358141509827966272570	10525	1052526698587648050214215379638857119063594923848	2735
1083	730750818665451459101842416358141509827966272571	15494	154949472440028648982787692754296854050836446934	2234
1084	730750818665451459101842416358141509827966272572	63474	634742537936170619717011139967358853815151373603	50214
1085	730750818665451459101842416358141509827966272573	15807	158078595619196303500514124033562685035270627317	2547
1086	730750818665451459101842416358141509827966272574	11490	1149091839837446799739195946669333362267950888886	1770
1087	730750818665451459101842416358141509827966272575	12325	1232509434581195207484565903128135715494655843602	935
1088	730750818665451459101842416358141509827966272576	89686	896864716455934791014877163708703741799402360500	76426
1089	730750818665451459101842416358141509827966272577	98302	983021571392988920215260263190506399818509826898	85042
1090	730750818665451459101842416358141509827966272578	95453	954535814852363464437553228384070578103582081119	82193
1091	730750818665451459101842416358141509827966272579	50161	501615876721861173350570109580418786586198368289	36901
1092	730750818665451459101842416358141509827966272580	20586	205867483523035196766880260306426848819123449484	7326
1093	730750818665451459101842416358141509827966272581	87967	87967224687415840169403300950051193007661607992	74707
1094	730750818665451459101842416358141509827966272582	82231	822314342012574042544089786683958069918063545227	68971
1095	730750818665451459101842416358141509827966272583	70577	705776707544417549586858345925654510199681114047	57317
1096	730750818665451459101842416358141509827966272584	20543	20543524655399534005361529977188512293236750748	7283
1097	730750818665451459101842416358141509827966272585	97920	979207765550935947235119146252480984075784452212	84660
1098	730750818665451459101842416358141509827966272586	10692	1069259128370573494864637372401526876577413325589	2568
1099	730750818665451459101842416358141509827966272587	60408	604080464309332370019477695965011268269725666403	47148
1100	730750818665451459101842416358141509827966272588	96876	968762736573368370315569052522470320049674652555	83616
1101	730750818665451459101842416358141509827966272589	31210	31210746488207350558314211576144569551829060799	17950
1102	730750818665451459101842416358141509827966272590	74717	747175545469045999699034613162527675473515435591	61457
1103	730750818665451459101842416358141509827966272591	10180	1018009454463804150592986510890555790093034458890	3080
1104	730750818665451459101842416358141509827966272592	72657	726578991637957193623759360510966865646878112623	59397
1105	730750818665451459101842416358141509827966272593	35508	355087903387839678171781437145285214700214956305	22248
1106	730750818665451459101842416358141509827966272594	89170	891701463705128713085696838873992026899449152033	75910
1107	730750818665451459101842416358141509827966272595	13520	1352067697788927904969605949004064937173789034757	260
1108	730750818665451459101842416358141509827966272596	12864	1286430202028811827857778634434739625759008109100	396
1109	730750818665451459101842416358141509827966272597	12061	1206114722704608664740676623875844386296166292915	1199
1110	730750818665451459101842416358141509827966272598	87721	877214826880850669330202776911293877069001297044	74461
1111	730750818665451459101842416358141509827966272599	13737	1373748358710530039318027523457734896675291723936	477
1112	730750818665451459101842416358141509827966272600	86664	866640963720215454565542513905295521372772840191	73404
1113	730750818665451459101842416358141509827966272601	10911	1091103579280516790742280438169763219167815293745	2349
1114	730750818665451459101842416358141509827966272602	93844	938443151781216014389705596015427900257303465315	80584
1115	730750818665451459101842416358141509827966272603	44167	441677222775212242582420651207807425289065059063	30907
1116	730750818665451459101842416358141509827966272604	64916	649163441245856857899639656819102515553250848668	51656
1117	730750818665451459101842416358141509827966272605	34639	346395508001987766197908617911910746564985661540	21379
1118	730750818665451459101842416358141509827966272606	20857	208575993327191002178585888730381695712832002622	7597
1119	730750818665451459101842416358141509827966272607	22589	225894021855162769621418042659239640294818041119	9329
1120	730750818665451459101842416358141509827966272608	68926	689265657498020609645001349345053629658984457765	55666
1121	730750818665451459101842416358141509827966272609	57370	573707384736175273999700725296826242472823110820	44110
1122	730750818665451459101842416358141509827966272610	11471	1147139035285272162136766644773810639816855732088	1789
1123	730750818665451459101842416358141509827966272611	76264	762645926202359182421161236756894812860722542385	63004
1124	730750818665451459101842416358141509827966272612	56422	56422907440897910161765351194078009870816600710	43162
1125	730750818665451459101842416358141509827966272613	36105	361054713814054415431120200173363227159102920142	22845
1126	730750818665451459101842416358141509827966272614	64753	647532820833349716493594413665023320775364302117	51493
1127	730750818665451459101842416358141509827966272615	59557	595578323734131780748371203544088743163343591012	46297
1128	730750818665451459101842416358141509827966272616	80448	804484264636787864608460006343461938665727243541	67188
1129	730750818665451459101842416358141509827966272617	11131	1113102304664152861774594298876468890478682320644	2129
1130	730750818665451459101842416358141509827966272618	72204	722049351563995873813464849765633250123124026206	58944
1131	730750818665451459101842416358141509827966272619	13110	1311029796774692921310001258711048861610532491431	150
1132	730750818665451459101842416358141509827966272620	11868	1186840666447277946528997283351133635955003896722	1392
1133	730750818665451459101842416358141509827966272621	77424	774247984919593474515838367392522489014792219398	64164
1134	730750818665451459101842416358141509827966272622	10410	104108515339122471946175231069315911958163844830	2850
1135	730750818665451459101842416358141509827966272623	48047	480478498522028591371778912710810593195085163260	34787
1136	730750818665451459101842416358141509827966272624	11090	1109031784094200740707502385487107007305529306733	2170
1137	730750818665451459101842416358141509827966272625	12680	1268088420790947710848249079527035642192774333264	580
1138	730750818665451459101842416358141509827966272626	26214	26214135662293819836470754537884941607309405004	12954
1139	730750818665451459101842416358141509827966272627	62859	628590963621401839133437190160207439705962911392	49599
1140	730750818665451459101842416358141509827966272628	12015	1201546891327040225607575504796757870771077601108	1245
1141	730750818665451459101842416358141509827966272629	82155	821559955758083169704912063162165180339969581406	68895
1142	730750818665451459101842416358141509827966272630	11917	1191735306010855782786222544134148879029426525530	1343
1143	730750818665451459101842416358141509827966272631	34237	342376492893697526880863030161786871799533810640	20977
1144	730750818665451459101842416358141509827966272632	30722	307220270858028608087825086246036005948264471780	17462
1145	730750818665451459101842416358141509827966272633	62256	622565706222290455954641802115698380569214020841	48996
1146	730750818665451459101842416358141509827966272634	40897	408979018774879528096652889604720608826563112610	27637
1147	730750818665451459101842416358141509827966272635	14304	1430483652263000345208813029593824641992960920155	1044
1148	730750818665451459101842416358141509827966272636	11246	1124695359993068441630401997455751401553123690176	2014
1149	730750818665451459101842416358141509827966272637	43840	438405269724774216953338215886524793655658096654	30580
1150	730750818665451459101842416358141509827966272638	45347	453478719893067593289099648015788635172529425521	32087
1151	730750818665451459101842416358141509827966272639	66386	663868995881706504596568499583675367102255312992	53126
1152	730750818665451459101842416358141509827966272640	14614	1461463843811894167854287433937819570974581758351	1354
1153	730750818665451459101842416358141509827966272641	71271	712717304297403481451875588260542932604190247351	58011
1154	730750818665451459101842416358141509827966272642	29213	292134958419487806600480486766016534936161523458	15953
1155	730750818665451459101842416358141509827966272643	60628	606284160896773376399175029930380742742138205637	47368
1156	730750818665451459101842416358141509827966272644	71512	715128869407575657756282665011887622311112233694	58252
1157	730750818665451459101842416358141509827966272645	91853	918532273151656695210381145883543670968149253583	78593
1158	730750818665451459101842416358141509827966272646	90037	900376580702372094856726514725666164754638070184	76777
1159	730750818665451459101842416358141509827966272647	13917	1391727530415987062923725486021831429844091434065	657
1160	730750818665451459101842416358141509827966272648	71373	713732633603614272017721268158611667508141497462	58113
1161	730750818665451459101842416358141509827966272649	10367	1036720505195415703515724384921342577289797637950	2893
1162	730750818665451459101842416358141509827966272650	99901	999013094983414140543013747037108601784659805606	86641
1163	730750818665451459101842416358141509827966272651	63964	639640270734638899124447077454992800738610544860	50704
1164	730750818665451459101842416358141509827966272652	32297	322978539434760432947384214509158233675514741674	19037
1165	730750818665451459101842416358141509827966272653	80677	806774122698025252686681941320659439621981700824	67417
1166	730750818665451459101842416358141509827966272654	11744	1174416170324909086555716908541303906067913393491	1516
1167	730750818665451459101842416358141509827966272655	50066	500664569252649754987053855078412167252454264945	36806
1168	730750818665451459101842416358141509827966272656	10136	1013629426772130051977420549065737748334471844432	3124
1169	730750818665451459101842416358141509827966272657	54028	540284495085421589070649159017384011260218022021	40768
1170	730750818665451459101842416358141509827966272658	13187	1318711226531963883828047076979736593308635072515	73
1171	730750818665451459101842416358141509827966272659	96748	967481382914393185635329748159944517999108858793	83488
1172	730750818665451459101842416358141509827966272660	61461	614612926171455658521362211441889080136061623389	48201
1173	730750818665451459101842416358141509827966272661	13348	1334820581520571939579812155237329764162531438066	88
1174	730750818665451459101842416358141509827966272662	29177	291773870461888722195547779992631906553391606212	15917
1175	730750818665451459101842416358141509827966272663	30943	309439570591486130221380292814228439506110598797	17683
1176	730750818665451459101842416358141509827966272664	13912	1391295107187499974610103509057793617621097744784	652
1177	730750818665451459101842416358141509827966272665	13847	1384719578063427278664873409934611532976372160047	587
1178	730750818665451459101842416358141509827966272666	38780	387801560552133724494849900905448808243032080150	25520
1179	730750818665451459101842416358141509827966272667	83996	839968743837114147337886555802731565825104215499	70736
1180	730750818665451459101842416358141509827966272668	63282	632821412372338311807287643325100388897747981629	50022
1181	730750818665451459101842416358141509827966272669	25047	250476428073620539584782873578134667637342005178	11787
1182	730750818665451459101842416358141509827966272670	87023	870237329644319505116956385203722390591670210765	73763
1183	730750818665451459101842416358141509827966272671	62426	624261019075284573726305231757228579856476192271	49166
1184	730750818665451459101842416358141509827966272672	27759	277591545994276005983218506064677282513880918783	14499
1185	730750818665451459101842416358141509827966272673	48553	485530424632289092988572845261581155164219692190	35293
1186	730750818665451459101842416358141509827966272674	82656	826561149445373902520384314443346186557310210557	69396
1187	730750818665451459101842416358141509827966272675	97788	977887469766926726049500006925154475452359769377	84528
1188	730750818665451459101842416358141509827966272676	14000	1400044809584908654892622720770593037771874753017	740
1189	730750818665451459101842416358141509827966272677	43563	435631846882513317751430820536337973124371620862	30303
1190	730750818665451459101842416358141509827966272678	10111	1011130863667075220615144984257776302287952948051	3149
1191	730750818665451459101842416358141509827966272679	21790	217906651957842220524231935832667854020078946275	8530
1192	730750818665451459101842416358141509827966272680	15124	151242401477747305690879370499514705407175597301	1864
1193	730750818665451459101842416358141509827966272681	74480	744803388475218824969359590247085101637436264905	61220
1194	730750818665451459101842416358141509827966272682	14532	1453255513792089503724595590157577719963163281686	1272
1195	730750818665451459101842416358141509827966272683	20936	209369171700269437152817354650025602372170788039	7676
1196	730750818665451459101842416358141509827966272684	61380	613801866689051697069864219973251386723835549657	48120
1197	730750818665451459101842416358141509827966272685	91714	917148689031083453002805055293882398935326214690	78454
1198	730750818665451459101842416358141509827966272686	76390	763908492702568457746028070134290437602567644669	63130
1199	730750818665451459101842416358141509827966272687	51013	510131613468870062097249540584726821274711889685	37753
1200	730750818665451459101842416358141509827966272688	11339	1133967790912670459351833117463898256733917938615	1921
1201	730750818665451459101842416358141509827966272689	13242	1324289550819107023314742030053918280387482191306	18
1202	730750818665451459101842416358141509827966272690	26368	263687747141780404063976731632654261605090508581	13108
1203	730750818665451459101842416358141509827966272691	84633	846335905014548167159042358322446755618741225298	71373
1204	730750818665451459101842416358141509827966272692	12768	1276839479248716940697352554494771990296129983797	492
1205	730750818665451459101842416358141509827966272693	21351	213513401915491571922164654127499203441843225877	8091
1206	730750818665451459101842416358141509827966272694	14610	146106247863796209959314035167463760913894633323	1350
1207	730750818665451459101842416358141509827966272695	38007	380071751476589112761622922177290479384590251912	24747
1208	730750818665451459101842416358141509827966272696	13289	1328990843425643691930129768860787587362291499013	29
1209	730750818665451459101842416358141509827966272697	26699	266995223488024475346564365374052214133627851693	13439
1210	730750818665451459101842416358141509827966272698	13124	131241220766736375239861571012829193448243615090	136
1211	730750818665451459101842416358141509827966272699	83981	839818173063212445564650544737736719121851089593	70721
1212	730750818665451459101842416358141509827966272700	10313	1031337136670235012167464623184497661512359669018	2947
1213	730750818665451459101842416358141509827966272701	14478	1447826785422239730044004879281544117441234996936	1218
1214	730750818665451459101842416358141509827966272702	18829	188296008803276226561150923853800088191425515116	5569
1215	730750818665451459101842416358141509827966272703	46248	462487702262880244361898226961110019519819337484	32988
1216	730750818665451459101842416358141509827966272704	94603	946034786032992996391761008219076456569788089192	81343
1217	730750818665451459101842416358141509827966272705	13128	1312890661880041496121696042128778880826043707301	132
1218	730750818665451459101842416358141509827966272706	25561	255619714550723384569188093197167152248489754351	12301
1219	730750818665451459101842416358141509827966272707	91158	911586216257022425421799341303095359141178721481	77898
1220	730750818665451459101842416358141509827966272708	83828	838280278926973809675658278327132608803378366480	70568
1221	730750818665451459101842416358141509827966272709	56402	564024530973876641758769648039397751104769554284	43142
1222	730750818665451459101842416358141509827966272710	81107	811071892988833765066889538649538376482993832460	67847
1223	730750818665451459101842416358141509827966272711	97115	971157606907027449379218803411262454951291773051	83855
1224	730750818665451459101842416358141509827966272712	12302	1230215242210791459735852481012769244163234263731	958
1225	730750818665451459101842416358141509827966272713	19873	198737114985396123279216864885905384247178209001	6613
1226	730750818665451459101842416358141509827966272714	65287	652873275127855380952953273629268542985122971848	52027
1227	730750818665451459101842416358141509827966272715	13013	1301375729097630339603193992521481025273376489945	247
1228	730750818665451459101842416358141509827966272716	69893	698938386622105916259429423627230536093577466173	56633
1229	730750818665451459101842416358141509827966272717	30247	302476686026009632333915678114321548252024789735	16987
1230	730750818665451459101842416358141509827966272718	12392	1239212099713675630718979936846028554644645630523	868
1231	730750818665451459101842416358141509827966272719	34555	345551779855530039450922393139972779343862782957	21295
1232	730750818665451459101842416358141509827966272720	54217	542177143108446165275597662326700818616411499497	40957
1233	730750818665451459101842416358141509827966272721	16910	169100940109093823111410222682587696688349895148	3650
1234	730750818665451459101842416358141509827966272722	10243	1024326675093758960139751157257086049153818937873	3017
1235	730750818665451459101842416358141509827966272723	47632	476328374926881788865043915927070650063054687860	34372
1236	730750818665451459101842416358141509827966272724	59220	592203747715268201716311720042871969422660971233	45960
1237	730750818665451459101842416358141509827966272725	77597	775979268174632667429786444153322528311671976354	64337
1238	730750818665451459101842416358141509827966272726	24883	248832936543878219995560296116402452948181977134	11623
1239	730750818665451459101842416358141509827966272727	10921	1092159591338155451436476263328207135470759123499	2339
1240	730750818665451459101842416358141509827966272728	49128	491284143665010925799131648992300280800163145183	35868
1241	730750818665451459101842416358141509827966272729	10338	1033885936112194617660880011181070739824113648254	2922
1242	730750818665451459101842416358141509827966272730	13795	1379576296168951293064512190207834665463724509775	535
1243	730750818665451459101842416358141509827966272731	90528	90528881374574870162236593544359628369977056500	77268
1244	730750818665451459101842416358141509827966272732	11707	117073262854408470938349513124766610362970233663	1553
1245	730750818665451459101842416358141509827966272733	40759	407594106198480644487435154114054480672960655605	27499
1246	730750818665451459101842416358141509827966272734	12583	1258352791414482804867892451449761218318626589348	677
1247	730750818665451459101842416358141509827966272735	30198	301986519992273444381902580470428378714399500037	16938
1248	730750818665451459101842416358141509827966272736	90880	908808110251443323914678488133801397770141591256	77620
1249	730750818665451459101842416358141509827966272737	56374	563748405396076597712466622437818014177755105127	43114
1250	730750818665451459101842416358141509827966272738	81292	812928055382214889183219573396966063668722220306	68032
1251	730750818665451459101842416358141509827966272739	90791	90791495851855628728737256668019769619219864393	77531
1252	730750818665451459101842416358141509827966272740	12325	1232534975893246925856224400631890803730163736495	935
1253	730750818665451459101842416358141509827966272741	11866	1186690648735541221981528596751804096424341046787	1394
1254	730750818665451459101842416358141509827966272742	54478	544788160657484709496379926511394696651244799570	41218
1255	730750818665451459101842416358141509827966272743	12080	1208031908003214424635748985213237276472369850593	1180
1256	730750818665451459101842416358141509827966272744	11744	1174435584458311033515423330857740267606506511302	1516
1257	730750818665451459101842416358141509827966272745	10822	108222208454055957025473629966215341842425150440	2438
1258	730750818665451459101842416358141509827966272746	84420	844207368070087409785893071012274482521858972874	71160
1259	730750818665451459101842416358141509827966272747	35596	355960549588868904434869622104622809224967255104	22336
1260	730750818665451459101842416358141509827966272748	10474	104743384337534048534413856484511594695328802786	2786
1261	730750818665451459101842416358141509827966272749	28867	288677704385325388844222383535724452971709432075	15607
1262	730750818665451459101842416358141509827966272750	65174	651742932233177106457728593391765870098078941762	51914
1263	730750818665451459101842416358141509827966272751	35652	35652215897075640147633875473785398205872602940	22392
1264	730750818665451459101842416358141509827966272752	62856	628561246533663856442218132346570174999936643482	49596
1265	730750818665451459101842416358141509827966272753	11043	1104325723820083204140730806904377390048071074265	2217
1266	730750818665451459101842416358141509827966272754	88616	88616858495982010536701810785717624780355567450	75356
1267	730750818665451459101842416358141509827966272755	60161	601619159476777960851141051999397792277325497846	46901
1268	730750818665451459101842416358141509827966272756	36317	363175065745902342960888242507516537167989041494	23057
1269	730750818665451459101842416358141509827966272757	87369	873694513929347973326166079583919688309308770543	74109
1270	730750818665451459101842416358141509827966272758	89450	894502312217773640016918558955496993815134905954	76190
1271	730750818665451459101842416358141509827966272759	13753	1375373837163335217284207692206350531469131364302	493
1272	730750818665451459101842416358141509827966272760	78140	781401823743070334498958397646630761439493885760	64880
1273	730750818665451459101842416358141509827966272761	43557	435570189597164435163541079131789392277252260230	30297
1274	730750818665451459101842416358141509827966272762	46715	467153554199796757878887350988320156850454502235	33455
1275	730750818665451459101842416358141509827966272763	75806	758062098606654014999348228852155288573148812177	62546
1276	730750818665451459101842416358141509827966272764	10117	101173351759330374908019806566928353652995876180	3143
1277	730750818665451459101842416358141509827966272765	65884	658841131197443172950409658375272468215238819929	52624
1278	730750818665451459101842416358141509827966272766	71319	713197786606808129662693065782273534118304579620	58059
1279	730750818665451459101842416358141509827966272767	11001	1100146845320031830489708508374124021214405540359	2259
1280	730750818665451459101842416358141509827966272768	13436	1343676011180265905696866827801839313564116472668	176
1281	730750818665451459101842416358141509827966272769	66177	661773282203256322583975831518408706938818576769	52917
1282	730750818665451459101842416358141509827966272770	58730	587300001117888596917481952428477115476349860243	45470
1283	730750818665451459101842416358141509827966272771	87828	878283615197978649754540587827852135537731667235	74568
1284	730750818665451459101842416358141509827966272772	33494	334944972127124717110428351967285422699823427686	20234
1285	730750818665451459101842416358141509827966272773	37581	375811991066863951448196515962445927992995717142	24321
1286	730750818665451459101842416358141509827966272774	12822	1282299842644704176604357811259180162045434397845	438
1287	730750818665451459101842416358141509827966272775	91098	91098966667357446021301473413356533083740918086	77838
1288	730750818665451459101842416358141509827966272776	32429	324293708136264205352939341211463619502208586005	19169
1289	730750818665451459101842416358141509827966272777	14464	1446492488763434374550852033846698054726636564064	1204
1290	730750818665451459101842416358141509827966272778	12012	1201281310476417904762067364704051419615230589084	1248
1291	730750818665451459101842416358141509827966272779	28186	281861044901686776977613128483200778083255258293	14926
1292	730750818665451459101842416358141509827966272780	49216	492160865778004861675755901926891830749839802239	35956
1293	730750818665451459101842416358141509827966272781	12982	1298297325705812195849789387198445696009459862681	278
1294	730750818665451459101842416358141509827966272782	15454	154540211025170439201246126627436035157694846604	2194
1295	730750818665451459101842416358141509827966272783	11019	1101977896865726044224100800669568687934863409555	2241
1296	730750818665451459101842416358141509827966272784	11004	1100424680171437012204523897443032076024813917006	2256
1297	730750818665451459101842416358141509827966272785	13159	1315984867281845942839612167230315782716317946655	101
1298	730750818665451459101842416358141509827966272786	94475	944758443154602818637787033432776926065256472249	81215
1299	730750818665451459101842416358141509827966272787	15710	157109684053787571829342993303634605148100237672	2450
1300	730750818665451459101842416358141509827966272788	66672	666727683612864930856792013831742897369714336481	53412
1301	730750818665451459101842416358141509827966272789	65545	655450840751411570751655117895788564103049295481	52285
1302	730750818665451459101842416358141509827966272790	13301	1330111774301574325535873522245934809404570181727	41
1303	730750818665451459101842416358141509827966272791	53975	539756132220455239356225617273461508885680819493	40715
1304	730750818665451459101842416358141509827966272792	12565	1256560542794316606447325525409566487161843130062	695
1305	730750818665451459101842416358141509827966272793	11329	113298904765628128132497806558058375387076203720	1931
1306	730750818665451459101842416358141509827966272794	63786	6378631019575909945392500637697580199917598761	50526
1307	730750818665451459101842416358141509827966272795	51839	518394807264730360902613029420867749844554542960	38579
1308	730750818665451459101842416358141509827966272796	88734	887345638410478068782063099492448214470879448969	75474
1309	730750818665451459101842416358141509827966272797	50087	500873214167133063540618597833361441261535393075	36827
1310	730750818665451459101842416358141509827966272798	12792	1279230358072303697113123039209520146054243148871	468
1311	730750818665451459101842416358141509827966272799	11127	1112719160366487694544039347376243403188737097485	2133
1312	730750818665451459101842416358141509827966272800	77886	778861233595175971018646689529933149707794373269	64626
1313	730750818665451459101842416358141509827966272801	10740	1074070403367612693225457640729437437817119312296	2520
1314	730750818665451459101842416358141509827966272802	25091	250919642018622677960887774391416178908715236743	11831
1315	730750818665451459101842416358141509827966272803	12177	1217799819969975086768735380994526553411418229343	1083
1316	730750818665451459101842416358141509827966272804	14185	1418574925733636206979610310911878990639674672943	925
1317	730750818665451459101842416358141509827966272805	32272	3227216203566305008693310197500267119212625072	19012
1318	730750818665451459101842416358141509827966272806	19607	196075257577301942874699644000525925615182935912	6347
1319	730750818665451459101842416358141509827966272807	39565	395653164068391843557405887203109954671507315785	26305
1320	730750818665451459101842416358141509827966272808	19381	193816783248544220732676614251178103381902042793	6121
1321	730750818665451459101842416358141509827966272809	52091	520911462876733384181064141869138052403716894438	38831
1322	730750818665451459101842416358141509827966272810	54871	548719668296353314673097371008255530660279583814	41611
1323	730750818665451459101842416358141509827966272811	35958	359584758660551758477578705694156071947848137361	22698
1324	730750818665451459101842416358141509827966272812	57151	571515874456736676842298249576964414343234597108	43891
1325	730750818665451459101842416358141509827966272813	26298	262989953091388443563441560139217697928473728038	13038
1326	730750818665451459101842416358141509827966272814	11517	115172781545527329684331360544087392422701334537	1743
1327	730750818665451459101842416358141509827966272815	73629	736290863152742889096405741839771223114737024905	60369
1328	730750818665451459101842416358141509827966272816	72239	722395230581645406529033855749982127763986492010	58979
1329	730750818665451459101842416358141509827966272817	14698	146986748296921354909102202749060082712597056086	1438
1330	730750818665451459101842416358141509827966272818	11274	1127486962902837295950622005879426329082863450167	1986
1331	730750818665451459101842416358141509827966272819	59845	598457153633900436901687413315933651348446272086	46585
1332	730750818665451459101842416358141509827966272820	58012	580121863044272648824881710117857092278656329218	44752
1333	730750818665451459101842416358141509827966272821	13509	1350975064774661468067254538256526678489886728931	249
1334	730750818665451459101842416358141509827966272822	14243	1424370016817515173614003503034976686665939166371	983
1335	730750818665451459101842416358141509827966272823	85116	851165244926447254336666569754315624555817692837	71856
1336	730750818665451459101842416358141509827966272824	87218	872186926162079087139451904759487675698881741883	73958
1337	730750818665451459101842416358141509827966272825	13456	1345695282920920607221574243940781125242194469716	196
1338	730750818665451459101842416358141509827966272826	13449	1344997545470998273935625063625005664334699540161	189
1339	730750818665451459101842416358141509827966272827	13912	1391295407598444681012728431491496425608864024377	652
1340	730750818665451459101842416358141509827966272828	57850	578509421329682504429400548321471564332560065446	44590
1341	730750818665451459101842416358141509827966272829	13865	1386560985489600456243393130525584655933294077453	605
1342	730750818665451459101842416358141509827966272830	17628	17628840448133240002499068159172426070544682827	4368
1343	730750818665451459101842416358141509827966272831	64258	6425882684530768822522035185931699920934550107	50998
1344	730750818665451459101842416358141509827966272832	12999	129998411714519811510434861212173477027947228941	261
1345	730750818665451459101842416358141509827966272833	12040	120400260082886843963559528278700206191088065812	1220
1346	730750818665451459101842416358141509827966272834	11109	1110919718798804698960969185254738128500927149953	2151
1347	730750818665451459101842416358141509827966272835	58871	588711254548950671507983902818898551050337838627	45611
1348	730750818665451459101842416358141509827966272836	42404	424044567886432256116211069830229288207336422112	29144
1349	730750818665451459101842416358141509827966272837	51039	510396735704495224217442957439795787602157870721	37779
1350	730750818665451459101842416358141509827966272838	47446	474462816532590365075708938073751698141922766176	34186
1351	730750818665451459101842416358141509827966272839	95642	956428441748761792791213155864542851258713672555	82382
1352	730750818665451459101842416358141509827966272840	52712	527121076104495894181890188213934162453121830447	39452
1353	730750818665451459101842416358141509827966272841	10818	1081809305089426732838502779971586206898426824905	2442
1354	730750818665451459101842416358141509827966272842	43502	435029516537531538594306930072475566031512105194	30242
1355	730750818665451459101842416358141509827966272843	96921	969213086059474952031551681696036593304999720534	83661
1356	730750818665451459101842416358141509827966272844	12278	1227806427407138997633917924432878300723826175258	982
1357	730750818665451459101842416358141509827966272845	69312	693125704444304756883044950700412333837224184248	56052
1358	730750818665451459101842416358141509827966272846	12925	1292560419078499887424376448946701702471672697362	335
1359	730750818665451459101842416358141509827966272847	55809	558098433227316435382282304167854452167636115805	42549
1360	730750818665451459101842416358141509827966272848	30764	307647350192863116283802573662545245763902019968	17504
1361	730750818665451459101842416358141509827966272849	63962	639626069695487865350083519326048475554112328521	50702
1362	730750818665451459101842416358141509827966272850	13367	1336714214739924383461045242169127141660949725421	107
1363	730750818665451459101842416358141509827966272851	90265	902657615419761230739042566997617554024530065391	77005
1364	730750818665451459101842416358141509827966272852	35063	350632485872112981540493045958328656680820037880	21803
1365	730750818665451459101842416358141509827966272853	13487	1348744965460912835124777607386309279501848588759	227
1366	730750818665451459101842416358141509827966272854	12916	129163353277973139931705073684885723675293489309	344
1367	730750818665451459101842416358141509827966272855	69266	6926683552215258498285362490688527416778970243	56006
1368	730750818665451459101842416358141509827966272856	18693	18693466364733181071116067244097136212808165112	5433
1369	730750818665451459101842416358141509827966272857	43097	430975607931323517592681365348225211237262007384	29837
1370	730750818665451459101842416358141509827966272858	20628	206289261037481366100911950504307007474230075681	7368
1371	730750818665451459101842416358141509827966272859	11833	118333547153775915303538489831950409332476441367	1427
1372	730750818665451459101842416358141509827966272860	13481	1348180241437455478766327135218177504333926638168	221
1373	730750818665451459101842416358141509827966272861	10660	1066032845623389351658559902694702154992398845985	2600
1374	730750818665451459101842416358141509827966272862	13002	1300225512079362564020438436782637508025528610929	258
1375	730750818665451459101842416358141509827966272863	15051	150519459679662479752919852013255581083150338108	1791
1376	730750818665451459101842416358141509827966272864	10727	1072731427953777848874446240113318248305355858470	2533
1377	730750818665451459101842416358141509827966272865	59299	592998210102768124562358500772442356772320816756	46039
1378	730750818665451459101842416358141509827966272866	49019	490192515833891058448798924307137782200375393237	35759
1379	730750818665451459101842416358141509827966272867	78609	786090010791136384594983589747544803606094191359	65349
1380	730750818665451459101842416358141509827966272868	45972	459722256883723504331555929661010055425722584373	32712
