group	label	puzzle_n	lane3	lane5	scalar	mod	eq1_lhs	eq1_rhs	eq1_h2	eq1_h3	eq2_lhs	eq2_rhs	eq2_h2	eq2_h3
solved	P90	90	0	0	868012190417726402719548863	p	103549238728268379059983065224353924271346037059342997644063129230047054329981	103549238728268379059983065224353924271346037059342997644063129230047054329981	10->10	103->103	57612362370388363551128291767127543225636778065783992511596833599023817915459	86300639804000732518574616708174869311998582672249322983708612852824595628141	57->86	576->863
solved	P90	90	0	0	868012190417726402719548863	N	69120672757887556452438776296657059831416979291019093995587378664872052273946	6016528963600655816364347708434321701101060987007532267140756503554126169867	69->60	691->601	72375263167618605977378960901623845642381636919055508917405226045251391526474	65636376805147498968755929358631979472650781548088677359102876226383952224285	72->65	723->656
solved	P90	90	0	0	868012190417726402719548863	delta	420928883423986798056624944849638512442	251188685618102556959545546631529936159	42->25	420->251	42131720923728384904098941745736453053	21200377882061515835420132488309717594	42->21	421->212
solved	P95	95	2	0	25525831956644113617013748212	p	11830131194022787566675423900801510445957848208410786485526396972950700304890	11830131194022787566675423900801510445957848208410786485526396972950700304890	11->11	118->118	47527883737659567249071354969271006306964560668600064874837008256748570820109	108039006791280645006556005906048851711657053354465062936558299918564158217931	47->10	475->108
solved	P95	95	2	0	25525831956644113617013748212	N	72350573956733346847542453818642777869833146510230422204198375355870280447452	108908968974034150404343321512162273736584573223228761923034178594693657951631	72->10	723->108	101493027222962088169675017433477186448782801337764926290940238722355992143158	74219820208465176412250453968972616437360578845273283747184459073047858907980	10->74	101->742
solved	P95	95	2	0	25525831956644113617013748212	delta	196060961982392826934583526648275946662	87441434071953491870851559540348280598	19->87	196->874	283659567760639954842176282941061563945	2991086205207072698065840165070798127	28->29	283->299
solved	P100	100	1	0	868221233689326498340379183142	p	45335247000352258612894257165757587739860389876207647522106414366079987350062	45335247000352258612894257165757587739860389876207647522106414366079987350062	45->45	453->453	107325675513215891711704590767587360855111675929880285771732370004102941157116	73989130158266865948541525715733810953047044368713641502502859452287389792513	10->73	107->739
solved	P100	100	1	0	868221233689326498340379183142	N	61988711307762749416051344060699542824372533780980082243046858938624687640286	25065775716358863508688305564462757259719447505580561658142448641201894960599	61->25	619->250	25923114768343861924001420759635953551742628038718714334221642730934536297633	19534986382891902606315425750961300431863778353336842042216528617716795467906	25->19	259->195
solved	P100	100	1	0	868221233689326498340379183142	delta	94098416090976425499728681958816169734	336846974409586653678593631708198121519	94->33	940->336	173803688646782394118235497909244584249	235044617065410058831922815631418235316	17->23	173->235
solved	P105	105	0	0	29083230144918045706788529192435	p	75722603996001972189847956085577341775443197012869796282243900010827410025826	75722603996001972189847956085577341775443197012869796282243900010827410025826	75->75	757->757	105425949907180952419453006923363823968095477337337793088625566738586974812405	51475164162685604440005624425721043654938362857782379840137373987362877725931	10->51	105->514
solved	P105	105	0	0	29083230144918045706788529192435	N	98277423979293584630943110811368179476475594265310532704544038756799656716433	40263946163470807741545745327094179729775733058510709986748070499160110173780	98->40	982->402	93742738309704766780927163279370849942273904249314050179560395686040317859084	48292546863787839849566862457953200302318594524178918172793475939778639039658	93->48	937->482
solved	P105	105	0	0	29083230144918045706788529192435	delta	203425964411899271674325959803860012618	45034638056834626639227670152135492469	20->45	203->450	277041390697662758264116082934662410375	392927846892999285405079075138661459132	27->39	277->392
solved	P110	110	2	0	1090246098153987172547740458951748	p	95917491721669350016886039687840784503374847819097661689824510982838370042244	95917491721669350016886039687840784503374847819097661689824510982838370042244	95->95	959->959	16688552818235337220237849808147937054421873067590007592313104871172051317710	27079899518852765608869538490083924906096262444890085179079418835606907618694	16->27	166->270
solved	P110	110	2	0	1090246098153987172547740458951748	N	21050837807924362231760222595902680302357043404524514046870363727420955503647	57512893122877565447621627056732086029733895602180187485531004441597601597114	21->57	210->575	11690223233748506811587317814942699757932703805016071731272264712812365539830	52452886065048011691370144541746975799664913897695352176490766358973454140892	11->52	116->524
solved	P110	110	2	0	1090246098153987172547740458951748	delta	134013196586212098548292571172426644426	164624181746930908615802652605226830527	13->16	134->164	317339856373854643937273027252048327145	177595253789457031529090799936290467938	31->17	317->177
solved	P115	115	1	0	31464123230573852164273674364426950	p	62588256918226842622187354287916790471368729312817333427397440534855808792033	62588256918226842622187354287916790471368729312817333427397440534855808792033	62->62	625->625	88957670910931761796093338235060793027295817984142862097489097494156795854450	61404706563597381539588051104053823322672090682296926705704665730208649564896	88->61	889->614
solved	P115	115	1	0	31464123230573852164273674364426950	N	106896642308285264765439002945777470338109185390177674468531365795056734330490	45626641058092491288650999589970667917074251554705636938134106255378843129450	10->45	106->456	65740782283200688980045080199069526784149831504194417058367662689212298935383	3227807368461876239875003992722381053028832674341534754408026887614964830670	65->32	657->322
solved	P115	115	1	0	31464123230573852164273674364426950	delta	111038878956506838044981942625218021256	9065431735311814555309149748881658212	11->90	111->906	284982848089901109736677072842201003095	403704016604807573158938959376557499901	28->40	284->403
solved	P120	120	0	0	919343500840980333540511050618764323	p	92105635985242802529279295092235243121608395324604605747695473587683941160692	92105635985242802529279295092235243121608395324604605747695473587683941160692	92->92	921->921	38077978315542640947296454294680117113010746963328848984634586511696812863229	1795899515082388317212385798937156573467396749981034414524231305779738318362	38->17	380->179
solved	P120	120	0	0	919343500840980333540511050618764323	N	56440047001273315494504321540563187503080360703860524583149159334489304412342	77624668328814256518891730328637303834956596607858916761341804858361649518761	56->77	564->776	40801076935461835760674429498341778216182909155271577587065418927843724211180	24605116747716133283332603225662589165074961213959782342557571759000342097811	40->24	408->246
solved	P120	120	0	0	919343500840980333540511050618764323	delta	47592923955938283475700299765719582081	225777468748187877861994198196916871426	47->22	475->225	302207190740667084137144650571146479916	302922564653784062687782760297814740903	30->30	302->302
solved	P125	125	2	0	37650549717742544505774009877315221420	p	93402105576467711795975955518071188848478253553902970126295805172829178207858	93402105576467711795975955518071188848478253553902970126295805172829178207858	93->93	934->934	64544603704201007750968088383211883502168172343848417579743053671807966653176	113249898304856499854306793566798159899157358247357456814336072354708154201634	64->11	645->113
solved	P125	125	2	0	37650549717742544505774009877315221420	N	59911696962037375092383328665942197957185449273342052485276840568160830517996	48698640731252091481497701998435465342259149353781387840412363645432669989230	59->48	599->486	1730248285741829896397297814993035000245291865461834225541688581296147690244	29877907638185106343371634218355411673477654371070877257444290616647672684891	17->29	173->298
solved	P125	125	2	0	37650549717742544505774009877315221420	delta	331470729632799064109362082820356792491	366822822413059785861698167850883165514	33->36	331->366	92901609990437620202388995697341712792	28120168279078625867969039263914304151	92->28	929->281
solved	P130	130	1	0	1103873984953507439627945351144005829577	p	78293112806674883728082835351024986493704535419699925234813921884749437465430	78293112806674883728082835351024986493704535419699925234813921884749437465430	78->78	782->782	19895743758330095091445546214870853570160341151363628592670467965238385923190	8776211328753778132143615448481610942794361136399825816808463702196286929081	19->87	198->877
solved	P130	130	1	0	1103873984953507439627945351144005829577	N	110401771119692013028209495153508129416244093804283965860990248204501721060102	46016770457187569642220371809369945008637382637042707911192777608927665452493	11->46	110->460	98062379548957027666074521920216958771026678709340687447299585009798253973539	75359238725657568009647810299624868320672133541051242854100995354273770443344	98->75	980->753
solved	P130	130	1	0	1103873984953507439627945351144005829577	delta	55204622215450116566655325436233817227	120759850071739431256762389588891439851	55->12	552->120	145178137083493985102110873520622823536	166578539773320880824348836702120518504	14->16	145->166
control	R1	0	-	-	41018888532476161301170220621767697742407543313527548101354457509773035736680	p	40008721938903332780539154912943526583339990453707710722768057323033669855595	40008721938903332780539154912943526583339990453707710722768057323033669855595	40->40	400->400	112482965142963641239555156143690687885519263408262749022163133624833755241397	85998953925776189249195582018551984368873093314397281999271590635315692925377	11->85	112->859
control	R1	0	-	-	41018888532476161301170220621767697742407543313527548101354457509773035736680	N	61286503353557212385381567945170185260261131033044628456416342511614412632158	3359843005176313153656046623513892649768314082151100140469669918787919971671	61->33	612->335	78321809714836067185720319188278054224417833022944051649193728420454008614931	31074644632899178170540887081995202493409968374415649852597995838437383907260	78->31	783->310
control	R1	0	-	-	41018888532476161301170220621767697742407543313527548101354457509773035736680	delta	91227531229864411939096469421273929575	151285977784107534400613738179620944224	91->15	912->151	6591251571221381646719772265393554912	234344232648516921416762250649333221969	65->23	659->234
control	R2	0	-	-	76501511276509385865525792968455100129444450852658617142894689180029816307775	p	90457773722523888647390539586938957007463112760631948031809305768001740359001	90457773722523888647390539586938957007463112760631948031809305768001740359001	90->90	904->904	2063936144528508982653838770686959513555285855990459531129754141887493273306	62556755433429944351270733097600964121689976085322170096197755165074545995209	20->62	206->625
control	R2	0	-	-	76501511276509385865525792968455100129444450852658617142894689180029816307775	N	67691303940979359223610274081284228702757856705295948795330511296107793887157	80870037238519054100773776044972981039941380388982171852528897761803377522620	67->80	676->808	42074781360714509182263840761025375987372085621285812952916710831807624881856	68590275023648687802714964372635581750758477681872849830682834558419114873295	42->68	420->685
control	R2	0	-	-	76501511276509385865525792968455100129444450852658617142894689180029816307775	delta	284204232999068570275461696494469303407	81930922509671001906025638634844938855	28->81	284->819	379770743218712043132411149381644772278	235596870985408876278962670293515152168	37->23	379->235
control	R3	0	-	-	15337652461580693250564170723184493164580265575091286519754821734813968704717	p	77958502541026209799546785515230744425612354674450272205170474513977893569258	77958502541026209799546785515230744425612354674450272205170474513977893569258	77->77	779->779	33819943460439095868620348140399628135919574607541323794925278885256829716282	80359821482060520963021420571005634146088874553648796436371781701491540306528	33->80	338->803
control	R3	0	-	-	15337652461580693250564170723184493164580265575091286519754821734813968704717	N	34739981375264012842936143090380525323324686700793823744279723141173562786247	50599690997735021262336674015377959231387865917498555622696496251471176230115	34->50	347->505	77527183007336808584905134594618764916925943518997927841230064239293489857327	76343682172621599250672229812574972723802033645118036564053759757484204948426	77->76	775->763
control	R3	0	-	-	15337652461580693250564170723184493164580265575091286519754821734813968704717	delta	254461770713223459295426699358487949673	375131065053816527162076143543703124168	25->37	254->375	316240147430366827820870775981011721754	41012849521093120710992765178305038305	31->41	316->410
control	R4	0	-	-	17273764442581531827794496901108066433811569854306280715418938825729425119437	p	88629829795262383323285772662426236181540689657750542611196310841449960837342	88629829795262383323285772662426236181540689657750542611196310841449960837342	88->88	886->886	43600358884247349221279052586329753155452880730024100182299794468490330899850	58142060705398207841747394501236314430559231043741728742750872138538128763735	43->58	436->581
control	R4	0	-	-	17273764442581531827794496901108066433811569854306280715418938825729425119437	N	108735120967122563243686307568069492290290952714184554468513424538387578290444	17177449772778930775136695828797550093468472678009815888786699010960284439521	10->17	108->171	50510090198607394667439857757373054681609155230485464556066281922898034919977	49209967402805539115126271790034979010775214815991715815118834098324788568575	50->49	505->492
control	R4	0	-	-	17273764442581531827794496901108066433811569854306280715418938825729425119437	delta	115160132793416825300199752843428993829	29347484385861149696564778966387161044	11->29	115->293	317936634612484511152833934638286968736	427601355059597571597037692350205365001	31->42	317->427
control	R5	0	-	-	4229464274030992776554218075235586345920214582809391421911851681705411979861	p	61721858914005203521317820729373249810593297647068679022980659336100727820239	61721858914005203521317820729373249810593297647068679022980659336100727820239	61->61	617->617	28506641633523233685362028495011837743061221460311136446118945242906418695183	56247415224994453359416193268544065933467993804410689137008521327317635852269	28->56	285->562
control	R5	0	-	-	4229464274030992776554218075235586345920214582809391421911851681705411979861	N	94787016581480760808480321980598081139463516694826103254492377432164749697018	38677982003759748653158016349386062078972484357800847637895145226738709215277	94->38	947->386	106404856441744666384968610967999338147380732261156217358895485859488411398743	58930973255572374176000227044658942410788239072866241304461990531933716656263	10->58	106->589
control	R5	0	-	-	4229464274030992776554218075235586345920214582809391421911851681705411979861	delta	365682214757226804969871997808629183881	15995726064444521127296706297763480704	36->15	365->159	89136127194611289383465662067383198626	52387861297413846410328615184583346157	89->52	891->523
control	R6	0	-	-	57816142995384261970997318111271958385095966499501943591635485060432664394570	p	87920605168449843473597403832815821602887001577965900489719526943596877471766	87920605168449843473597403832815821602887001577965900489719526943596877471766	87->87	879->879	93770647964389200663770256771387493158944191647125410000618066463112284094948	69639554524487857031856448335690397744312873026144045153425351647423715527179	93->69	937->696
control	R6	0	-	-	57816142995384261970997318111271958385095966499501943591635485060432664394570	N	99331698673525389257325040330144583635605713404583567841316665871186644489630	38890500367450239702507190882494685132981068678171539936769997466019898109717	99->38	993->388	77385915500728401329630616116198092504117494250352099007819188503312507434892	29832771425741199256882115367372571785955020903839235635423126324357836451172	77->29	773->298
control	R6	0	-	-	57816142995384261970997318111271958385095966499501943591635485060432664394570	delta	287516903027014973310218462736306785013	316324573953455835173062991027719676695	28->31	287->316	280743942232421986712894990215391224480	335042803088754979249691709869871855008	28->33	280->335
control	R7	0	-	-	17468953033003212971408126153235421996742683325765044384293812086917310774492	p	36510563621078336622830315859915601545872046882645398326571289432477872495062	36510563621078336622830315859915601545872046882645398326571289432477872495062	36->36	365->365	64268314276445635645382598112050559694696022167678304325085187298545854016697	37509814288006843372959193841584020075046010714243987185271259004062035042926	64->37	642->375
control	R7	0	-	-	17468953033003212971408126153235421996742683325765044384293812086917310774492	N	87337835275313171273850866136013348698942487457303682180306421872186410593913	63373317740006322322356955829202945400046168629049782485071351065302020950680	87->63	873->633	49961854892160016675698521128019310034223776962700155821201122278120801966424	91291403198129631071612163752091205131576775603620428685572184286877850850495	49->91	499->912
control	R7	0	-	-	17468953033003212971408126153235421996742683325765044384293812086917310774492	delta	369855203373112159997085208723930588598	412527202835081590382257590657109815771	36->41	369->412	298581746457785724801273674994917056855	371598913810359612890098728817768913014	29->37	298->371
control	R8	0	-	-	17772358945054924870198277031388159128675184038127225141537082868039731060762	p	53238309910772237185167770169818375606493353563950813435741153688073379433934	53238309910772237185167770169818375606493353563950813435741153688073379433934	53->53	532->532	99359030268613872074903627505528969439837652742987513286291786368649433585181	112637242931097357477128975466359020367298530184267004399335179197050371500655	99->11	993->112
control	R8	0	-	-	17772358945054924870198277031388159128675184038127225141537082868039731060762	N	90194230360748327798164306865181005325453018000959869222042189143210233993668	92868690712271265865385806425585172216539256775238309582106634759014715651158	90->92	901->928	63238506229146510355116438307335690262777459709731800130341960068122477927046	24549421377102245066662728088429155872202386070601017232164857669477744958122	63->24	632->245
control	R8	0	-	-	17772358945054924870198277031388159128675184038127225141537082868039731060762	delta	236452654351674724487160274611010640448	221364318912561031965189478787312842923	23->22	236->221	380911486927919802946724582938097026621	329899933682315953374882040614368613610	38->32	380->329
control	R9	0	-	-	59303326128735661361992715812508696642738864620787548595142301874888426383856	p	110283807700438229842010045829375422059744653064423902721982952347349988632682	110283807700438229842010045829375422059744653064423902721982952347349988632682	11->11	110->110	55851407023866255915358492860678932525289311529171947605366259630475355715305	74624329386328998955027811545997777962172235252537428475098476776373040403351	55->74	558->746
control	R9	0	-	-	59303326128735661361992715812508696642738864620787548595142301874888426383856	N	44204605044886957149962628769236372833564819614703020428134032308567196224077	58077301495531327359400939627534500912691257195344844795640158739533313158633	44->58	442->580	48364149709448050743179557275567103063191943937455112094866770896639357091310	15604029844660752930987946414712432895852741476679283967694212094303142183226	48->15	483->156
control	R9	0	-	-	59303326128735661361992715812508696642738864620787548595142301874888426383856	delta	75277674179846839904619931032589678248	106786616869855373408706365784107496535	75->10	752->106	286748932400028952228364342793708793513	316878883234767975042521152211119914800	28->31	286->316
control	R10	0	-	-	38792729401992129992778402252071785461636522831541779467432788088756385942450	p	103216520405146062246318362747953208916357381954182437401349916280995334195103	103216520405146062246318362747953208916357381954182437401349916280995334195103	10->10	103->103	78275515486679568866500747709518482771503345250666136325441118758769722838019	47103177459470294833741959126956126551673427443404513705912977546895346361491	78->47	782->471
control	R10	0	-	-	38792729401992129992778402252071785461636522831541779467432788088756385942450	N	21992542560311740235014056557459666885665303833393847117055784345480238001452	46953016509406898162526340559258455984139189398946153470799440412105774239166	21->46	219->469	15126531007332293244119345934253632341329778941640520520626548894503197277245	113802691174685028126707177786658438764615703162509763654038501696419310524526	15->11	151->113
control	R10	0	-	-	38792729401992129992778402252071785461636522831541779467432788088756385942450	delta	424641977012655030473491646623642083169	197893714370060429939989453706888072472	42->19	424->197	107567784828659479473001142497625584752	90870804603069639730968988551855731029	10->90	107->908
control	R11	0	-	-	112817296552049457157395904510339199461043993588393438048719820970038637924445	p	10858870424869175331304744140146607302675986166606188011426632573996744496908	10858870424869175331304744140146607302675986166606188011426632573996744496908	10->10	108->108	40607677754373933207723025038839775144481201596194348095626851116643448699701	40344935985280453208842400129229492034337261088936685867050306623397372999486	40->40	406->403
control	R11	0	-	-	112817296552049457157395904510339199461043993588393438048719820970038637924445	N	92115409192566584211003083843160609724474153937688062572069631975163868470405	18627374136021047430907683765463392277057001605043277986635463235351236045857	92->18	921->186	54527172520575505759182534371049077627810148671210589184357471337197330416913	67140925624046450046823241024557759900475876461166632183476412373081217209972	54->67	545->671
control	R11	0	-	-	112817296552049457157395904510339199461043993588393438048719820970038637924445	delta	320259248083935805998463784286569220534	158407112982552691499609562735717547903	32->15	320->158	383307086923896018620974674143834772289	166039534052132198957412508032954694404	38->16	383->166
control	R12	0	-	-	56088839681482049518219878012885564741558466879258842120031438540988194566389	p	19512498331867624281108336129365671789814950856419312948255631832650948072452	19512498331867624281108336129365671789814950856419312948255631832650948072452	19->19	195->195	56615859922274680805399547453751045825190541795256626788112210463064891636034	1912181461421079411841242382756944345985382593144932780109962115363492344462	56->19	566->191
control	R12	0	-	-	56088839681482049518219878012885564741558466879258842120031438540988194566389	N	21612108656037445463219367623079961574093844992597486982888629830210753320508	101559455621917142963023240753686449775833609444426428307932775797103607136168	21->10	216->101	3906876344391859309307522948990130268170598321302916659764224806047896210704	88419348394703122760084067454104346697704773515094766994713266849854739863773	39->88	390->884
control	R12	0	-	-	56088839681482049518219878012885564741558466879258842120031438540988194566389	delta	187954316011611858678572171656959735266	299018585831055408291400426512934945270	18->29	187->299	256577977940793185189017044443676919099	27536397997607583846975064534317161291	25->27	256->275
control	R13	0	-	-	86768696177072491788008711923430135873180884174532253843427070182526737344837	p	33466173665271438894885738930075117739851277728565118588652648177880671580456	33466173665271438894885738930075117739851277728565118588652648177880671580456	33->33	334->334	4913829290836849703944137960961316636075361020385946366417247255972149339719	67731207846559178991135578832061481556107247986908154388275338565353207566467	49->67	491->677
control	R13	0	-	-	86768696177072491788008711923430135873180884174532253843427070182526737344837	N	39120482501488143884443260304731244527692730696500799823977112464873292289623	22330284117555108465062793862832232324039643594095852431362849674002507563324	39->22	391->223	72879455275716877833623514029610501829867359787612794785740540976729646880619	8972121409082984953908549999190963267926626040431991013567374587783081472564	72->89	728->897
control	R13	0	-	-	86768696177072491788008711923430135873180884174532253843427070182526737344837	delta	208433839600076263827317091940566273261	363755364297598624328025697591844671260	20->36	208->363	319989252397362144038921350838888620822	258658762850222015305076491372631384581	31->25	319->258
control	R14	0	-	-	113363964505286880885951200013210627937379201341719772079493659059728923652239	p	61265713939822412183268757910005799408462254712255062457125785324059661239732	61265713939822412183268757910005799408462254712255062457125785324059661239732	61->61	612->612	53758537564561080209044707484834065245580852788417439554135043961539399955997	43659787266623291544270922252878561296812088721041889563680381398820816721811	53->43	537->436
control	R14	0	-	-	113363964505286880885951200013210627937379201341719772079493659059728923652239	N	94767393765788003671027224297747685621856408489855647699241699839312421332337	8964803149588125764887846076751004814326242219609863739113778008769304639954	94->89	947->896	73555069797364308342606101143553915882785049305243880879348762838886015176415	44793687624531478638201289743904681432637061436961373526841005586269679365705	73->44	735->447
control	R14	0	-	-	113363964505286880885951200013210627937379201341719772079493659059728923652239	delta	68577993578036096626063079160085374620	182628140500126193700068436988893604645	68->18	685->182	39895938264021243832898794797342899437	91315054582519766781713159319277304402	39->91	398->913
control	R15	0	-	-	104764131231677098469605251558019453474835915444411490254463935754925845024803	p	42230690846846628057577234507904312098281826247936762433534529634619428830203	42230690846846628057577234507904312098281826247936762433534529634619428830203	42->42	422->422	51168985848267586426066767799510682000286191586092248600631783573632977265665	6214912591691995584794532662671384987145259685201597551100930941609957694881	51->62	511->621
control	R15	0	-	-	104764131231677098469605251558019453474835915444411490254463935754925845024803	N	100982374780533160705868004644720010976600076673884324968199865618825176895379	111015969572447814421633332914447972026560679198093117471527024417006209832651	10->11	100->111	69385699555094198257583828347921240580899102772346966515197496565710033161303	9960541847877125151215947646203270875866695593612503156464324600350779045364	69->99	693->996
control	R15	0	-	-	104764131231677098469605251558019453474835915444411490254463935754925845024803	delta	71919099068203041916780030458874562727	317086632249072289823817324069149863813	71->31	719->317	317707656318303779838776372623264965412	344241107156420951582204933637401698434	31->34	317->344
control	R16	0	-	-	3195944543145281980190705325756933132441337867993359478922602502599540287435	p	80096422073902552604354455842658302481703083298387845919291436301006922130243	80096422073902552604354455842658302481703083298387845919291436301006922130243	80->80	800->800	72540776792471786356757777378853823394874463957476026227156565277922817388079	110523430212316517212710968397276769740646608956700868983197141652537070253286	72->11	725->110
control	R16	0	-	-	3195944543145281980190705325756933132441337867993359478922602502599540287435	N	104940458474542017595379637857916836191813399611476651266708401071774985900229	61193989330050269536580599227904146437219617483564875013032758292671788746570	10->61	104->611	95659126981793457192754854320681038047598234212924240095676867093778285151960	38122052309755426020480004806096043411365953489877866497768917550486946023178	95->38	956->381
control	R16	0	-	-	3195944543145281980190705325756933132441337867993359478922602502599540287435	delta	293608545129064031722096046968247895187	368344129907562330103198292891672125434	29->36	293->368	18402719238112680066598759036665952218	139711325696119070379946611555553579237	18->13	184->139
control	R17	0	-	-	71425258539529397242817444172132964012270079787559861432371701543328653979310	p	80245930756117588396196336885469978063369350464328970392162514427072473707018	80245930756117588396196336885469978063369350464328970392162514427072473707018	80->80	802->802	57093567381813575331626872039343625822295385266501196988361264611231223053881	16873006837209244453123154849396464807778583648911508940252106826393014884058	57->16	570->168
control	R17	0	-	-	71425258539529397242817444172132964012270079787559861432371701543328653979310	N	112901404966579262081298696191728697126178503949562801843284763779561590516982	106584375357119863735205751416500359611514841513666789714663269709317758977592	11->10	112->106	58320234606822292220164074937360675393065386260259038470554171553639080362862	80717436201876037676637241620308384202823155554813510849882139960508479229091	58->80	583->807
control	R17	0	-	-	71425258539529397242817444172132964012270079787559861432371701543328653979310	delta	150597238516676496298038464393636707350	381250788013354675547346902729881736302	15->38	150->381	24908560445207788021641332420114392519	356424003001338933171947884291948543647	24->35	249->356
control	R18	0	-	-	27012155733192685839068185512779074265674545075667007371449196736935574282120	p	34098223491176521929636023526700328773294403693032835346920805864802349033828	34098223491176521929636023526700328773294403693032835346920805864802349033828	34->34	340->340	4791972141321656095864436088142363245310234264974800208772955473644035317329	36268064562828130966109591151480999471768725920182151766499455772918622212640	47->36	479->362
control	R18	0	-	-	27012155733192685839068185512779074265674545075667007371449196736935574282120	N	43213947885694969995690066860970671859532984099538197425118024958693101959539	44866369105169966543781791658548028638413270703656959601422738784747457325977	43->44	432->448	29917755880625702397919853897786790482085177344122683380494807057197444306621	94284855767190286904232556914167931243026197502883027356095291221312952319397	29->94	299->942
control	R18	0	-	-	27012155733192685839068185512779074265674545075667007371449196736935574282120	delta	282719984169739791537435262842876987845	242935983174481296474768096563176383658	28->24	282->242	107841909252283602796250515499302684042	390305242287926974215701247422900320595	10->39	107->390
control	R19	0	-	-	7067490047413913938359863554503106494348225386454079569194355705301107580099	p	89924246240092554099921614468483816637896321992471150021126986776349795288452	89924246240092554099921614468483816637896321992471150021126986776349795288452	89->89	899->899	13744064328676199851758240961593248687023705294005529254534684752611406312117	18089226764332765325278297445042155899593429511550315351691785596607050771615	13->18	137->180
control	R19	0	-	-	7067490047413913938359863554503106494348225386454079569194355705301107580099	N	19390949591294609758797861700663464577424470514339643517796025803376613796642	71152033253393896946068843884694693335136381199853407013145938886317575621609	19->71	193->711	33981774936900409033676845506857606744292151809522390216132163531383879348943	1397117789608028757177338102041246626541994556650197541747029548990367899745	33->13	339->139
control	R19	0	-	-	7067490047413913938359863554503106494348225386454079569194355705301107580099	delta	365240905236231371988740151865353175605	141503647986363891188044757607304968225	36->14	365->141	41731951213955881696618922945821025788	133426886762019271352310514723800798952	41->13	417->133
control	R20	0	-	-	3248025755710520606505570350091313048890309762013522478999138071485617903690	p	38006847620838396431857949914763145036761185984726295371572808444829827421849	38006847620838396431857949914763145036761185984726295371572808444829827421849	38->38	380->380	57110772459085841393303284698841939985085885592557691604748189087976528864927	84653985740981018194648115506829111761392378268824419902785070698736213794265	57->84	571->846
control	R20	0	-	-	3248025755710520606505570350091313048890309762013522478999138071485617903690	N	59543116219768099828117111538958892527621759919662047672723323848575691493632	86125651244390312776282378741615474644098135899166043850261818045141203751939	59->86	595->861	8817108400726717110198356243835328374776173375408643504604925560411804219016	76612418652753750541735375010168090722901579838802735857132007894068325173490	88->76	881->766
control	R20	0	-	-	3248025755710520606505570350091313048890309762013522478999138071485617903690	delta	7040058847011559674420246142414764829	300431169200154077463917717047806377671	70->30	704->300	397552131986511913190047636896940073496	45488332101432467244834720668765730842	39->45	397->454
control	R21	0	-	-	36093569489545283096707224048168624361666260237712269183568825057381155962157	p	49914334960907811396297526497506778546915664941688666920053002161818238905208	49914334960907811396297526497506778546915664941688666920053002161818238905208	49->49	499->499	109512867147729137673501136771164489887307495500499481717127137477917082452367	35187108322506708470219662554788086439183385045817558904565622723177536866309	10->35	109->351
control	R21	0	-	-	36093569489545283096707224048168624361666260237712269183568825057381155962157	N	107437849894662946262147698713517475704302430520427555479648037831524188519570	115021131521800049788608765820846317722982933648361114441473622779452803246639	10->11	107->115	88039473893331292503955204754158052129013522713710523084847635113776266357188	37132294357981944766088910794295083176016601436327132089286733896668800465278	88->37	880->371
control	R21	0	-	-	36093569489545283096707224048168624361666260237712269183568825057381155962157	delta	294332173971081677645077170699816461605	391036384666507950829262030179411023868	29->39	294->391	209250413379016401450516187126019167728	183487117087225100996986543135189317233	20->18	209->183
control	R22	0	-	-	45409202028982701680013815873693055633592183523547834677978976650271884404951	p	21990415698563293273152091409610372668689472711103255688363308465613401894014	21990415698563293273152091409610372668689472711103255688363308465613401894014	21->21	219->219	74118203883771362166322097253222219260894132974610002244724849560758972538515	21787930638537561920533144658264226645977005553045079019729148291735128508371	74->21	741->217
control	R22	0	-	-	45409202028982701680013815873693055633592183523547834677978976650271884404951	N	52481920633417594703960455832554131361031429012082620680787334813116934018516	29514148266019440542234989286224267271698248931813865094373784123226055311910	52->29	524->295	1803132373760152922742112985191563096750757371446976987070841411791040213619	53454501857520839015380838564093338989595574094348407211581740124633777746582	18->53	180->534
control	R22	0	-	-	45409202028982701680013815873693055633592183523547834677978976650271884404951	delta	123549496170309983542653798884378005039	329000707692568685597229685607751666223	12->32	123->329	153692613885237637950989549288676270900	66491635204261200737793591249087264414	15->66	153->664
control	R23	0	-	-	71994564882471197144026884277753003992439072151062212634327073580911039711344	p	108069833815337251054441846812228988927935232649446251240546871334241199415869	108069833815337251054441846812228988927935232649446251240546871334241199415869	10->10	108->108	104562810046053571961596743143099871576773774419910095614854757644817014668279	27102397902056972446819719363688241374107412276023329808423322794955298304032	10->27	104->271
control	R23	0	-	-	71994564882471197144026884277753003992439072151062212634327073580911039711344	N	80821066326017322255858489884667187005300710748323308455935505812967571217413	61074414166316798475191130173143764749441378108508479368429449975130761585976	80->61	808->610	4555072112148280952891731515230594082072943786916938151792653291398080409166	8255797747759437786531636995742350264542769768350181622144246552424371420989	45->82	455->825
control	R23	0	-	-	71994564882471197144026884277753003992439072151062212634327073580911039711344	delta	396528542397931746926624086837719330037	168558209705093640551600685086905607380	39->16	396->168	171844034969650924799245979245026744750	418062968235265741254541324754275395057	17->41	171->418
control	R24	0	-	-	103011152642879233576892703484181577577138820593882666305804457061445213679644	p	106045783094759521771307167967097251678889590756012443663856010012117045046069	106045783094759521771307167967097251678889590756012443663856010012117045046069	10->10	106->106	21762687302462378120473933600089969154726248618928251556096171447408620087745	89594987570383300207950086095781751415814496430524793322862597845654291887620	21->89	217->895
