d,d_bits,gap_target,gap_observed,offset,offset_bits,o_probe,direction,source,ec_hit,in_gap_tier
25304828082573272166426869881207886544385,135,2,1,11123897296678207966394865598240077689024,134,10654174186261853695261109277393087844160,-,sample:g2:-:o=10654174186261853695261109277393087844160,False,False
25326179133046742815114767895791840628241,135,2,1,11145248347151678615082763612824031772880,134,10632823135788383046573211262809133760304,-,sample:g2:-:o=10632823135788383046573211262809133760304,False,False
25347530183520213463802665910375794712097,135,2,1,11166599397625149263770661627407985856736,134,10611472085314912397885313248225179676448,-,sample:g2:-:o=10611472085314912397885313248225179676448,False,False
25368881233993684112490563924959748795953,135,2,1,11187950448098619912458559641991939940592,134,10590121034841441749197415233641225592592,-,sample:g2:-:o=10590121034841441749197415233641225592592,False,False
25390232284467154761178461939543702879809,135,2,1,11209301498572090561146457656575894024448,134,10568769984367971100509517219057271508736,-,sample:g2:-:o=10568769984367971100509517219057271508736,False,False
25411583334940625409866359954127656963665,135,2,1,11230652549045561209834355671159848108304,134,10547418933894500451821619204473317424880,-,sample:g2:-:o=10547418933894500451821619204473317424880,False,False
25432934385414096058554257968711611047521,135,2,1,11252003599519031858522253685743802192160,134,10526067883421029803133721189889363341024,-,sample:g2:-:o=10526067883421029803133721189889363341024,False,False
25454285435887566707242155983295565131377,135,2,1,11273354649992502507210151700327756276016,134,10504716832947559154445823175305409257168,-,sample:g2:-:o=10504716832947559154445823175305409257168,False,False
25475636486361037355930053997879519215233,135,2,1,11294705700465973155898049714911710359872,134,10483365782474088505757925160721455173312,-,sample:g2:-:o=10483365782474088505757925160721455173312,False,False
25496987536834508004617952012463473299089,135,2,1,11316056750939443804585947729495664443728,134,10462014732000617857070027146137501089456,-,sample:g2:-:o=10462014732000617857070027146137501089456,False,False
25518338587307978653305850027047427382945,135,2,1,11337407801412914453273845744079618527584,134,10440663681527147208382129131553547005600,-,sample:g2:-:o=10440663681527147208382129131553547005600,False,False
25539689637781449301993748041631381466801,135,2,1,11358758851886385101961743758663572611440,134,10419312631053676559694231116969592921744,-,sample:g2:-:o=10419312631053676559694231116969592921744,False,False
25561040688254919950681646056215335550657,135,2,1,11380109902359855750649641773247526695296,134,10397961580580205911006333102385638837888,-,sample:g2:-:o=10397961580580205911006333102385638837888,False,False
25582391738728390599369544070799289634513,135,2,1,11401460952833326399337539787831480779152,134,10376610530106735262318435087801684754032,-,sample:g2:-:o=10376610530106735262318435087801684754032,False,False
25603742789201861248057442085383243718369,135,2,1,11422812003306797048025437802415434863008,134,10355259479633264613630537073217730670176,-,sample:g2:-:o=10355259479633264613630537073217730670176,False,False
25625093839675331896745340099967197802225,135,2,1,11444163053780267696713335816999388946864,134,10333908429159793964942639058633776586320,-,sample:g2:-:o=10333908429159793964942639058633776586320,False,False
25646444890148802545433238114551151886081,135,2,1,11465514104253738345401233831583343030720,134,10312557378686323316254741044049822502464,-,sample:g2:-:o=10312557378686323316254741044049822502464,False,False
25667795940622273194121136129135105969937,135,2,1,11486865154727208994089131846167297114576,134,10291206328212852667566843029465868418608,-,sample:g2:-:o=10291206328212852667566843029465868418608,False,False
25689146991095743842809034143719060053793,135,2,1,11508216205200679642777029860751251198432,134,10269855277739382018878945014881914334752,-,sample:g2:-:o=10269855277739382018878945014881914334752,False,False
25710498041569214491496932158303014137649,135,2,1,11529567255674150291464927875335205282288,134,10248504227265911370191047000297960250896,-,sample:g2:-:o=10248504227265911370191047000297960250896,False,False
25731849092042685140184830172886968221505,135,2,1,11550918306147620940152825889919159366144,134,10227153176792440721503148985714006167040,-,sample:g2:-:o=10227153176792440721503148985714006167040,False,False
25753200142516155788872728187470922305361,135,2,1,11572269356621091588840723904503113450000,134,10205802126318970072815250971130052083184,-,sample:g2:-:o=10205802126318970072815250971130052083184,False,False
25774551192989626437560626202054876389217,135,2,1,11593620407094562237528621919087067533856,134,10184451075845499424127352956546097999328,-,sample:g2:-:o=10184451075845499424127352956546097999328,False,False
25795902243463097086248524216638830473073,135,2,1,11614971457568032886216519933671021617712,134,10163100025372028775439454941962143915472,-,sample:g2:-:o=10163100025372028775439454941962143915472,False,False
25817253293936567734936422231222784556929,135,2,1,11636322508041503534904417948254975701568,134,10141748974898558126751556927378189831616,-,sample:g2:-:o=10141748974898558126751556927378189831616,False,False
25838604344410038383624320245806738640785,135,2,1,11657673558514974183592315962838929785424,134,10120397924425087478063658912794235747760,-,sample:g2:-:o=10120397924425087478063658912794235747760,False,False
25859955394883509032312218260390692724641,135,2,1,11679024608988444832280213977422883869280,134,10099046873951616829375760898210281663904,-,sample:g2:-:o=10099046873951616829375760898210281663904,False,False
25881306445356979681000116274974646808497,135,2,1,11700375659461915480968111992006837953136,134,10077695823478146180687862883626327580048,-,sample:g2:-:o=10077695823478146180687862883626327580048,False,False
25902657495830450329688014289558600892353,135,2,1,11721726709935386129656010006590792036992,134,10056344773004675531999964869042373496192,-,sample:g2:-:o=10056344773004675531999964869042373496192,False,False
25924008546303920978375912304142554976209,135,2,1,11743077760408856778343908021174746120848,134,10034993722531204883312066854458419412336,-,sample:g2:-:o=10034993722531204883312066854458419412336,False,False
25945359596777391627063810318726509060065,135,2,1,11764428810882327427031806035758700204704,134,10013642672057734234624168839874465328480,-,sample:g2:-:o=10013642672057734234624168839874465328480,False,False
25966710647250862275751708333310463143921,135,2,1,11785779861355798075719704050342654288560,134,9992291621584263585936270825290511244624,-,sample:g2:-:o=9992291621584263585936270825290511244624,False,False
25988061697724332924439606347894417227777,135,2,1,11807130911829268724407602064926608372416,134,9970940571110792937248372810706557160768,-,sample:g2:-:o=9970940571110792937248372810706557160768,False,False
26009412748197803573127504362478371311633,135,2,1,11828481962302739373095500079510562456272,134,9949589520637322288560474796122603076912,-,sample:g2:-:o=9949589520637322288560474796122603076912,False,False
26030763798671274221815402377062325395489,135,2,1,11849833012776210021783398094094516540128,134,9928238470163851639872576781538648993056,-,sample:g2:-:o=9928238470163851639872576781538648993056,False,False
26052114849144744870503300391646279479345,135,2,1,11871184063249680670471296108678470623984,134,9906887419690380991184678766954694909200,-,sample:g2:-:o=9906887419690380991184678766954694909200,False,False
26073465899618215519191198406230233563201,135,2,1,11892535113723151319159194123262424707840,134,9885536369216910342496780752370740825344,-,sample:g2:-:o=9885536369216910342496780752370740825344,False,False
26094816950091686167879096420814187647057,135,2,1,11913886164196621967847092137846378791696,134,9864185318743439693808882737786786741488,-,sample:g2:-:o=9864185318743439693808882737786786741488,False,False
26116168000565156816566994435398141730913,135,2,1,11935237214670092616534990152430332875552,134,9842834268269969045120984723202832657632,-,sample:g2:-:o=9842834268269969045120984723202832657632,False,False
26137519051038627465254892449982095814769,135,2,1,11956588265143563265222888167014286959408,134,9821483217796498396433086708618878573776,-,sample:g2:-:o=9821483217796498396433086708618878573776,False,False
26158870101512098113942790464566049898625,135,2,1,11977939315617033913910786181598241043264,134,9800132167323027747745188694034924489920,-,sample:g2:-:o=9800132167323027747745188694034924489920,False,False
26180221151985568762630688479150003982481,135,2,1,11999290366090504562598684196182195127120,134,9778781116849557099057290679450970406064,-,sample:g2:-:o=9778781116849557099057290679450970406064,False,False
26181859433069451820656725531285487200338,135,2,1,12000928647174387620624721248317678344977,134,9777142835765674041031253627315487188207,-,bridge:L3-L1 mod LO,False,False
26201572202459039411318586493733958066337,135,2,1,12020641416563975211286582210766149210976,134,9757430066376086450369392664867016322208,-,sample:g2:-:o=9757430066376086450369392664867016322208,False,False
26222923252932510060006484508317912150193,135,2,1,12041992467037445859974480225350103294832,134,9736079015902615801681494650283062238352,-,sample:g2:-:o=9736079015902615801681494650283062238352,False,False
26244274303405980708694382522901866234049,135,2,1,12063343517510916508662378239934057378688,134,9714727965429145152993596635699108154496,-,sample:g2:-:o=9714727965429145152993596635699108154496,False,False
26265625353879451357382280537485820317905,135,2,1,12084694567984387157350276254518011462544,134,9693376914955674504305698621115154070640,-,sample:g2:-:o=9693376914955674504305698621115154070640,False,False
26286976404352922006070178552069774401761,135,2,1,12106045618457857806038174269101965546400,134,9672025864482203855617800606531199986784,-,sample:g2:-:o=9672025864482203855617800606531199986784,False,False
26308327454826392654758076566653728485617,135,2,1,12127396668931328454726072283685919630256,134,9650674814008733206929902591947245902928,-,sample:g2:-:o=9650674814008733206929902591947245902928,False,False
26329678505299863303445974581237682569473,135,2,1,12148747719404799103413970298269873714112,134,9629323763535262558242004577363291819072,-,sample:g2:-:o=9629323763535262558242004577363291819072,False,False
26351029555773333952133872595821636653329,135,2,1,12170098769878269752101868312853827797968,134,9607972713061791909554106562779337735216,-,sample:g2:-:o=9607972713061791909554106562779337735216,False,False
26372380606246804600821770610405590737185,135,2,1,12191449820351740400789766327437781881824,134,9586621662588321260866208548195383651360,-,sample:g2:-:o=9586621662588321260866208548195383651360,False,False
26393731656720275249509668624989544821041,135,2,1,12212800870825211049477664342021735965680,134,9565270612114850612178310533611429567504,-,sample:g2:-:o=9565270612114850612178310533611429567504,False,False
26415082707193745898197566639573498904897,135,2,1,12234151921298681698165562356605690049536,134,9543919561641379963490412519027475483648,-,sample:g2:-:o=9543919561641379963490412519027475483648,False,False
26436433757667216546885464654157452988753,135,2,1,12255502971772152346853460371189644133392,134,9522568511167909314802514504443521399792,-,sample:g2:-:o=9522568511167909314802514504443521399792,False,False
26457784808140687195573362668741407072609,135,2,1,12276854022245622995541358385773598217248,134,9501217460694438666114616489859567315936,-,sample:g2:-:o=9501217460694438666114616489859567315936,False,False
26479135858614157844261260683325361156465,135,2,1,12298205072719093644229256400357552301104,134,9479866410220968017426718475275613232080,-,sample:g2:-:o=9479866410220968017426718475275613232080,False,False
26500486909087628492949158697909315240321,135,2,1,12319556123192564292917154414941506384960,134,9458515359747497368738820460691659148224,-,sample:g2:-:o=9458515359747497368738820460691659148224,False,False
26521837959561099141637056712493269324177,135,2,1,12340907173666034941605052429525460468816,134,9437164309274026720050922446107705064368,-,sample:g2:-:o=9437164309274026720050922446107705064368,False,False
26543189010034569790324954727077223408033,135,2,1,12362258224139505590292950444109414552672,134,9415813258800556071363024431523750980512,-,sample:g2:-:o=9415813258800556071363024431523750980512,False,False
26564540060508040439012852741661177491889,135,2,1,12383609274612976238980848458693368636528,134,9394462208327085422675126416939796896656,-,sample:g2:-:o=9394462208327085422675126416939796896656,False,False
26585891110981511087700750756245131575745,135,2,1,12404960325086446887668746473277322720384,134,9373111157853614773987228402355842812800,-,sample:g2:-:o=9373111157853614773987228402355842812800,False,False
26607242161454981736388648770829085659601,135,2,1,12426311375559917536356644487861276804240,134,9351760107380144125299330387771888728944,-,sample:g2:-:o=9351760107380144125299330387771888728944,False,False
26628593211928452385076546785413039743457,135,2,1,12447662426033388185044542502445230888096,134,9330409056906673476611432373187934645088,-,sample:g2:-:o=9330409056906673476611432373187934645088,False,False
26649944262401923033764444799996993827313,135,2,1,12469013476506858833732440517029184971952,134,9309058006433202827923534358603980561232,-,sample:g2:-:o=9309058006433202827923534358603980561232,False,False
26671295312875393682452342814580947911169,135,2,1,12490364526980329482420338531613139055808,134,9287706955959732179235636344020026477376,-,sample:g2:-:o=9287706955959732179235636344020026477376,False,False
26692646363348864331140240829164901995025,135,2,1,12511715577453800131108236546197093139664,134,9266355905486261530547738329436072393520,-,sample:g2:-:o=9266355905486261530547738329436072393520,False,False
26713997413822334979828138843748856078881,135,2,1,12533066627927270779796134560781047223520,134,9245004855012790881859840314852118309664,-,sample:g2:-:o=9245004855012790881859840314852118309664,False,False
26735348464295805628516036858332810162737,135,2,1,12554417678400741428484032575365001307376,134,9223653804539320233171942300268164225808,-,sample:g2:-:o=9223653804539320233171942300268164225808,False,False
26756699514769276277203934872916764246593,135,2,1,12575768728874212077171930589948955391232,134,9202302754065849584484044285684210141952,-,sample:g2:-:o=9202302754065849584484044285684210141952,False,False
26778050565242746925891832887500718330449,135,2,1,12597119779347682725859828604532909475088,134,9180951703592378935796146271100256058096,-,sample:g2:-:o=9180951703592378935796146271100256058096,False,False
26799401615716217574579730902084672414305,135,2,1,12618470829821153374547726619116863558944,134,9159600653118908287108248256516301974240,-,sample:g2:-:o=9159600653118908287108248256516301974240,False,False
26820752666189688223267628916668626498161,135,2,1,12639821880294624023235624633700817642800,134,9138249602645437638420350241932347890384,-,sample:g2:-:o=9138249602645437638420350241932347890384,False,False
26842103716663158871955526931252580582017,135,2,1,12661172930768094671923522648284771726656,134,9116898552171966989732452227348393806528,-,sample:g2:-:o=9116898552171966989732452227348393806528,False,False
26863454767136629520643424945836534665873,135,2,1,12682523981241565320611420662868725810512,134,9095547501698496341044554212764439722672,-,sample:g2:-:o=9095547501698496341044554212764439722672,False,False
26884805817610100169331322960420488749729,135,2,1,12703875031715035969299318677452679894368,134,9074196451225025692356656198180485638816,-,sample:g2:-:o=9074196451225025692356656198180485638816,False,False
26906156868083570818019220975004442833585,135,2,1,12725226082188506617987216692036633978224,134,9052845400751555043668758183596531554960,-,sample:g2:-:o=9052845400751555043668758183596531554960,False,False
26927507918557041466707118989588396917441,135,2,1,12746577132661977266675114706620588062080,134,9031494350278084394980860169012577471104,-,sample:g2:-:o=9031494350278084394980860169012577471104,False,False
26948858969030512115395017004172351001297,135,2,1,12767928183135447915363012721204542145936,134,9010143299804613746292962154428623387248,-,sample:g2:-:o=9010143299804613746292962154428623387248,False,False
26970210019503982764082915018756305085153,135,2,1,12789279233608918564050910735788496229792,134,8988792249331143097605064139844669303392,-,sample:g2:-:o=8988792249331143097605064139844669303392,False,False
26991561069977453412770813033340259169009,135,2,1,12810630284082389212738808750372450313648,134,8967441198857672448917166125260715219536,-,sample:g2:-:o=8967441198857672448917166125260715219536,False,False
27012912120450924061458711047924213252865,135,2,1,12831981334555859861426706764956404397504,134,8946090148384201800229268110676761135680,-,sample:g2:-:o=8946090148384201800229268110676761135680,False,False
27034263170924394710146609062508167336721,135,2,1,12853332385029330510114604779540358481360,134,8924739097910731151541370096092807051824,-,sample:g2:-:o=8924739097910731151541370096092807051824,False,False
27055614221397865358834507077092121420577,135,2,1,12874683435502801158802502794124312565216,134,8903388047437260502853472081508852967968,-,sample:g2:-:o=8903388047437260502853472081508852967968,False,False
27076965271871336007522405091676075504433,135,2,1,12896034485976271807490400808708266649072,134,8882036996963789854165574066924898884112,-,sample:g2:-:o=8882036996963789854165574066924898884112,False,False
27098316322344806656210303106260029588289,135,2,1,12917385536449742456178298823292220732928,134,8860685946490319205477676052340944800256,-,sample:g2:-:o=8860685946490319205477676052340944800256,False,False
27119667372818277304898201120843983672145,135,2,1,12938736586923213104866196837876174816784,134,8839334896016848556789778037756990716400,-,sample:g2:-:o=8839334896016848556789778037756990716400,False,False
27141018423291747953586099135427937756001,135,2,1,12960087637396683753554094852460128900640,134,8817983845543377908101880023173036632544,-,sample:g2:-:o=8817983845543377908101880023173036632544,False,False
27162369473765218602273997150011891839857,135,2,1,12981438687870154402241992867044082984496,134,8796632795069907259413982008589082548688,-,sample:g2:-:o=8796632795069907259413982008589082548688,False,False
27183720524238689250961895164595845923713,135,2,1,13002789738343625050929890881628037068352,134,8775281744596436610726083994005128464832,-,sample:g2:-:o=8775281744596436610726083994005128464832,False,False
27205071574712159899649793179179800007569,135,2,1,13024140788817095699617788896211991152208,134,8753930694122965962038185979421174380976,-,sample:g2:-:o=8753930694122965962038185979421174380976,False,False
27226422625185630548337691193763754091425,135,2,1,13045491839290566348305686910795945236064,134,8732579643649495313350287964837220297120,-,sample:g2:-:o=8732579643649495313350287964837220297120,False,False
27247773675659101197025589208347708175281,135,2,1,13066842889764036996993584925379899319920,134,8711228593176024664662389950253266213264,-,sample:g2:-:o=8711228593176024664662389950253266213264,False,False
27269124726132571845713487222931662259137,135,2,1,13088193940237507645681482939963853403776,134,8689877542702554015974491935669312129408,-,sample:g2:-:o=8689877542702554015974491935669312129408,False,False
27290475776606042494401385237515616342993,135,2,1,13109544990710978294369380954547807487632,134,8668526492229083367286593921085358045552,-,sample:g2:-:o=8668526492229083367286593921085358045552,False,False
27311826827079513143089283252099570426849,135,2,1,13130896041184448943057278969131761571488,134,8647175441755612718598695906501403961696,-,sample:g2:-:o=8647175441755612718598695906501403961696,False,False
27333177877552983791777181266683524510705,135,2,1,13152247091657919591745176983715715655344,134,8625824391282142069910797891917449877840,-,sample:g2:-:o=8625824391282142069910797891917449877840,False,False
27354528928026454440465079281267478594561,135,2,1,13173598142131390240433074998299669739200,134,8604473340808671421222899877333495793984,-,sample:g2:-:o=8604473340808671421222899877333495793984,False,False
27375879978499925089152977295851432678417,135,2,1,13194949192604860889120973012883623823056,134,8583122290335200772535001862749541710128,-,sample:g2:-:o=8583122290335200772535001862749541710128,False,False
27397231028973395737840875310435386762273,135,2,1,13216300243078331537808871027467577906912,134,8561771239861730123847103848165587626272,-,sample:g2:-:o=8561771239861730123847103848165587626272,False,False
27418582079446866386528773325019340846129,135,2,1,13237651293551802186496769042051531990768,134,8540420189388259475159205833581633542416,-,sample:g2:-:o=8540420189388259475159205833581633542416,False,False
27439933129920337035216671339603294929985,135,2,1,13259002344025272835184667056635486074624,134,8519069138914788826471307818997679458560,-,sample:g2:-:o=8519069138914788826471307818997679458560,False,False
27461284180393807683904569354187249013841,135,2,1,13280353394498743483872565071219440158480,134,8497718088441318177783409804413725374704,-,sample:g2:-:o=8497718088441318177783409804413725374704,False,False
27482635230867278332592467368771203097697,135,2,1,13301704444972214132560463085803394242336,134,8476367037967847529095511789829771290848,-,sample:g2:-:o=8476367037967847529095511789829771290848,False,False
27503986281340748981280365383355157181553,135,2,1,13323055495445684781248361100387348326192,134,8455015987494376880407613775245817206992,-,sample:g2:-:o=8455015987494376880407613775245817206992,False,False
27525337331814219629968263397939111265409,135,2,1,13344406545919155429936259114971302410048,134,8433664937020906231719715760661863123136,-,sample:g2:-:o=8433664937020906231719715760661863123136,False,False
27546688382287690278656161412523065349265,135,2,1,13365757596392626078624157129555256493904,134,8412313886547435583031817746077909039280,-,sample:g2:-:o=8412313886547435583031817746077909039280,False,False
27568039432761160927344059427107019433121,135,2,1,13387108646866096727312055144139210577760,134,8390962836073964934343919731493954955424,-,sample:g2:-:o=8390962836073964934343919731493954955424,False,False
27589390483234631576031957441690973516977,135,2,1,13408459697339567375999953158723164661616,134,8369611785600494285656021716910000871568,-,sample:g2:-:o=8369611785600494285656021716910000871568,False,False
27610741533708102224719855456274927600833,135,2,1,13429810747813038024687851173307118745472,134,8348260735127023636968123702326046787712,-,sample:g2:-:o=8348260735127023636968123702326046787712,False,False
27632092584181572873407753470858881684689,135,2,1,13451161798286508673375749187891072829328,134,8326909684653552988280225687742092703856,-,sample:g2:-:o=8326909684653552988280225687742092703856,False,False
27653443634655043522095651485442835768545,135,2,1,13472512848759979322063647202475026913184,134,8305558634180082339592327673158138620000,-,sample:g2:-:o=8305558634180082339592327673158138620000,False,False
27674794685128514170783549500026789852401,135,2,1,13493863899233449970751545217058980997040,134,8284207583706611690904429658574184536144,-,sample:g2:-:o=8284207583706611690904429658574184536144,False,False
27696145735601984819471447514610743936257,135,2,1,13515214949706920619439443231642935080896,134,8262856533233141042216531643990230452288,-,sample:g2:-:o=8262856533233141042216531643990230452288,False,False
27717496786075455468159345529194698020113,135,2,1,13536566000180391268127341246226889164752,134,8241505482759670393528633629406276368432,-,sample:g2:-:o=8241505482759670393528633629406276368432,False,False
27738847836548926116847243543778652103969,135,2,1,13557917050653861916815239260810843248608,134,8220154432286199744840735614822322284576,-,sample:g2:-:o=8220154432286199744840735614822322284576,False,False
27760198887022396765535141558362606187825,135,2,1,13579268101127332565503137275394797332464,134,8198803381812729096152837600238368200720,-,sample:g2:-:o=8198803381812729096152837600238368200720,False,False
27781549937495867414223039572946560271681,135,2,1,13600619151600803214191035289978751416320,134,8177452331339258447464939585654414116864,-,sample:g2:-:o=8177452331339258447464939585654414116864,False,False
27792225462732602738566988580238537313602,135,2,1,13611294676837538538534984297270728458241,134,8166776806102523123120990578362437074943,-,sample:g2:-:o=8166776806102523123120990578362437074943,False,False
27802900987969338062910937587530514355537,135,2,1,13621970202074273862878933304562705500176,134,8156101280865787798777041571070460033008,-,sample:g2:-:o=8156101280865787798777041571070460033008,False,False
27824252038442808711598835602114468439393,135,2,1,13643321252547744511566831319146659584032,134,8134750230392317150089143556486505949152,-,sample:g2:-:o=8134750230392317150089143556486505949152,False,False
27845603088916279360286733616698422523249,135,2,1,13664672303021215160254729333730613667888,134,8113399179918846501401245541902551865296,-,sample:g2:-:o=8113399179918846501401245541902551865296,False,False
27866954139389750008974631631282376607105,135,2,1,13686023353494685808942627348314567751744,134,8092048129445375852713347527318597781440,-,sample:g2:-:o=8092048129445375852713347527318597781440,False,False
27888305189863220657662529645866330690961,135,2,1,13707374403968156457630525362898521835600,134,8070697078971905204025449512734643697584,-,sample:g2:-:o=8070697078971905204025449512734643697584,False,False
27909656240336691306350427660450284774817,135,2,1,13728725454441627106318423377482475919456,134,8049346028498434555337551498150689613728,-,sample:g2:-:o=8049346028498434555337551498150689613728,False,False
27931007290810161955038325675034238858673,135,2,1,13750076504915097755006321392066430003312,134,8027994978024963906649653483566735529872,-,sample:g2:-:o=8027994978024963906649653483566735529872,False,False
27952358341283632603726223689618192942529,135,2,1,13771427555388568403694219406650384087168,134,8006643927551493257961755468982781446016,-,sample:g2:-:o=8006643927551493257961755468982781446016,False,False
27973709391757103252414121704202147026385,135,2,1,13792778605862039052382117421234338171024,134,7985292877078022609273857454398827362160,-,sample:g2:-:o=7985292877078022609273857454398827362160,False,False
27995060442230573901102019718786101110241,135,2,1,13814129656335509701070015435818292254880,134,7963941826604551960585959439814873278304,-,sample:g2:-:o=7963941826604551960585959439814873278304,False,False
28016411492704044549789917733370055194097,135,2,1,13835480706808980349757913450402246338736,134,7942590776131081311898061425230919194448,-,sample:g2:-:o=7942590776131081311898061425230919194448,False,False
28037762543177515198477815747954009277953,135,2,1,13856831757282450998445811464986200422592,134,7921239725657610663210163410646965110592,-,sample:g2:-:o=7921239725657610663210163410646965110592,False,False
28059113593650985847165713762537963361809,135,2,1,13878182807755921647133709479570154506448,134,7899888675184140014522265396063011026736,-,sample:g2:-:o=7899888675184140014522265396063011026736,False,False
28080464644124456495853611777121917445665,135,2,1,13899533858229392295821607494154108590304,134,7878537624710669365834367381479056942880,-,sample:g2:-:o=7878537624710669365834367381479056942880,False,False
28101815694597927144541509791705871529521,135,2,1,13920884908702862944509505508738062674160,134,7857186574237198717146469366895102859024,-,sample:g2:-:o=7857186574237198717146469366895102859024,False,False
28123166745071397793229407806289825613377,135,2,1,13942235959176333593197403523322016758016,134,7835835523763728068458571352311148775168,-,sample:g2:-:o=7835835523763728068458571352311148775168,False,False
28144517795544868441917305820873779697233,135,2,1,13963587009649804241885301537905970841872,134,7814484473290257419770673337727194691312,-,sample:g2:-:o=7814484473290257419770673337727194691312,False,False
28165868846018339090605203835457733781089,135,2,1,13984938060123274890573199552489924925728,134,7793133422816786771082775323143240607456,-,sample:g2:-:o=7793133422816786771082775323143240607456,False,False
28187219896491809739293101850041687864945,135,2,1,14006289110596745539261097567073879009584,134,7771782372343316122394877308559286523600,-,sample:g2:-:o=7771782372343316122394877308559286523600,False,False
28208570946965280387980999864625641948801,135,2,1,14027640161070216187948995581657833093440,134,7750431321869845473706979293975332439744,-,sample:g2:-:o=7750431321869845473706979293975332439744,False,False
28229921997438751036668897879209596032657,135,2,1,14048991211543686836636893596241787177296,134,7729080271396374825019081279391378355888,-,sample:g2:-:o=7729080271396374825019081279391378355888,False,False
28251273047912221685356795893793550116513,135,2,1,14070342262017157485324791610825741261152,134,7707729220922904176331183264807424272032,-,sample:g2:-:o=7707729220922904176331183264807424272032,False,False
28272624098385692334044693908377504200369,135,2,1,14091693312490628134012689625409695345008,134,7686378170449433527643285250223470188176,-,sample:g2:-:o=7686378170449433527643285250223470188176,False,False
28293975148859162982732591922961458284225,135,2,1,14113044362964098782700587639993649428864,134,7665027119975962878955387235639516104320,-,sample:g2:-:o=7665027119975962878955387235639516104320,False,False
28315326199332633631420489937545412368081,135,2,1,14134395413437569431388485654577603512720,134,7643676069502492230267489221055562020464,-,sample:g2:-:o=7643676069502492230267489221055562020464,False,False
28336677249806104280108387952129366451937,135,2,1,14155746463911040080076383669161557596576,134,7622325019029021581579591206471607936608,-,sample:g2:-:o=7622325019029021581579591206471607936608,False,False
28358028300279574928796285966713320535793,135,2,1,14177097514384510728764281683745511680432,134,7600973968555550932891693191887653852752,-,sample:g2:-:o=7600973968555550932891693191887653852752,False,False
28379379350753045577484183981297274619649,135,2,1,14198448564857981377452179698329465764288,134,7579622918082080284203795177303699768896,-,sample:g2:-:o=7579622918082080284203795177303699768896,False,False
28400730401226516226172081995881228703505,135,2,1,14219799615331452026140077712913419848144,134,7558271867608609635515897162719745685040,-,sample:g2:-:o=7558271867608609635515897162719745685040,False,False
28422081451699986874859980010465182787361,135,2,1,14241150665804922674827975727497373932000,134,7536920817135138986827999148135791601184,-,sample:g2:-:o=7536920817135138986827999148135791601184,False,False
28443432502173457523547878025049136871217,135,2,1,14262501716278393323515873742081328015856,134,7515569766661668338140101133551837517328,-,sample:g2:-:o=7515569766661668338140101133551837517328,False,False
28464783552646928172235776039633090955073,135,2,1,14283852766751863972203771756665282099712,134,7494218716188197689452203118967883433472,-,sample:g2:-:o=7494218716188197689452203118967883433472,False,False
28486134603120398820923674054217045038929,135,2,1,14305203817225334620891669771249236183568,134,7472867665714727040764305104383929349616,-,sample:g2:-:o=7472867665714727040764305104383929349616,False,False
28507485653593869469611572068800999122785,135,2,1,14326554867698805269579567785833190267424,134,7451516615241256392076407089799975265760,-,sample:g2:-:o=7451516615241256392076407089799975265760,False,False
28528836704067340118299470083384953206641,135,2,1,14347905918172275918267465800417144351280,134,7430165564767785743388509075216021181904,-,sample:g2:-:o=7430165564767785743388509075216021181904,False,False
28550187754540810766987368097968907290497,135,2,1,14369256968645746566955363815001098435136,134,7408814514294315094700611060632067098048,-,sample:g2:-:o=7408814514294315094700611060632067098048,False,False
28571538805014281415675266112552861374353,135,2,1,14390608019119217215643261829585052518992,134,7387463463820844446012713046048113014192,-,sample:g2:-:o=7387463463820844446012713046048113014192,False,False
28592889855487752064363164127136815458209,135,2,1,14411959069592687864331159844169006602848,134,7366112413347373797324815031464158930336,-,sample:g2:-:o=7366112413347373797324815031464158930336,False,False
28614240905961222713051062141720769542065,135,2,1,14433310120066158513019057858752960686704,134,7344761362873903148636917016880204846480,-,sample:g2:-:o=7344761362873903148636917016880204846480,False,False
28635591956434693361738960156304723625921,135,2,1,14454661170539629161706955873336914770560,134,7323410312400432499949019002296250762624,-,sample:g2:-:o=7323410312400432499949019002296250762624,False,False
28656943006908164010426858170888677709777,135,2,1,14476012221013099810394853887920868854416,134,7302059261926961851261120987712296678768,-,sample:g2:-:o=7302059261926961851261120987712296678768,False,False
28678294057381634659114756185472631793633,135,2,1,14497363271486570459082751902504822938272,134,7280708211453491202573222973128342594912,-,sample:g2:-:o=7280708211453491202573222973128342594912,False,False
28699645107855105307802654200056585877489,135,2,1,14518714321960041107770649917088777022128,134,7259357160980020553885324958544388511056,-,sample:g2:-:o=7259357160980020553885324958544388511056,False,False
28720996158328575956490552214640539961345,135,2,1,14540065372433511756458547931672731105984,134,7238006110506549905197426943960434427200,-,sample:g2:-:o=7238006110506549905197426943960434427200,False,False
28742347208802046605178450229224494045201,135,2,1,14561416422906982405146445946256685189840,134,7216655060033079256509528929376480343344,-,sample:g2:-:o=7216655060033079256509528929376480343344,False,False
28763698259275517253866348243808448129057,135,2,1,14582767473380453053834343960840639273696,134,7195304009559608607821630914792526259488,-,sample:g2:-:o=7195304009559608607821630914792526259488,False,False
28785049309748987902554246258392402212913,135,2,1,14604118523853923702522241975424593357552,134,7173952959086137959133732900208572175632,-,sample:g2:-:o=7173952959086137959133732900208572175632,False,False
