puzzle_n,SORT=y2_mod_p,n,d,log2d,Px,Py,Pmy,neg_y,x3_plus_7_mod_p,y2_full,x3plus7_full,p_carry,rmd160,address_payload,address_payload_div_2_32,checksum4,address_base58_lex,rmd160_sq_mod_p,rmd160_cubed_plus_7_mod_p,address_payload_sq_mod_p,address_payload_cubed_plus_7_mod_p,r,s,z,Ry,sha256_pubkey,sha256_vh,sha256_chk
37,106227455657816087717133121086217520599782125967329794551483874871000376118011,37,100251560595,36.54483373874685,56616873331361319339778585167167551785831939866134116855199265267823699497557,43995996907931450546017529821179402661741047506605583961822715323191270746432,71796092329384744877553455187508505191528937159034980077634868684717563925231,71796092329384744877553455187508505191528937159034980077634868684717563925231,106227455657816087717133121086217520599782125967329794551483874871000376118011,1935647743922713757333089006480454879635151367912214353961968071996032886064498368924209016237622333408721360336396374298693151431203092453512654440730624,181483708536692645766734536935861898779212554587700490519777720309139459827829120297629027716282943306131355302125756253670502064428481395028596017791970656498293286677237998523398691608712213514522815645049209355031047886946067700,1567323896926510251936900477448749644366078791438442180085549821681493217769556861807680200269405400757859626183944637644203522579532416733700335098706252,232709645806532347672404250083069682558406623773,999480318202799976419077975798189569877458058978196338673,232709645806532347672404250083069682558406623773,3385210865,14iXhn8bGajVWegZHJ18vJLHhntcpL4dex,9460868208254105494377743819992662149843624449281309944581038426765512196634,80444988062680429137312290872523727363362554071971846764269026304737571980584,28800268859835510024094146947113329322489956625563734197782379937639030685500,87398254386599703949506472914673096539110735980969543282207676814672986620784,82656890842633878606131590778946823932208873696033537239870294257846480471101,22461187694442618900980421694713942297300295526406517074336994246005450401871,45751483702938067788757358045579004721583658877009388554902039739243429370133,70949053435627873825158358433058799045375117124992635515774646385504744752668,93496981158860117319388226452461575558431428575656220495682791977578242786198,52155677598068056174235232304017452643128062344995982790278209581109186678674,91265104390673587392688328179846261346878025178630350329146298236170520546170
48,108109652823286509349789669311505416802325977127803815529831509843443262571840,48,191206974700443,47.442128478217754,65922650075410856534993974163056939852640429077251888193523115047858400845499,41869000666969933530739468879784369787478474775480842047778880811132270629206,73923088570346261892831516128903538065791509890159721991678703196776564042457,73923088570346261892831516128903538065791509890159721991678703196776564042457,108109652823286509349789669311505416802325977127803815529831509843443262571840,1753013216850728738845953879054408837358988690748301396749937298074830733020598805975524746456493871211290181264135276669460845880276394651482551140190436,286486375358828757721340888581636165275556511931513909017870016404759955984824492347469925747759919743581283487526296560827362047486868532203310789284730880893897002131833480335159786733021880778697471829855507909601701026966786506,2474144626336900857461816001653510676375374430114837986408504969499372128619180614775979934092315446661801899504132139687937397529207753450161227961232890,767185648922580237091054742368595402840905065138,3295037272083019754242006292618822832657632745811541080447,767185648922580237091054742368595402840905065138,3081353599,1DFYhaB2J9q1LLZJWKTnscPWos9VBqDHzv,26817505717007799491546118526532399171525254868841564072626431920839685888535,56783083917238976471475720446160781782818979785691723206620527217590496408506,3991761037087827983336738996785544873889528694002238364670240148684178319668,43445853904821819192970574314169652712726234727080672390078544788376182263999,73517671947490423566837390416425579118384580030692930249441502177158447988586,10530477555167755041768605171296422020305763411084676746446914027819926518724,100918065466384169035856094752832579640943351367070672657665694074542333711241,91308450986648894991241088649911142102947723584296872456242590689315611493878,47337674356289359708957759766084301083792519210100679786744938925809876314906,1965366745341054997500599517691181159728292783638679534322429293329944424022,83073128718238986575042356654267008827537369085672491144687701499779950551959
69,109127460317861266950860709286036849005716415560335326191425788008216333638219,69,297274491920375905804,68.01035757371132,34226794014706530115784623034813193918417475105517896498394700850822182845011,95344118026279051459253088692659149181807495503617143902697063322064304017214,20447971211037143964317896316028758671462489162023420136760520685844530654449,20447971211037143964317896316028758671462489162023420136760520685844530654449,109127460317861266950860709286036849005716415560335326191425788008216333638219,9090500842209029967208785905952791196976940296840790549379338273881400622667281610182024845338998086937121730706443871004446769885774407056445858408321796,40095779731832367921315862625536054539823087624312933770139431162597854996416461138813984449357596523442155305980945048322034011159892298499121448973589637477862056938844596303581073039834288492185351815209855117170055280197736338,346273912112043859269605354770372861306995113103991012183928050644384996376354280777212163733368133814403522693215965130714937105767808592380063896206034,559024828876016353727014141016900571036246267306,2400993357674486678018693447397120135884402548684786631867,559024828876016353727014141016900571036246267306,3442607291,19vkiEajfhuZ8bs8Zu2jgmC6oqZbWqhxhG,112842959033058090955024944075383712715173865474212467689632049510187247957519,80251593961012400490855696206394372583472284638926212344579629800338129697508,48143052640197781689014952956941876945637752802301414085115704230659804842109,78622981352445615101470637506914247676561591928098896258706032486644298203345,6466597107908714357509876949691573847437549487026818091297903085796171493041,8619692059496816935974466598772731979755945595268263534438604506436965695196,67834865998023313459897347518642606712311691885931412871335132595787562976350,108716035688942649044577350667924246881061198539615459345389287627391067342151,94613164695551568386192526504282802073012820088275274364630159272252833071983,102312020753665646769526340576247990594527827637127682718159329230966087156849,92812508973669675501189444440323629261440197679777799791171961184624797263323
12,112914658509136730185450118897227110042440745220661858894878824566570755467799,12,2683,11.389631339260522,62873230362895154212630786022242768049765907075202803363316800197224716728348,44287605905639058437764882210076840571916049925678373415089141948008474303433,71504483331677136985806102798611067281353934739962190624368442059900360368230,71504483331677136985806102798611067281353934739962190624368442059900360368230,112914658509136730185450118897227110042440745220661858894878824566570755467799,1961392036853195605509400540424135561861972327272362429172165301911443863293874722343804660100177129400363976810922922396263926403221993228786674555585489,248540589225964494512656773420544332997876344203156690134936434173130763422247405415730471400291450167250286611122141250034918168902424700847366936046136523145337398724801631401685749687064503867665159865167096525193685763221280199,2146438421337919679899425852698787488561355571786039635945835581885615418618199628330815666889561693320798740111706495454336118862142846193908984913224170,762907946851444594797659748021439920693586426225,3276664681585460705011920355087685166207787337588174690763,762907946851444594797659748021439920693586426225,2282953163,1DBaumZxUkM4qMQRt2LVWyFJq5kDtSZQot,85211676890842989008705976900908136907957638453195213005353881577492550219389,60827337131050158131751829409666066960732327030155286645760183759456797269633,51791275467794534051022306674398043083127743065300455883093119653359892211136,14647579252028727500218622683227957751451254362482367265437745233401397523181,14758116557203143667071864323157111034747020688793182770455818529881100513664,23125557676187295284971360670072280080557147927596983727956099011086968200641,108261429079981160717699019564066126005865536169015946870817754183743504613031,53001721447563096044749488054248630144731966902885528988035235639856520768169,96292331079845247071894598582942321240789364746598123932887153378009109746199,104946932480221736699701164131521669916284340961054247431291912336514469540595,61548295544986546942509477754761390364835432728844859860849341008744652681968
155,114762635240156804900388600785512174582481246436457053766080930414744818508619,155,,,41982973105772075382875095283055987165486468246400605191592543377033832170998,111259536060426502150461830235057069604619334410550020200750011090715384957403,4532553176889693273109154773630838248650650255090543838707572917193449714260,4532553176889693273109154773630838248650650255090543838707572917193449714260,114762635240156804900388600785512174582481246436457053766080930414744818508619,12378684364381345186378132997466209189342736537131730094196314394114530442187974349207924409184112956725819513498653629265351660485054630835818492124504409,73997930200115476888350582263068814606766970675727816082817630664804438275776621372683394113903125948530543819727411354426767351744576629276968269789486621115027861896165111369594782333867946536413206956535241138983293177540051999,639058597936310845669117863703860630824929160195819234937201683264372860446350198668760458129721106565688673073818439532754392149083575204843889172027930,613972286197244727413767505767766228563642651364,2636990889867518309550566097420047322654106242242769507561,613972286197244727413767505767766228563642651364,3659715817,1AoeP37TmHdFh8uN72fu9AqgtLrUwcv2wJ,2523928503131272975796259605662753632285343652997897495232216970636828066997,36577557637384807996862131060571759406941406074433259816693769182198014277223,71463991453988665194223094998731462637971987691517629900939185544486791473051,92867721044268917446748167306929465754929707771349255233963414382434835395353,108830364351760146619965627678232016756408618413555816023253906500478776495452,11751784967925620367786677616414816817283534075702188871858522178821498755017,60153669665510807559441036061988363044491652104663272708627667268337429113853,,62853228891155030242500748439915376484252925154607468616818153682048185613925,33286309299587973706456149137761173168199744974338832932814181439323771223426,98665743254160284030236942726030752087512482029999619610980984099614123429710
71,,71,,,,,,,,,,,1409881258637808013424319364921988958402444830136,6055393897092702926784180643399432167611604951881115908779,1409881258637808013424319364921988958402444830136,2720676523,1PWo3JeB9jrGwfHDNpdGK54CRas7fsVzXU,67116693629106626646560845362346922198540762631437682230928471971013038846146,20130487408749653274833836310046554446255641961438940671529543290449652001473,57410432314752435993557772154232594948468624320706837498896374686105739191893,3837935875973945644331136377087959005586749749910600168612909181768054903868,,,,,,53407919305507100486802679157827228655892282974305170862777312196111411241235,73349293965184177192942185161068767928179375666818068772380792797682447213694
72,,72,,,,,,,,,,,1093005858046150051368141111734855986006492269275,4694424414644632929334886131214288283167717940213237617276,1093005858046150051368141111734855986006492269275,286986876,1JTK7s9YVYywfm5XUH7RNhHJH1LshCaRFR,81115594450447991425004334602523656472368392014885119271862339129653950631949,24569621215546729941685984234788670451050462047593977801561680198271608108799,33403926107491561955214631923868031065368614502411972088833851646477691702665,103261218491757980079924612997252213947255620289187943812885620225137555520102,,,,,,23006039076984027033309643536641187970039238326204621746721403425943320089278,7737150896318133125419507645153398989052679380037577424270070490445252829195
73,,73,,,,,,,,,,,93384296080826527513866566226544575789017883620,401082497627130908321301088450827080100025206107433113645,93384296080826527513866566226544575789017883620,399022125,12VVRNPi4SJqUTsp6FmqDqY5sGosDtysn4,74967633857248163258168051437052808482419960437377988079142123476574539232837,66444689892889718868921045614937408651367662099119065486760736620222181219164,46951777982031955842783098392106269106969415760460477011230058526037313702734,51540481940817847252455332418646195899319403808394291921174590450414124409914,,,,,,70499045405400842196003114144995686919940511886836920131392440063665391897641,10757615209053034367872279127450281869505671795953390761499999673540109991328
74,,74,,,,,,,,,,,908328440664262624303717541128995615168875650877,3901240946679684487339601610370571084477722437609861979341,908328440664262624303717541128995615168875650877,2433260749,1FWGcVDK3JGzCC3WtkYetULPszMaK2Jksv,104774953543437611824113327263024153368812889677709686593991680653431454591141,32182318904247865887604945534592566612726387963347169813055074878556382267383,29832313058703704268948590310925357160411640122242964103612940654440163589163,97583528918195055395103631971541305321643143976279996109633937115614822375756,,,,,,51530435936822796755799135370454942663186950125266736874014595730496831323163,65600580031719009938529006498319157162815289192347390875067343176732054048584
76,,76,,,,,,,,,,,770579831785767823487286250650586160735351106836,3309615176477054080126995118334726283588532314940613070354,770579831785767823487286250650586160735351106836,2591034898,1DJh2eHFYQfACPmrvpyWc8MSTYKh7w9eRF,1923355278944367006280044811771807371154462598417759963944650182561005060310,86987608814087154012554820298275666547101588775707676299252834224753562026048,34178633786636074988443319166291195377462088181444364169660979866015297674916,111821062407038632762322012250221012848412955603075067822644913603226939454372,,,,,,43924366192863526367733899549485991411962068297806317550412335762580323150777,69854162671098073714491458700576516735883724436451337615926765965514269905793
77,,77,,,,,,,,,,,686418639569180635640190628097581103131399445289,2948145608314442359591110770884809534656963808229703401479,686418639569180635640190628097581103131399445289,907132935,1Bxk4CQdqL9p22JEtDfdXMsng1XacifUtE,110618679122717573410844156292589993210421780795030967695768692007475555684248,58755135171874988051023148164511974608835042893585181105487467930119853837071,1106064002587932231140798838282834411868768750033224449616560109886738884712,110821166919676943187654890565305564012065680122872956596827194361036413453988,,,,,,18703290196011312198399280789481202734813431161515688960611681477313542394971,24456255573548999135588992109176236552905124436408415847146659743548262097899
78,,78,,,,,,,,,,,302581759018585366810500576223602477509924946316,1299578759350977206635263804269527824209703159845921022778,302581759018585366810500576223602477509924946316,4145341242,15qF6X51huDjqTmF9BJgxXdt1xcj46Jmhb,102812922548706302512350374721203232615299240025215627606850804073019940963800,95099034726851363115157525936235234749742105150882163224182597815227703035417,77747797476887345971689298008114887613389629328890573071884524009140383966026,71943124726711652728322339219448257417751821696630636642411755478170641759115,,,,,,93889041608911561449688033986856102774280178404655518968128310312252978380509,111758178823191201071879055092396294120767770576164062223616224912358291285297
79,,79,,,,,,,,,,,590325581182733434801721127707688642479055123418,2535429065172033102359140488016762167198178120065225566449,590325581182733434801721127707688642479055123418,3671828721,1ARk8HWJMn8js8tQmGUJeQHjSE7KRkn2t8,3027647663870641352399417536199599480111827454745298165237256108717817830395,82816255337629618580614825080786797096335261383077974139472942956544590413649,69596247811795141304522773558867372013648974136401938759796849246121222621924,92042313131011812900560847654140949147774062843540327277876253131850216277885,,,,,,31571566705610634659726971030329044986065640439181420924465960829214686279722,98992306504212413902748763638780011904263064883635955810698781306832329948569
81,,81,,,,,,,,,,,303253928545191905666729829858498338001917941198,1302465705485120092882521694509894669388591542724530043308,303253928545191905666729829858498338001917941198,3468982700,15qsCm78whspNQFydGJQk5rexzxTQopnHZ,106178812734994631583670223226341474101577050724037499713245167895153634183715,26681926133859176590981124419041999667857236161562871763493469613397088266284,38712481990412386327722566860013468800441614669708856244789428261687664225204,70546793359791643526113414152203276155516294559562645060630052363591923562980,,,,,,25908431831009807918539526247627102936534800946366679967887583015151886687093,93523588585290345290258427403189172663682930832973369554102114755473656985014
82,,82,,,,,,,,,,,187383170712278387814651781948281117334709006433,804804590030020701311534313095990562366913868309977204861,187383170712278387814651781948281117334709006433,3588589693,13zYrYhhJxp6Ui1VV7pqa5WDhNWM45ARAC,51427626900944967110410675069165878818097179237144714783814708111934476437178,75184200670141376502415293769253971496215343139637186117033093614039968864685,57643096890606043717560304664262322372516047139294618763724860583054049069013,40949027414047872325996692619936511380364557705775401105014602540400688343257,,,,,,10095257265452166257750545262847458927371741573166774916312834866716539131789,96748186750970183374308159849682569932606152038356468709659233655660135126341
83,,83,,,,,,,,,,,210138660389333538426591951288269072538385683874,902538673997438174778171727519940735000618216875316230527,210138660389333538426591951288269072538385683874,1891645823,14MdEb4eFcT3MVG5sPFG4jGLuHJSnt1Dk2,78388429732668558639486996672300964004055562850255835959407066461375207496966,69446643753004018267380262244482666410270086486093955901267096240400367981561,39441570368447844917212881363370215835622198015109985744333892452480476646883,33681904858425456231569136908243780145452059219478575716130167040723514221066,,,,,,33647572883619644754784690882501737406743131204736938060135772368494141593746,50998670512462886354692981429326443430005340448005005258070339356212504152248
84,,84,,,,,,,,,,,711344854160810539215527631065451319146725814336,3055202884798570790782816670810467051215245998055994441258,711344854160810539215527631065451319146725814336,3906485802,1CMq3SvFcVEcpLMuuH8PUcNiqsK1oicG2D,15881234656920840464052553401804685722753990563182889167995427231947376050464,110610986438114871116917760866265347389800215756865375124957594233072703537576,34074654619702581274468137011238002242009111463128653003863618790551019688612,17113195802209041040893844347947500399566634574105557176418737523948634310665,,,,,,81004396348717984524630237883515757765353873337233719205691306407516305642778,105318648892778929067247713867363238271551654972463334281514758837311096306124
86,,86,,,,,,,,,,,1130404035005701164489139510070989989531325379893,4855048361615925675029970742936364643380424874175955726532,1130404035005701164489139510070989989531325379893,744747204,1K3x5L6G57Y494fDqBfrojD28UJv4s5JcK,2455890489309490472710252086709873915754061914759660109561283247703492907707,92172458114899288248011647459203696921376662601994220980228164794780246414398,58462060803341563844567212899101732001298875420352811672757757522012514247113,105747079647727229562027563131452548911588830168266146420183945099078170505177,,,,,,5354815236368279638623350293758742950320988898274275759801172351322918996218,20078344910457127215213685455779232724552359503695369839598765749117278044997
87,,87,,,,,,,,,,,1437395301641206234822689706758814716305552542558,6173565811973035904554748649284939366255866113497077749558,1437395301641206234822689706758814716305552542558,819566390,1PxH3K1Shdjb7gSEoTX7UPDZ6SH4qGPrvq,36076316479223065414362683825861237781768865110915235579389714967507556013154,41170381032111618664630538591670719268577700939308273989671406058676200306444,8483755202275365765556533974751228834342762428078285681342643326258480672962,56879140856159730018258666933692232706002918407660756993035248569655219518155,,,,,,64868797354631831741680060584371181525872937688121121370793980239451650728912,22095466189221738240134264140211989650345983450424229442488810190475543288526
88,,88,,,,,,,,,,,323481455207859318196811937059934253257606019905,1389342270980244653824164961134828009651599318744761653140,323481455207859318196811937059934253257606019905,61626260,16AbnZjZZipwHMkYKBSfswGWKDmXHjEpSf,43525326453522883038140043871940897777457639724224417489912892234726365490815,115511752421051793210982674558879770894953953843075168356091752619042043404273,100212004818239497218033006739885159670787260399994267014598834805647657999277,3016919386568141941619194652655068286149926426234655668304848295897373380186,,,,,,35086308202712195705119539096320996752017499583626905837522922414478276635549,1661440690523596139253525761073376129433719658168998960879768476824052277339
89,,89,,,,,,,,,,,526484540621208074518327605183262185279235361150,2261233883817672204067348016876111172367808504027850899855,526484540621208074518327605183262185279235361150,1851949455,19QciEHbGVNY4hrhfKXmcBBCrJSBZ6TaVt,72378987004161433775999789193052214163667534747301669237362869351935347511783,71109705418690685654902099902277691455835300335345827315691100186543120051844,51554973567227077527584358719766128099902139213703851771063602619169710162897,101736561955326559455510844751269428563554614803556764828160328946975747487385,,,,,,97353309969275807470114061746588580158753078408223721282563997255282905616748,49928458539880517191443605466668225034581716690450056911353926585836203648432
91,,91,,,,,,,,,,,876173116364988917333744521276841586208609565994,3763134880422029799350880236103210774938742719578368069839,876173116364988917333744521276841586208609565994,1384337615,1EzVHtmbN4fs4MiNk3ppEnKKhsmXYJ4s74,6883199277979130365845503521929688764452023564961092522528631389157291219846,64719559194013082041329811740549713996045646878249322461403002344456071773344,2950656234658786449465187107332822328437369386047282017118855167254486994972,70348260684828649872442531654136237595142488846861747355958052807223894725997,,,,,,81577691337940537252033681816819734978042096980743201624815109754924693592677,37321668277069758001010405302125157709281271524545167571092696438458853826270
92,,92,,,,,,,,,,,577783305839750673717077702817077337984848608056,2481560402756494960408815490290154236947663315111694625044,577783305839750673717077702817077337984848608056,52488468,1AE8NzzgKE7Yhz7BWtAcAAxiFMbPo82NB5,51979374629272575112216467903859968913742564889322334847860529848548660540846,12915112175708834688319333607145798658919516993921124746854895903933728902318,41642780800154399093331099094476535342691581510771417473326127808486446531871,88895036410110492389663128029327363476288723246017130326414560183751416099685,,,,,,72206264420829978341513856520307806102424915123210857977919143506676574895714,1415086299472786377334439111405613615233310728905626282798361858803483906138
93,,93,,,,,,,,,,,400701514705121706839146850283519298151475293325,1720999901116160814573835254509123713345459638985490833306,400701514705121706839146850283519298151475293325,2608734106,17Q7tuG2JwFFU9rXVj3uZqRtioH3mx2Jad,16177566344597241321313528263178747860004998967682873136797496358941873172608,33731479285423401654371583324957854156604453546795206711230178120547778541646,11894390168906959553801076793505386846788298366006923718283230264280877019204,111474945102992244247162717025976050517045058129472774180250569945217691290978,,,,,,20141630334462365942425752960899248185709467552423759731377348065405974272260,70331332387386113953086114200067556371089656792014701320057505885291654905653
94,,94,,,,,,,,,,,1133646709321770327049680273413667912039994763612,4868975541755021895501600941568041961616382153727260149301,1133646709321770327049680273413667912039994763612,2469316149,1K6xGMUbs6ZTXBnhw1pippqwK6wjBWtNpL,101310673784459946096392485254301814322313820669464174526120034483659438078950,4741014219134344775633324708061542296867377625138931207134429559648205281662,112789764494813945829774181731549208807158942045177620994635975618207827058282,37988010895289285028733579003327470077818912232224485968776003242183632978682,,,,,,30338825020546186105997813354884097654930607453108285965086791366556072229307,66572631707910203696813472070431236449606812506744104446394800628130538868547
96,,96,,,,,,,,,,,260611799489884853864223547583164836812465848292,1119319155760764930152579361302792814286717703532730099264,260611799489884853864223547583164836812465848292,1692640832,15ANYzzCp5BFHcCnVFzXqyibpzgPLWaD8b,10962199331916239617873602409238137687015389137477416495733456401047336886228,3463098997183979228468998716074443110804200609155512952411917352882363442288,87179220260273735474909131718026915301539487431425745568006102880894917149884,42262162764413558277410947256539689357380479494245250544944123718082421686457,,,,,,69163115686431203526860300578345955384087614843140291259923194790887507943321,45633506572168581547928293401990656463979574817695471878823041884665364445246
97,,97,,,,,,,,,,,499839569762987285421747565448537139089124745202,2146794605378740862150223360769086583429194009910887036841,499839569762987285421747565448537139089124745202,3964123049,18ywPwj39nGjqBrQJSzZVq2izR12MDpDr8,107225061390578574647854483275682987882859042342321673056791812497515657496119,31123600775546368172977886917232653302004109064791863031782136616591802678874,82794490989610907134497645373603720148056127606952366223528897715076155905538,14396319470565509489589599772186086801058099567927777397361666266529965180336,,,,,,26874705957814094762542740173175374881345753913985135110353089001218804175035,106872545990449787977021215869660774544597764792762445434894952820157268244508
98,,98,,,,,,,,,,,724682041044394042412282097016652621081305916774,3112485666284202096297988555412822174936889069519431121612,724682041044394042412282097016652621081305916774,3803298508,1CaBVPrwUxbQYYswu32w7Mj4HR4maNoJSX,35418948130939087360500625055695677876289300664089213476888922709812423259636,50010686787881062448369145295052034056206849418199855637880426255601565291888,88541304163666095026517614341070127451809917641389852271807588486734936988555,52740363799703459325066652905869312999203969017387476098980407025730120071952,,,,,,6023968082582069424458453570313537625678271291356475276846665491630434742324,102536724942007667956819520689970867142280814735572721378958726657606035355133
99,,99,,,,,,,,,,,1096749620075145683719283127975893793710808034267,4710503750123175774009880679221046520357290988911411081941,1096749620075145683719283127975893793710808034267,598749909,1JWnE6p6UN7ZJBN7TtcbNDoRcjFtuDWoNL,891997056164056387195519636671391913604189653892528355293666338802358005927,84572306537321833360014722416639554923946383604473591157984858312892515372950,6728142106459113118142786164088721931672074342781568640881101043970997129741,99942408920442121827607195481780909071669724533813787624651424779706240505384,,,,,,12923834107726769927289641239104842291839884259704876083671166926333412985088,16142265623594878982851904190669500386526915315163135858556420037202773818572
101,,101,,,,,,,,,,,708505052330687834349934766768853773741718227307,3043006028811072825718035243005614549626863337130909177567,708505052330687834349934766768853773741718227307,250025695,1CKCVdbDJasYmhswB6HKZHEAnNaDpK7W4n,41423053694698747232658152698763467549340733736294003330000771461702081712481,16141205273105731292810432686865761842670686804924037918589253854792789802494,17759776808649201019823140434583428197360132507878188803811129642790921663447,79106615106760807088269744748077821478819326538974273708291378531864370036496,,,,,,21816412799956621639785288466801434274631552841927185356990923081302584825265,6740679428954028132729478344730175115351082319050976410802348929803446177605
102,,102,,,,,,,,,,,1411090903941230486923712595932755793497895330102,6060589284110662447335501246434448748227989887622504234994,1411090903941230486923712595932755793497895330102,3289890802,1PXv28YxmYMaB8zxrKeZBW8dt2HK7RkRPX,59421790141421768618520705016030285554117698600414549273368945768050819204415,14901974864859497853241726848341736222524142288589655976445597198229436168208,56073131572752855549063533869582723226531462356538828189722170811481778459723,24669864597922008578979163167990991436518006778268188077546181105081027161264,,,,,,70500851681032407117626138854689477856365571032076407963300684759568651793801,88695280572360075936953470699493469939899564900368411421400794704042872700386
103,,103,,,,,,,,,,,601581318945004638047254703148842866373951532996,2583772090753340142981276252606468331319019940509055331168,601581318945004638047254703148842866373951532996,2170432352,1AcAmB6jmtU6AiEcXkmiNE9TNVPsj9DULf,107320837210851805019397336953166382644095407362384996698114617147975612793191,115747561733089272963309689377603336521130520819714076664846706806473743368239,85387573213144343054294693401220602564415735736274147104813220402288600521149,27588813094569328956274032276204560280138751314528121229827899053535514398239,,,,,,113629921798634276248634187944028462700482409905224509989119593439069959622121,58514740468243869635693786911065349242834439806961703220546885724774379942862
104,,104,,,,,,,,,,,839269988465227902645155451955075822947608710772,3604637152972451075047614558983149920760265734172644373748,839269988465227902645155451955075822947608710772,2181461236,1EQJvpsmhazYCcKX5Au6AZmZKRnzarMVZu,43750266828178034795154313401702869714963884735609487802603407403508243617682,33703525476897525070857240448404429133020095605655416828273869728949545594335,23739141307116718541862285664112920225127386544609597642272154857197062599544,38021251911244640532448671420242062113148473364178906714644558258085340278426,,,,,,65434013807022578567242174908663778232708744995079431916892548744067670253131,58812078599818018942622463738372305172288761777133316209056617462643831473178
106,,106,,,,,,,,,,,458741171730833921097604557197223386194016439879,1970278329912651405921655997102635865709678520167074573572,458741171730833921097604557197223386194016439879,419376388,18KsfuHuzQaBTNLASyj15hy4LuqPUo1FNB,80688587188542557998584004828600415576626407592053298311822250068697179260453,75042545463799344205137221577924651511499163907635620984896160584650783447218,1833407456069149630122467781471446342280354306926673723436719776531812301357,35206503704518399546413467717240830470506784148787028312643812330156679382332,,,,,,57443178265067966701352620695077184928752286503513034716964183474294044251165,11306365065628717589447949014014694987108233340092651166569774242054800502481
107,,107,,,,,,,,,,,264850468790110046403329152135145724704130418961,1137524101783791337543341133943859459798459425558295844571,264850468790110046403329152135145724704130418961,2022545115,15EJFC5ZTs9nhsdvSUeBXjLAuYq3SWaxTc,110715943080662791118238547302382677421635222301409252907785502538990203789142,58276192295276551052439322258696310667247875682854170608005741626725240723268,41478765514412500649047131773204050467173556638649193387013339180679290853574,98620189147922040898829139345289204642516159951641322932029041862649692364002,,,,,,106138738953239296080605802064090966007312198670103257076363484200110913803156,54527708452937297531332191622209844977251272318572889938683912839639268108094
108,,108,,,,,,,,,,,1012783143361383820121472247257182708418147555851,4349870478677223016725270049341225433752647645282508560216,1012783143361383820121472247257182708418147555851,130111320,1HB1iKUqeffnVsvQsbpC6dNi1XKbyNuqao,39665789738594512762851769133461192776109040967306229255418847688490034589924,101767054085395041606382151273293711877788259783801978331190062980818508144512,29076047592184927214386701589212495841915199543083095376030419562349304085576,115111807083846175373214194868954100363509082561746765601920119221675667320006,,,,,,90307048169230929656936103155738720121385762940589627056390307313860256936372,3507794251880108132984744382172605452297783221576866810786264949962641233797
109,,109,,,,,,,,,,,997303271905635174305513760324211818079677078208,4283384937028498671749441113070472115628914573146701121747,997303271905635174305513760324211818079677078208,2506836179,1GvgAXVCbA8FBjXfWiAms4ytFeJcKsoyhL,34137397208491277822257940726538453399459359921253625071607256307975520771996,35672575482663000870312931637720979194625076507512071997196491003152047597611,55543568777663150628206706784554105429449847727582243047005449718503833432361,104039778718730936016206517075403080989963559767988708084336480240423281599604,,,,,,86335735725337768727070041866918104675575506849172235528540776194149928579182,67584169711668217292602418736329546143447430953254993145785141164199547642437
111,,111,,,,,,,,,,,439509009352293584448532965993889360610814035702,1887676821465459087797063284121634939665796867280216904358,439509009352293584448532965993889360610814035702,2350502566,1824ZJQ7nKJ9QFTRBqn7z7dHV5EGpzUpH3,28884573005053195663482512161273663156689299543819186974618309539403381645533,21721315536892905724673694440448320387700430427595272378798885333916316819754,19921964623153284662930639727527393135828178391594279472712723111815737291948,98817351333718984161082027404487416815384682223434590709984881869128696859065,,,,,,103665566701012615655166209653614552642182906930083397987343757795994223090170,63369423831957746592984128062950111588183339245278403578904276826609233676646
112,,112,,,,,,,,,,,448198976487927889778597657621737981239201686670,1924999946116323225405369620227569768103432797399552620098,448198976487927889778597657621737981239201686670,3863475778,18A7NA9FTsnJxWgkoFfPAFbQzuQxpRtCos,232873823204616210097685175123197112671598063684601132888417979428934500050,25045203261240899109591241095301737075301257192896861949951522312316241545612,3589220314574516449003323089464771670278092685773276090921023938966282736049,79734559323367682822339163769270006988530722569720797648943990512780155059014,,,,,,105652225895224346673171045393122492340374815401753304617575508213691753634251,104159100932538935970676375459949925957345781688477187752774405820274397572180
113,,113,,,,,,,,,,,1355332279089949263476438639467295913611054365944,5821107813904476728930591223062770810513919765811125386339,1355332279089949263476438639467295913611054365944,3629218915,1NeGn21dUDDeqFQ63xb2SpgUuXuBLA4WT4,15274851111682029205768465433134408557273602805670142639028945275301428886995,105629683083977892135093275269635950560225223077120229114608934176485737277397,32362808234472053857085056463006668885387211714976979631856213581744457259683,40823040207035597059036568681484432143547773233817076682584988683223627436313,,,,,,24373402579772586458707043762657613877679075150858673787454811680016552483712,97843548417724189582401859610267795634735875879029269285199687566049742661833
114,,114,,,,,,,,,,,379451362975576555275566055077390313470706275052,1629731194402726551652892474445126145383871705371915296916,379451362975576555275566055077390313470706275052,1594597524,174SNxfqpdMGYy5YQcfLbSTK3MRNZEePoy,66519078956366292741625139997504189957584992339747319891723312497197843107510,2646077900709203106593618552622385119910361275383565322717079432643294264668,39087010428977738198722381786052157598397029315612153975029916828071708606895,66387830115710807708267641605394532234288761978893913345965635495506743864842,,,,,,29636773004638563215668226517872470827451336810989643011482428205388151127249,42990264223943241101433674243280851082984824197193037585265690426726587296092
