n0,n1,verify,Delta,Delta_modN,Delta_over_N,P0_x_over_p,P0_y_over_p,P0_x_over_N,P0_y_over_N,P1_x_over_p,P1_y_over_p,P1_x_over_N,P1_y_over_N,P0_x_dot,P0_y_dot,P1_x_dot,P1_y_dot,Padd_x_over_p,Padd_y_over_p
62,63,True,5084857407016647706,5084857407016647706,0.000000000000000000000000000000000000000000000000000000000043913685645616246733018788622625571644137264796140673853135923782062299886647955121103045900750271,0.137121670912886514838391037386104800115234727156321195392206400610672521191098134466774718963557067989352693825652760748796107565760010307698056168474620432,0.239014729533887305150630422381791592783611523682306067564879618537562439505580893933025187684440402097525820214140658032745066834443531003304567104561482489,0.137121670912886514838391037386104800115746801913182658729010118825759790838925489908501167851205993066688034948930893636331266977857152758263188464500033325,0.239014729533887305150630422381791592784504113516557215023893939688065747886842793694401358607951774123677217136027678560212244656781335015027305301052541462,0.398134802636192971062529923241344085749348488211870202528448204837687629031171446214788762409869221086898449535499463414175397730126823079392368690986399610,0.351981560468551638252843210304958528157200973942697829606077830178627743850654853752132651738860362177719108743003595895686585930285793198940791165065029663,0.398134802636192971062529923241344085750835304853621432262672007255986796234800621448580086468979505438912689150041669939135065025026061472174480565754078229,0.351981560468551638252843210304958528158515433362545179457676068060010418208872815007673041318032440097773497262151502915237384167002008553602298892347980765,x.137121670912886514838391037386104800115234727156321195392206400610672521191098134466774718963557067989352693825652760748796107565760010307698056168474620432,y.239014729533887305150630422381791592783611523682306067564879618537562439505580893933025187684440402097525820214140658032745066834443531003304567104561482489,x.398134802636192971062529923241344085749348488211870202528448204837687629031171446214788762409869221086898449535499463414175397730126823079392368690986399610,y.351981560468551638252843210304958528157200973942697829606077830178627743850654853752132651738860362177719108743003595895686585930285793198940791165065029663,0.398134802636192971062529923241344085749348488211870202528448204837687629031171446214788762409869221086898449535499463414175397730126823079392368690986399610,0.351981560468551638252843210304958528157200973942697829606077830178627743850654853752132651738860362177719108743003595895686585930285793198940791165065029663
63,64,True,8806437408053766860,8806437408053766860,0.000000000000000000000000000000000000000000000000000000000076053877825841365787625080788166822847225050018955297882379705289554684452378464629142840865412198,0.398134802636192971062529923241344085749348488211870202528448204837687629031171446214788762409869221086898449535499463414175397730126823079392368690986399610,0.351981560468551638252843210304958528157200973942697829606077830178627743850654853752132651738860362177719108743003595895686585930285793198940791165065029663,0.398134802636192971062529923241344085750835304853621432262672007255986796234800621448580086468979505438912689150041669939135065025026061472174480565754078229,0.351981560468551638252843210304958528158515433362545179457676068060010418208872815007673041318032440097773497262151502915237384167002008553602298892347980765,0.062592611951909876921221762213025013409005290953953479104646798604237058198565956208237074189398968967145873562049047395887783137785870010403263909341126234,0.317012954664976987423183016727975455254430317572018804566254619610149005089298844412945136110483170625221466315567857490118935261319078936423845219784810381,0.062592611951909876921221762213025013409239040268217311928923246581425655945063975505532277428788127287514329452163837535302247262068905555424450936410201953,0.317012954664976987423183016727975455255614188295014393607588414007219028974089883726355808860422668029935279653482075143837243985952851094386794396401204166,x.398134802636192971062529923241344085749348488211870202528448204837687629031171446214788762409869221086898449535499463414175397730126823079392368690986399610,y.351981560468551638252843210304958528157200973942697829606077830178627743850654853752132651738860362177719108743003595895686585930285793198940791165065029663,x.062592611951909876921221762213025013409005290953953479104646798604237058198565956208237074189398968967145873562049047395887783137785870010403263909341126234,y.317012954664976987423183016727975455254430317572018804566254619610149005089298844412945136110483170625221466315567857490118935261319078936423845219784810381,0.062592611951909876921221762213025013409005290953953479104646798604237058198565956208237074189398968967145873562049047395887783137785870010403263909341126234,0.317012954664976987423183016727975455254430317572018804566254619610149005089298844412945136110483170625221466315567857490118935261319078936423845219784810381
64,65,True,12768709954485966227,12768709954485966227,0.000000000000000000000000000000000000000000000000000000000110272731398053118746727801009545338151357545166894469090677576888480590694462198267665764176899533,0.062592611951909876921221762213025013409005290953953479104646798604237058198565956208237074189398968967145873562049047395887783137785870010403263909341126234,0.317012954664976987423183016727975455254430317572018804566254619610149005089298844412945136110483170625221466315567857490118935261319078936423845219784810381,0.062592611951909876921221762213025013409239040268217311928923246581425655945063975505532277428788127287514329452163837535302247262068905555424450936410201953,0.317012954664976987423183016727975455255614188295014393607588414007219028974089883726355808860422668029935279653482075143837243985952851094386794396401204166,0.188004263605422324522792418006605306655861391196917237826299162417992729262954261369534109869783135682640222217897295336708425261187938687868112006527472662,0.888729373208944912584744608432280103276883322829007886158430418677191770576072502567460280723330699250289562599123103537229423848225775612248009663334682040,0.188004263605422324522792418006605306656563484724028841588930621982920176404716661188525267040524565523179735733958718404360748606037941165224716951679163070,0.888729373208944912584744608432280103280202242987082198689469371790260145985276446546912391655666102252517719041025108289872733540452002464503480450905647629,x.062592611951909876921221762213025013409005290953953479104646798604237058198565956208237074189398968967145873562049047395887783137785870010403263909341126234,y.317012954664976987423183016727975455254430317572018804566254619610149005089298844412945136110483170625221466315567857490118935261319078936423845219784810381,x.188004263605422324522792418006605306655861391196917237826299162417992729262954261369534109869783135682640222217897295336708425261187938687868112006527472662,y.888729373208944912584744608432280103276883322829007886158430418677191770576072502567460280723330699250289562599123103537229423848225775612248009663334682040,0.188004263605422324522792418006605306655861391196917237826299162417992729262954261369534109869783135682640222217897295336708425261187938687868112006527472662,0.888729373208944912584744608432280103276883322829007886158430418677191770576072502567460280723330699250289562599123103537229423848225775612248009663334682040
65,66,True,15777840238282132871,15777840238282132871,0.000000000000000000000000000000000000000000000000000000000136260087733155995329572336055229170651408905159522272504226246608862148175715702263483946571748678,0.188004263605422324522792418006605306655861391196917237826299162417992729262954261369534109869783135682640222217897295336708425261187938687868112006527472662,0.888729373208944912584744608432280103276883322829007886158430418677191770576072502567460280723330699250289562599123103537229423848225775612248009663334682040,0.188004263605422324522792418006605306656563484724028841588930621982920176404716661188525267040524565523179735733958718404360748606037941165224716951679163070,0.888729373208944912584744608432280103280202242987082198689469371790260145985276446546912391655666102252517719041025108289872733540452002464503480450905647629,0.308147321759518794449260678232743545148192613953026173110346773348261988910930047245754019783216257237951283766710764016895521432581784003972556057485728947,0.481634253958823818124461492428832526648359328261361311836727592951766415447036546598881258258453432633386991168188605966780904134428828543954080699539834478,0.308147321759518794449260678232743545149343376365830810108589723981945345814912622865565156637355511981601332731760368154979456376921803639205731613712148429,0.481634253958823818124461492428832526650157969875412258836958427058088530750812411310082986859826473070610478045902522471217235672612911634937561356617351593,x.188004263605422324522792418006605306655861391196917237826299162417992729262954261369534109869783135682640222217897295336708425261187938687868112006527472662,y.888729373208944912584744608432280103276883322829007886158430418677191770576072502567460280723330699250289562599123103537229423848225775612248009663334682040,x.308147321759518794449260678232743545148192613953026173110346773348261988910930047245754019783216257237951283766710764016895521432581784003972556057485728947,y.481634253958823818124461492428832526648359328261361311836727592951766415447036546598881258258453432633386991168188605966780904134428828543954080699539834478,0.308147321759518794449260678232743545148192613953026173110346773348261988910930047245754019783216257237951283766710764016895521432581784003972556057485728947,0.481634253958823818124461492428832526648359328261361311836727592951766415447036546598881258258453432633386991168188605966780904134428828543954080699539834478
66,67,True,86310726052039920576,86310726052039920576,0.000000000000000000000000000000000000000000000000000000000745393978297998039871957638253690704330416704819116838268322952138121904462869199912102326830008379,0.308147321759518794449260678232743545148192613953026173110346773348261988910930047245754019783216257237951283766710764016895521432581784003972556057485728947,0.481634253958823818124461492428832526648359328261361311836727592951766415447036546598881258258453432633386991168188605966780904134428828543954080699539834478,0.308147321759518794449260678232743545149343376365830810108589723981945345814912622865565156637355511981601332731760368154979456376921803639205731613712148429,0.481634253958823818124461492428832526650157969875412258836958427058088530750812411310082986859826473070610478045902522471217235672612911634937561356617351593,0.070810280453843540192441284018927318621756780541637786397406249067084276297767550839857079901491566673101966692029929727255837511857114344911051883891917863,0.938586504353068386048879653863379097045537770557540501785087286069240551408782980543335137333052856535919160582412585894642142756684731874000198112895691156,0.070810280453843540192441284018927318622021218371962433342484317187664072225111803071328954980867255101202809031166122727193316374793256573287500438822928938,0.938586504353068386048879653863379097049042879945504353160661836760621143842925190198547173949603617812059689283857268384534061059341986461625209018423782689,x.308147321759518794449260678232743545148192613953026173110346773348261988910930047245754019783216257237951283766710764016895521432581784003972556057485728947,y.481634253958823818124461492428832526648359328261361311836727592951766415447036546598881258258453432633386991168188605966780904134428828543954080699539834478,x.070810280453843540192441284018927318621756780541637786397406249067084276297767550839857079901491566673101966692029929727255837511857114344911051883891917863,y.938586504353068386048879653863379097045537770557540501785087286069240551408782980543335137333052856535919160582412585894642142756684731874000198112895691156,0.070810280453843540192441284018927318621756780541637786397406249067084276297767550839857079901491566673101966692029929727255837511857114344911051883891917863,0.938586504353068386048879653863379097045537770557540501785087286069240551408782980543335137333052856535919160582412585894642142756684731874000198112895691156
67,68,True,87241322610929783523,87241322610929783523,0.000000000000000000000000000000000000000000000000000000000753430767037361769806488851075064254494562447240783482741555935387451001956224723145136138287267006,0.070810280453843540192441284018927318621756780541637786397406249067084276297767550839857079901491566673101966692029929727255837511857114344911051883891917863,0.938586504353068386048879653863379097045537770557540501785087286069240551408782980543335137333052856535919160582412585894642142756684731874000198112895691156,0.070810280453843540192441284018927318622021218371962433342484317187664072225111803071328954980867255101202809031166122727193316374793256573287500438822928938,0.938586504353068386048879653863379097049042879945504353160661836760621143842925190198547173949603617812059689283857268384534061059341986461625209018423782689,0.124514527025916583344659229081025889340257570471454457384425106769190869215812036003924241070431437365149546265330391240908495856154728792440562700809360358,0.060846311377301311161336515959181207184158279028347872076505071083690823765459538599020722968951532606060451263181726643432383462034465487243787406968015519,0.124514527025916583344659229081025889340722564412441535807669152710230300415371421900235202237596282469726177127834402484579900387568772697734350471118320119,0.060846311377301311161336515959181207184385506861096811284802706129461402971198292597232409046642230764403443260128956113629888942261523461803834890273132967,x.070810280453843540192441284018927318621756780541637786397406249067084276297767550839857079901491566673101966692029929727255837511857114344911051883891917863,y.938586504353068386048879653863379097045537770557540501785087286069240551408782980543335137333052856535919160582412585894642142756684731874000198112895691156,x.124514527025916583344659229081025889340257570471454457384425106769190869215812036003924241070431437365149546265330391240908495856154728792440562700809360358,y.060846311377301311161336515959181207184158279028347872076505071083690823765459538599020722968951532606060451263181726643432383462034465487243787406968015519,0.124514527025916583344659229081025889340257570471454457384425106769190869215812036003924241070431437365149546265330391240908495856154728792440562700809360358,0.060846311377301311161336515959181207184158279028347872076505071083690823765459538599020722968951532606060451263181726643432383462034465487243787406968015519
68,69,True,77376225707059865979,77376225707059865979,0.000000000000000000000000000000000000000000000000000000000668234127363200824721067168178323656514458152188301738838472742483586345050913396837395209580416211,0.124514527025916583344659229081025889340257570471454457384425106769190869215812036003924241070431437365149546265330391240908495856154728792440562700809360358,0.060846311377301311161336515959181207184158279028347872076505071083690823765459538599020722968951532606060451263181726643432383462034465487243787406968015519,0.124514527025916583344659229081025889340722564412441535807669152710230300415371421900235202237596282469726177127834402484579900387568772697734350471118320119,0.060846311377301311161336515959181207184385506861096811284802706129461402971198292597232409046642230764403443260128956113629888942261523461803834890273132967,0.295588362211503279677994458952886295464482787588678436601242410245883561431113352642956525209064284167680406751352470219130617077814107068606076468366056142,0.823407874011764547377412431121107931878193124226774432255383668401058769785797171788351826755717188386704474895179989416916964290584300346507004260321696826,0.295588362211503279677994458952886295465586649127870844233003877822097658789234691820566359940504389240076515792122327517527543644304374836490870522218901970,0.823407874011764547377412431121107931881268104163025799739617783245830199924377974361869325884208912533537269899725033258752339982409131450937724751692077004,x.124514527025916583344659229081025889340257570471454457384425106769190869215812036003924241070431437365149546265330391240908495856154728792440562700809360358,y.060846311377301311161336515959181207184158279028347872076505071083690823765459538599020722968951532606060451263181726643432383462034465487243787406968015519,x.295588362211503279677994458952886295464482787588678436601242410245883561431113352642956525209064284167680406751352470219130617077814107068606076468366056142,y.823407874011764547377412431121107931878193124226774432255383668401058769785797171788351826755717188386704474895179989416916964290584300346507004260321696826,0.295588362211503279677994458952886295464482787588678436601242410245883561431113352642956525209064284167680406751352470219130617077814107068606076468366056142,0.823407874011764547377412431121107931878193124226774432255383668401058769785797171788351826755717188386704474895179989416916964290584300346507004260321696826
69,70,True,673162482084647784677,673162482084647784677,0.000000000000000000000000000000000000000000000000000000005813544660248762624722549588936644286322778807292317577734210165694242680434137909998268529305361272,0.295588362211503279677994458952886295464482787588678436601242410245883561431113352642956525209064284167680406751352470219130617077814107068606076468366056142,0.823407874011764547377412431121107931878193124226774432255383668401058769785797171788351826755717188386704474895179989416916964290584300346507004260321696826,0.295588362211503279677994458952886295465586649127870844233003877822097658789234691820566359940504389240076515792122327517527543644304374836490870522218901970,0.823407874011764547377412431121107931881268104163025799739617783245830199924377974361869325884208912533537269899725033258752339982409131450937724751692077004,0.566018106962314964906829319612097688020234138950143759016285922456278468973533496007606844525683087845530545057613128791547220021232236296492835097635382372,0.840600912096327431896257108185234404232695761273784340545078513704434464783522174158089643621275179114921913198459563577484372812833479205574526905349582215,0.566018106962314964906829319612097688022347908295078674507725233918869591437123380866211658786734726349323393777536896673563231272217261119701927638893693932,0.840600912096327431896257108185234404235834947843008082483409532974029457691956903476912597168710578908793415122652693805881639640993656243567269676248431020,x.295588362211503279677994458952886295464482787588678436601242410245883561431113352642956525209064284167680406751352470219130617077814107068606076468366056142,y.823407874011764547377412431121107931878193124226774432255383668401058769785797171788351826755717188386704474895179989416916964290584300346507004260321696826,x.566018106962314964906829319612097688020234138950143759016285922456278468973533496007606844525683087845530545057613128791547220021232236296492835097635382372,y.840600912096327431896257108185234404232695761273784340545078513704434464783522174158089643621275179114921913198459563577484372812833479205574526905349582215,0.566018106962314964906829319612097688020234138950143759016285922456278468973533496007606844525683087845530545057613128791547220021232236296492835097635382372,0.840600912096327431896257108185234404232695761273784340545078513704434464783522174158089643621275179114921913198459563577484372812833479205574526905349582215
70,75,True,21567886266984800132886,21567886266984800132886,0.000000000000000000000000000000000000000000000000000000186263901178787436509450716964897102013457255912050352769136938110954036562345582109795681724327079821,0.566018106962314964906829319612097688020234138950143759016285922456278468973533496007606844525683087845530545057613128791547220021232236296492835097635382372,0.840600912096327431896257108185234404232695761273784340545078513704434464783522174158089643621275179114921913198459563577484372812833479205574526905349582215,0.566018106962314964906829319612097688022347908295078674507725233918869591437123380866211658786734726349323393777536896673563231272217261119701927638893693932,0.840600912096327431896257108185234404235834947843008082483409532974029457691956903476912597168710578908793415122652693805881639640993656243567269676248431020,0.446950394450362210534076556405716235248555844537658044140881186206773447416499669965752692549347001895870482528658404644674614564344180810975528477770644044,0.605792175606463826346261725293462851032314196948240170957262946695388560824072499211126751347962179312269594739669172097072145430319455351632092390109070967,0.446950394450362210534076556405716235250224960827180995610603010220332119308473607714973770796508719394482184122801138620716491623986145562905688305758128542,0.605792175606463826346261725293462851034576500776417221365827245291862579000971192404492734709320219439089338824184847030769699278032046279663289733321154874,x.566018106962314964906829319612097688020234138950143759016285922456278468973533496007606844525683087845530545057613128791547220021232236296492835097635382372,y.840600912096327431896257108185234404232695761273784340545078513704434464783522174158089643621275179114921913198459563577484372812833479205574526905349582215,x.446950394450362210534076556405716235248555844537658044140881186206773447416499669965752692549347001895870482528658404644674614564344180810975528477770644044,y.605792175606463826346261725293462851032314196948240170957262946695388560824072499211126751347962179312269594739669172097072145430319455351632092390109070967,0.446950394450362210534076556405716235248555844537658044140881186206773447416499669965752692549347001895870482528658404644674614564344180810975528477770644044,0.605792175606463826346261725293462851032314196948240170957262946695388560824072499211126751347962179312269594739669172097072145430319455351632092390109070967
75,80,True,1082981707348244664116089,1082981707348244664116089,0.000000000000000000000000000000000000000000000000000009352812566743404804336681403104841484607377079680530789356909568428463025093973125383792858541269023062,0.446950394450362210534076556405716235248555844537658044140881186206773447416499669965752692549347001895870482528658404644674614564344180810975528477770644044,0.605792175606463826346261725293462851032314196948240170957262946695388560824072499211126751347962179312269594739669172097072145430319455351632092390109070967,0.446950394450362210534076556405716235250224960827180995610603010220332119308473607714973770796508719394482184122801138620716491623986145562905688305758128542,0.605792175606463826346261725293462851034576500776417221365827245291862579000971192404492734709320219439089338824184847030769699278032046279663289733321154874,0.492465553734115456142670332952655263610465120175513805844854040798356443307388679377245676335895811946090193094477640801307910834992439930598158986087106473,0.384223049726424691387790084493560992583634668321799631129816312749270677233360736533759313955339747579461325503471499175702682709497949398434057412696851730,0.492465553734115456142670332952655263612304210794904322706655546503224810039661721530057240608532691513747311585364390567343481181212799741728974173236887550,0.384223049726424691387790084493560992585069532143538099072880893908130425547330261321590969151017987948730469189385616096441700008568381547522980557019230501,x.446950394450362210534076556405716235248555844537658044140881186206773447416499669965752692549347001895870482528658404644674614564344180810975528477770644044,y.605792175606463826346261725293462851032314196948240170957262946695388560824072499211126751347962179312269594739669172097072145430319455351632092390109070967,x.492465553734115456142670332952655263610465120175513805844854040798356443307388679377245676335895811946090193094477640801307910834992439930598158986087106473,y.384223049726424691387790084493560992583634668321799631129816312749270677233360736533759313955339747579461325503471499175702682709497949398434057412696851730,0.492465553734115456142670332952655263610465120175513805844854040798356443307388679377245676335895811946090193094477640801307910834992439930598158986087106473,0.384223049726424691387790084493560992583634668321799631129816312749270677233360736533759313955339747579461325503471499175702682709497949398434057412696851730
80,85,True,19984795735822271656487464,19984795735822271656487464,0.000000000000000000000000000000000000000000000000000172592064513693846095117294921960024046672312608530694912503519062579793646151504228010617493676675876390,0.492465553734115456142670332952655263610465120175513805844854040798356443307388679377245676335895811946090193094477640801307910834992439930598158986087106473,0.384223049726424691387790084493560992583634668321799631129816312749270677233360736533759313955339747579461325503471499175702682709497949398434057412696851730,0.492465553734115456142670332952655263612304210794904322706655546503224810039661721530057240608532691513747311585364390567343481181212799741728974173236887550,0.384223049726424691387790084493560992585069532143538099072880893908130425547330261321590969151017987948730469189385616096441700008568381547522980557019230501,0.163152175562433333429273570113618778450926900277516241484249724020089932967558952956122498978521154203176815369393944472606796854737805059539932001790848881,0.054729681425304039622979740930153925648701036464938514635583321056747527034285793739808194331122024840576702601236883136445886921528008468419891584468907794,0.163152175562433333429273570113618778451536184791600297001817922813583969984521895269882442870517933309015528775736297305122923682470013509449756005537277096,0.054729681425304039622979740930153925648905422016269585053998255974930494825794577177377532051094009970823747384344995433441328104770943417921756903894361895,x.492465553734115456142670332952655263610465120175513805844854040798356443307388679377245676335895811946090193094477640801307910834992439930598158986087106473,y.384223049726424691387790084493560992583634668321799631129816312749270677233360736533759313955339747579461325503471499175702682709497949398434057412696851730,x.163152175562433333429273570113618778450926900277516241484249724020089932967558952956122498978521154203176815369393944472606796854737805059539932001790848881,y.054729681425304039622979740930153925648701036464938514635583321056747527034285793739808194331122024840576702601236883136445886921528008468419891584468907794,0.163152175562433333429273570113618778450926900277516241484249724020089932967558952956122498978521154203176815369393944472606796854737805059539932001790848881,0.054729681425304039622979740930153925648701036464938514635583321056747527034285793739808194331122024840576702601236883136445886921528008468419891584468907794
85,90,True,846921874651314896575121943,846921874651314896575121943,0.000000000000000000000000000000000000000000000000007314160062485324518388095604508995557543028028608183389759979792535729954309112162580306587767275455966434,0.163152175562433333429273570113618778450926900277516241484249724020089932967558952956122498978521154203176815369393944472606796854737805059539932001790848881,0.054729681425304039622979740930153925648701036464938514635583321056747527034285793739808194331122024840576702601236883136445886921528008468419891584468907794,0.163152175562433333429273570113618778451536184791600297001817922813583969984521895269882442870517933309015528775736297305122923682470013509449756005537277096,0.054729681425304039622979740930153925648905422016269585053998255974930494825794577177377532051094009970823747384344995433441328104770943417921756903894361895,0.360240793529275495627289431348648488583886904771985097836578227118391422902705447607018158274888017359517425982853359845567848262335794195769605093274989427,0.657369847408783222648450003745013262622835900350060209616260710601511707376705351579809301604665316468971865636067803024339676435642683591552498115144349093,0.360240793529275495627289431348648488585232207928882000084238819442180278924011409750312528813925647728118533509954820649837572316278777141051955559161624427,0.657369847408783222648450003745013262625290818690384157503901987349615717170379350390559846498296307475124834383642202906409002209569061756617739595657415836,x.163152175562433333429273570113618778450926900277516241484249724020089932967558952956122498978521154203176815369393944472606796854737805059539932001790848881,y.054729681425304039622979740930153925648701036464938514635583321056747527034285793739808194331122024840576702601236883136445886921528008468419891584468907794,x.360240793529275495627289431348648488583886904771985097836578227118391422902705447607018158274888017359517425982853359845567848262335794195769605093274989427,y.657369847408783222648450003745013262622835900350060209616260710601511707376705351579809301604665316468971865636067803024339676435642683591552498115144349093,0.360240793529275495627289431348648488583886904771985097836578227118391422902705447607018158274888017359517425982853359845567848262335794195769605093274989427,0.657369847408783222648450003745013262622835900350060209616260710601511707376705351579809301604665316468971865636067803024339676435642683591552498115144349093
90,95,True,24657819766226387214294199349,24657819766226387214294199349,0.000000000000000000000000000000000000000000000000212949087702270574822007044341572158772305591612363868295261376038221382658197929395382851525201162645843009,0.360240793529275495627289431348648488583886904771985097836578227118391422902705447607018158274888017359517425982853359845567848262335794195769605093274989427,0.657369847408783222648450003745013262622835900350060209616260710601511707376705351579809301604665316468971865636067803024339676435642683591552498115144349093,0.360240793529275495627289431348648488585232207928882000084238819442180278924011409750312528813925647728118533509954820649837572316278777141051955559161624427,0.657369847408783222648450003745013262625290818690384157503901987349615717170379350390559846498296307475124834383642202906409002209569061756617739595657415836,0.587804378438660903406536562834310473495202557842591491728411182130665067024885139085459189011513171233062387141635944830651412654041542934633471170827182070,0.615866698221463499503039526248602887633946257518882468361653740807383588429834529934940056325741933888423884495213374690018999317525657063338153340105463361,0.587804378438660903406536562834310473497397687045489742724497259992541925888068871000240146106899368867285202896257702331603579491829964109380732485199330584,0.615866698221463499503039526248602887636246184201887832009241231551531889038347986444950878449985040797169068390426043632090709378665028501780151373547165441,x.360240793529275495627289431348648488583886904771985097836578227118391422902705447607018158274888017359517425982853359845567848262335794195769605093274989427,y.657369847408783222648450003745013262622835900350060209616260710601511707376705351579809301604665316468971865636067803024339676435642683591552498115144349093,x.587804378438660903406536562834310473495202557842591491728411182130665067024885139085459189011513171233062387141635944830651412654041542934633471170827182070,y.615866698221463499503039526248602887633946257518882468361653740807383588429834529934940056325741933888423884495213374690018999317525657063338153340105463361,0.587804378438660903406536562834310473495202557842591491728411182130665067024885139085459189011513171233062387141635944830651412654041542934633471170827182070,0.615866698221463499503039526248602887633946257518882468361653740807383588429834529934940056325741933888423884495213374690018999317525657063338153340105463361
95,100,True,842695401732682384723365434930,842695401732682384723365434930,0.000000000000000000000000000000000000000000000007277659529966472178281785419218421507137841047594319254195825833268918228090291831756694593284756275311905112,0.587804378438660903406536562834310473495202557842591491728411182130665067024885139085459189011513171233062387141635944830651412654041542934633471170827182070,0.615866698221463499503039526248602887633946257518882468361653740807383588429834529934940056325741933888423884495213374690018999317525657063338153340105463361,0.587804378438660903406536562834310473497397687045489742724497259992541925888068871000240146106899368867285202896257702331603579491829964109380732485199330584,0.615866698221463499503039526248602887636246184201887832009241231551531889038347986444950878449985040797169068390426043632090709378665028501780151373547165441,0.820407703577242173486505413283175647705069684593491371691518162092518515031939424219832843502775375508241267301872092266985587839655297153216920462013725916,0.528646573596584082090829109930656294789659594259513041194113911925549165279376574551191872274354184990804020423135336040748677101682284859497160252750480643,0.820407703577242173486505413283175647708133460527227505714754766873522899680579034275466482664786215134872585059523172536791402794580103755730381350648004536,0.528646573596584082090829109930656294791633801281917957275560482674196394450365890589018472383905834815644815360032012723012972068507419100306583718366595516,x.587804378438660903406536562834310473495202557842591491728411182130665067024885139085459189011513171233062387141635944830651412654041542934633471170827182070,y.615866698221463499503039526248602887633946257518882468361653740807383588429834529934940056325741933888423884495213374690018999317525657063338153340105463361,x.820407703577242173486505413283175647705069684593491371691518162092518515031939424219832843502775375508241267301872092266985587839655297153216920462013725916,y.528646573596584082090829109930656294789659594259513041194113911925549165279376574551191872274354184990804020423135336040748677101682284859497160252750480643,0.820407703577242173486505413283175647705069684593491371691518162092518515031939424219832843502775375508241267301872092266985587839655297153216920462013725916,0.528646573596584082090829109930656294789659594259513041194113911925549165279376574551191872274354184990804020423135336040748677101682284859497160252750480643
100,105,True,28215008911228719208448150009293,28215008911228719208448150009293,0.000000000000000000000000000000000000000000000243669572740863007187817979384834436147737101178613246607389106059058639701841321857974042442011092390354709521,0.820407703577242173486505413283175647705069684593491371691518162092518515031939424219832843502775375508241267301872092266985587839655297153216920462013725916,0.528646573596584082090829109930656294789659594259513041194113911925549165279376574551191872274354184990804020423135336040748677101682284859497160252750480643,0.820407703577242173486505413283175647708133460527227505714754766873522899680579034275466482664786215134872585059523172536791402794580103755730381350648004536,0.528646573596584082090829109930656294791633801281917957275560482674196394450365890589018472383905834815644815360032012723012972068507419100306583718366595516,0.738156231236632180679999374188815770597575164395427469792529665772250843068686231944776715568317966579013402869422389956385143715517850282584785634397359867,0.019634257823199465700743887968074973776917627857301929418924020573544867702842516116080640925862065221005234505331017587632672345910196635409621979676976551,0.738156231236632180679999374188815770600331775878643792074413983904624868604882493801386576972422420688981646104127965586871125976343919655287174823498654853,0.019634257823199465700743887968074973776990951116375672732914105072511131917109079618025904740928408024162264987076913643281019480720358351409247306854365284,x.820407703577242173486505413283175647705069684593491371691518162092518515031939424219832843502775375508241267301872092266985587839655297153216920462013725916,y.528646573596584082090829109930656294789659594259513041194113911925549165279376574551191872274354184990804020423135336040748677101682284859497160252750480643,x.738156231236632180679999374188815770597575164395427469792529665772250843068686231944776715568317966579013402869422389956385143715517850282584785634397359867,y.019634257823199465700743887968074973776917627857301929418924020573544867702842516116080640925862065221005234505331017587632672345910196635409621979676976551,0.738156231236632180679999374188815770597575164395427469792529665772250843068686231944776715568317966579013402869422389956385143715517850282584785634397359867,0.019634257823199465700743887968074973776917627857301929418924020573544867702842516116080640925862065221005234505331017587632672345910196635409621979676976551
105,110,True,1061162868009069126840951929759313,1061162868009069126840951929759313,0.000000000000000000000000000000000000000000009164381392533759377588158823127437183166483418181106924490549964676962236595825023702047379943676317874150779514,0.738156231236632180679999374188815770597575164395427469792529665772250843068686231944776715568317966579013402869422389956385143715517850282584785634397359867,0.019634257823199465700743887968074973776917627857301929418924020573544867702842516116080640925862065221005234505331017587632672345910196635409621979676976551,0.738156231236632180679999374188815770600331775878643792074413983904624868604882493801386576972422420688981646104127965586871125976343919655287174823498654853,0.019634257823199465700743887968074973776990951116375672732914105072511131917109079618025904740928408024162264987076913643281019480720358351409247306854365284,0.037466743341644109080124423443291452200717371694337490008265156135557870992180201945938989571629093724464899910601107497759939865217478004291827345817994499,0.011464653521173036806880514889828347923437019411136662715125262640810847457686608650873727740286874203117928730262906363804519990494040759800009162799852960,0.037466743341644109080124423443291452200857289574270939708507867438926419883615958359479636052456713948280165339900426405495690758315354506700458432645500729,0.011464653521173036806880514889828347923479833647757840557254353757028354813089082019428227122227272614939530615771983676825940167282958399012654683561375792,x.738156231236632180679999374188815770597575164395427469792529665772250843068686231944776715568317966579013402869422389956385143715517850282584785634397359867,y.019634257823199465700743887968074973776917627857301929418924020573544867702842516116080640925862065221005234505331017587632672345910196635409621979676976551,x.037466743341644109080124423443291452200717371694337490008265156135557870992180201945938989571629093724464899910601107497759939865217478004291827345817994499,y.011464653521173036806880514889828347923437019411136662715125262640810847457686608650873727740286874203117928730262906363804519990494040759800009162799852960,0.037466743341644109080124423443291452200717371694337490008265156135557870992180201945938989571629093724464899910601107497759939865217478004291827345817994499,0.011464653521173036806880514889828347923437019411136662715125262640810847457686608650873727740286874203117928730262906363804519990494040759800009162799852960
