puzzle,d,x,y,y_over_p,x_dot_y_over_p,x_dot_y_over_p__over_p,y_over_N,x_dot_y_over_N,x_dot_y_over_N__over_N,y_over_p_digits,nested_p_frac_digits
63,8993229949524469768,46100860595331327753782525134281403195505409441031099411610412192590360561017,40756680259664337787317293734418135936366600101587916741588241469787632977445,0.351981560468551638252843210304958528157200973942697829606077830178627743850654853752132651738860362177719108743003595895686585930285793198940791165065029663,46100860595331327753782525134281403195505409441031099411610412192590360561017.351981560468551638252843210304958528157200973942697829606077830178627743850654853752132651738860362177719108743003595895686585930285793198940791165065029663,0.398134802636192971062529923241344085749348488211870202528448204837687629031174485986873253989360515382485956812141016668947842894495306305542876082340511150,0.351981560468551638252843210304958528158515433362545179457676068060010418208872815007673041318032440097773497262151502915237384167002008553602298892347980765,46100860595331327753782525134281403195505409441031099411610412192590360561017.351981560468551638252843210304958528158515433362545179457676068060010418208872815007673041318032440097773497262151502915237384167002008553602298892347980765,0.398134802636192971062529923241344085750835304853621432262672007255986796234803661220664578048470799734500196426683245897693727456133176597650675993967326692,156,156
64,17799667357578236628,7247729308732252718492345551507130715155957421128527268563563649761751702861,36707592335952288811734416422045697926733415491378770888054924918276179427221,0.317012954664976987423183016727975455254430317572018804566254619610149005089298844412945136110483170625221466315567857490118935261319078936423845219784810381,7247729308732252718492345551507130715155957421128527268563563649761751702861.317012954664976987423183016727975455254430317572018804566254619610149005089298844412945136110483170625221466315567857490118935261319078936423845219784810381,0.062592611951909876921221762213025013409005290953953479104646798604237058198568693985547709444387297645090727227379078919877928157710861318734941386336215324,0.317012954664976987423183016727975455255614188295014393607588414007219028974089883726355808860422668029935279653482075143837243985952851094386794396401204166,7247729308732252718492345551507130715155957421128527268563563649761751702861.317012954664976987423183016727975455255614188295014393607588414007219028974089883726355808860422668029935279653482075143837243985952851094386794396401204166,0.062592611951909876921221762213025013409239040268217311928923246581425655945066713282842912683776455965459183117493889507506614744857315681152875650216853958,156,156
65,30568377312064202855,21769406468394979245979020739332080729679479243955596515614749275274212371227,102907830890434238525231690377346540046672568029169549965500018466490455252476,0.888729373208944912584744608432280103276883322829007886158430418677191770576072502567460280723330699250289562599123103537229423848225775612248009663334682040,21769406468394979245979020739332080729679479243955596515614749275274212371227.888729373208944912584744608432280103276883322829007886158430418677191770576072502567460280723330699250289562599123103537229423848225775612248009663334682040,0.188004263605422324522792418006605306655861391196917237826299162417992729262961936586201005754994649843898050294548618642096529199197131445043986570329607916,0.888729373208944912584744608432280103280202242987082198689469371790260145985276446546912391655666102252517719041025108289872733540452002464503480450905647629,21769406468394979245979020739332080729679479243955596515614749275274212371227.888729373208944912584744608432280103280202242987082198689469371790260145985276446546912391655666102252517719041025108289872733540452002464503480450905647629,0.188004263605422324522792418006605306656563484724028841588930621982920176404724336405192162925736079684437563810610099035256664604969943557617611285571924204,156,156
66,46346217550346335726,35681022179418186873973468373280332442853574053612577039287936543695937260509,55769436514148338618765508764324988000805241152238207056637568135859289137720,0.481634253958823818124461492428832526648359328261361311836727592951766415447036546598881258258453432633386991168188605966780904134428828543954080699539834478,35681022179418186873973468373280332442853574053612577039287936543695937260509.481634253958823818124461492428832526648359328261361311836727592951766415447036546598881258258453432633386991168188605966780904134428828543954080699539834478,0.308147321759518794449260678232743545148192613953026173110346773348261988910934206720353115349505817127540655326025510911125783030183793932946011004284891253,0.481634253958823818124461492428832526650157969875412258836958427058088530750812411310082986859826473070610478045902522471217235672612911634937561356617351593,35681022179418186873973468373280332442853574053612577039287936543695937260509.481634253958823818124461492428832526650157969875412258836958427058088530750812411310082986859826473070610478045902522471217235672612911634937561356617351593,0.308147321759518794449260678232743545149343376365830810108589723981945345814916782340164252203645071871190704291075146115954016276737183185083604302822592878,156,156
67,132656943602386256302,8199270313230837952220440610769591593514599319024034412022685032436710272885,108680892268991160269437367347039106826837182347366220564480894908240312674034,0.938586504353068386048879653863379097045537770557540501785087286069240551408782980543335137333052856535919160582412585894642142756684731874000198112895691156,8199270313230837952220440610769591593514599319024034412022685032436710272885.938586504353068386048879653863379097045537770557540501785087286069240551408782980543335137333052856535919160582412585894642142756684731874000198112895691156,0.070810280453843540192441284018927318621756780541637786397406249067084276297775656631112209885755722919317316755836360732015615801384553854914190945796352728,0.938586504353068386048879653863379097049042879945504353160661836760621143842925190198547173949603617812059689283857268384534061059341986461625209018423782689,8199270313230837952220440610769591593514599319024034412022685032436710272885.938586504353068386048879653863379097049042879945504353160661836760621143842925190198547173949603617812059689283857268384534061059341986461625209018423782689,0.070810280453843540192441284018927318622021218371962433342484317187664072225119908862584084965131411347418159094972614273384051663815635113012113971641234089,156,156
68,219898266213316039825,14417797224727152153976629935434818279260229220775673176904981236836807719451,7045521516762001123429259792443693948241323099305435512759425298741909160811,0.060846311377301311161336515959181207184158279028347872076505071083690823765459538599020722968951532606060451263181726643432383462034465487243787406968015519,14417797224727152153976629935434818279260229220775673176904981236836807719451.060846311377301311161336515959181207184158279028347872076505071083690823765459538599020722968951532606060451263181726643432383462034465487243787406968015519,0.124514527025916583344659229081025889340257570471454457384425106769190869215812561482925251205362733340642035995984803186444638009176745581229548465806919530,0.060846311377301311161336515959181207184385506861096811284802706129461402971198292597232409046642230764403443260128956113629888942261523461803834890273132967,14417797224727152153976629935434818279260229220775673176904981236836807719451.060846311377301311161336515959181207184385506861096811284802706129461402971198292597232409046642230764403443260128956113629888942261523461803834890273132967,0.124514527025916583344659229081025889340722564412441535807669152710230300415371947379236212372527578445218666858488818354871770597887685182437420812074304401,156,156
69,297274491920375905804,34226794014706530115784623034813193918417475105517896498394700850822182845011,95344118026279051459253088692659149181807495503617143902697063322064304017214,0.823407874011764547377412431121107931878193124226774432255383668401058769785797171788351826755717188386704474895179989416916964290584300346507004260321696826,34226794014706530115784623034813193918417475105517896498394700850822182845011.823407874011764547377412431121107931878193124226774432255383668401058769785797171788351826755717188386704474895179989416916964290584300346507004260321696826,0.295588362211503279677994458952886295464482787588678436601242410245883561431120463732146082778196609998149555283473042728564136862587759028661647175755400710,0.823407874011764547377412431121107931881268104163025799739617783245830199924377974361869325884208912533537269899725033258752339982409131450937724751692077004,34226794014706530115784623034813193918417475105517896498394700850822182845011.823407874011764547377412431121107931881268104163025799739617783245830199924377974361869325884208912533537269899725033258752339982409131450937724751692077004,0.295588362211503279677994458952886295465586649127870844233003877822097658789241802909755917509636715070545664324242953139051129429837569280405271037578773954,156,156
70,970436974005023690481,65540419151317157747671900246361345335112119010416684680126380557251106866307,97334935826427332895556897785451550753483104566423636378820548368192638516448,0.840600912096327431896257108185234404232695761273784340545078513704434464783522174158089643621275179114921913198459563577484372812833479205574526905349582215,65540419151317157747671900246361345335112119010416684680126380557251106866307.840600912096327431896257108185234404232695761273784340545078513704434464783522174158089643621275179114921913198459563577484372812833479205574526905349582215,0.566018106962314964906829319612097688020234138950143759016285922456278468973540755578771274538019656568526892398167949912801351360838039357270431150131494835,0.840600912096327431896257108185234404235834947843008082483409532974029457691956903476912597168710578908793415122652693805881639640993656243567269676248431020,65540419151317157747671900246361345335112119010416684680126380557251106866307.840600912096327431896257108185234404235834947843008082483409532974029457691956903476912597168710578908793415122652693805881639640993656243567269676248431020,0.566018106962314964906829319612097688022347908295078674507725233918869591437130640437376088799071295072319741118091772015906038021603437775081972362149322893,156,156
75,22538323240989823823367,51753319958850014318422825155241699590216770953661144053284309216551720208213,70145941657091582687860683718295708577963266312639151937200559702470585069731,0.605792175606463826346261725293462851032314196948240170957262946695388560824072499211126751347962179312269594739669172097072145430319455351632092390109070967,51753319958850014318422825155241699590216770953661144053284309216551720208213.605792175606463826346261725293462851032314196948240170957262946695388560824072499211126751347962179312269594739669172097072145430319455351632092390109070967,0.446950394450362210534076556405716235248555844537658044140881186206773447416504901689090587344113925597483432782564433125243980236673724582679279621161626556,0.605792175606463826346261725293462851034576500776417221365827245291862579000971192404492734709320219439089338824184847030769699278032046279663289733321154874,51753319958850014318422825155241699590216770953661144053284309216551720208213.605792175606463826346261725293462851034576500776417221365827245291862579000971192404492734709320219439089338824184847030769699278032046279663289733321154874,0.446950394450362210534076556405716235250224960827180995610603010220332119308478839438311665591275643096095134376707206176560223241171986644988423807509367101,156,156
80,1105520030589234487939456,57023615344285030823290121311389598839835447585845466159247235392572779796956,44489989660955945872089157326859328201485774189878427594519890127683524442731,0.384223049726424691387790084493560992583634668321799631129816312749270677233360736533759313955339747579461325503471499175702682709497949398434057412696851730,57023615344285030823290121311389598839835447585845466159247235392572779796956.384223049726424691387790084493560992583634668321799631129816312749270677233360736533759313955339747579461325503471499175702682709497949398434057412696851730,0.492465553734115456142670332952655263610465120175513805844854040798356443307391997592265866173970146971952398694320209247988291508668874703692308737222873833,0.384223049726424691387790084493560992585069532143538099072880893908130425547330261321590969151017987948730469189385616096441700008568381547522980557019230501,57023615344285030823290121311389598839835447585845466159247235392572779796956.384223049726424691387790084493560992585069532143538099072880893908130425547330261321590969151017987948730469189385616096441700008568381547522980557019230501,0.492465553734115456142670332952655263612304210794904322706655546503224810039665039745077430446607026539609517185206983797475498135684154303592927406035288973,156,156
85,21090315766411506144426920,18891731271987559180564311775835658084708517714299226869460971567942463645498,6337264155528691980680833078963835238690084422326491171223553853162872183891,0.054729681425304039622979740930153925648701036464938514635583321056747527034285793739808194331122024840576702601236883136445886921528008468419891584468907794,18891731271987559180564311775835658084708517714299226869460971567942463645498.054729681425304039622979740930153925648701036464938514635583321056747527034285793739808194331122024840576702601236883136445886921528008468419891584468907794,0.163152175562433333429273570113618778450926900277516241484249724020089932967559425610876254525773720382090740727284120926698957693965159579267896664724065108,0.054729681425304039622979740930153925648905422016269585053998255974930494825794577177377532051094009970823747384344995433441328104770943417921756903894361895,18891731271987559180564311775835658084708517714299226869460971567942463645498.054729681425304039622979740930153925648905422016269585053998255974930494825794577177377532051094009970823747384344995433441328104770943417921756903894361895,0.163152175562433333429273570113618778451536184791600297001817922813583969984522367924636198417770499487929454133626477289431227563761085700377356239033578506,156,156
90,868012190417726402719548863,41713034111263466851930038147996148669581275117010008356397839417328763635925,76118228033078757471841976306410062476790021765122360602050786936435027981363,0.657369847408783222648450003745013262622835900350060209616260710601511707376705351579809301604665316468971865636067803024339676435642683591552498115144349093,41713034111263466851930038147996148669581275117010008356397839417328763635925.657369847408783222648450003745013262622835900350060209616260710601511707376705351579809301604665316468971865636067803024339676435642683591552498115144349093,0.360240793529275495627289431348648488583886904771985097836578227118391422902711124763823417241835244273077522820814671254093854457315650076399601821811313743,0.657369847408783222648450003745013262625290818690384157503901987349615717170379350390559846498296307475124834383642202906409002209569061756617739595657415836,41713034111263466851930038147996148669581275117010008356397839417328763635925.657369847408783222648450003745013262625290818690384157503901987349615717170379350390559846498296307475124834383642202906409002209569061756617739595657415836,0.360240793529275495627289431348648488585232207928882000084238819442180278924017086907117787780872874641678630347916174460540730571900840446176517494398554496,156,156
95,25525831956644113617013748212,68063097042254603112450010924849517033325884137594647726407681444771642515525,71312491678750984954701657627055428744583136893281915291066395899455670806806,0.615866698221463499503039526248602887633946257518882468361653740807383588429834529934940056325741933888423884495213374690018999317525657063338153340105463361,68063097042254603112450010924849517033325884137594647726407681444771642515525.615866698221463499503039526248602887633946257518882468361653740807383588429834529934940056325741933888423884495213374690018999317525657063338153340105463361,0.587804378438660903406536562834310473495202557842591491728411182130665067024890457814072499054313261096679153769213747164632711660570296633938736108827608745,0.615866698221463499503039526248602887636246184201887832009241231551531889038347986444950878449985040797169068390426043632090709378665028501780151373547165441,68063097042254603112450010924849517033325884137594647726407681444771642515525.615866698221463499503039526248602887636246184201887832009241231551531889038347986444950878449985040797169068390426043632090709378665028501780151373547165441,0.587804378438660903406536562834310473497397687045489742724497259992541925888074189728853456149699458730901969523835544390693876085539005064097151294405801056,156,156
100,868221233689326498340379183142,94996722023597679036042775432142722866975674982521337987691298170952592385559,61213091224897107699092739640017491283561943079669346364651076989993654499173,0.528646573596584082090829109930656294789659594259513041194113911925549165279376574551191872274354184990804020423135336040748677101682284859497160252750480643,94996722023597679036042775432142722866975674982521337987691298170952592385559.528646573596584082090829109930656294789659594259513041194113911925549165279376574551191872274354184990804020423135336040748677101682284859497160252750480643,0.820407703577242173486505413283175647705069684593491371691518162092518515031943989700748496743308146973127715200354628021823762838900520381267428974315738648,0.528646573596584082090829109930656294791633801281917957275560482674196394450365890589018472383905834815644815360032012723012972068507419100306583718366595516,94996722023597679036042775432142722866975674982521337987691298170952592385559.528646573596584082090829109930656294791633801281917957275560482674196394450365890589018472383905834815644815360032012723012972068507419100306583718366595516,0.820407703577242173486505413283175647708133460527227505714754766873522899680583599756382135905318986599759032958005742390798794073765292321442230219889389964,156,156
105,29083230144918045706788529192435,85472652198433121950841823744746716770135193065697857406943610820940839638907,2273491733972386163740165494026048845412452493532013887904800652580241064735,0.019634257823199465700743887968074973776917627857301929418924020573544867702842516116080640925862065221005234505331017587632672345910196635409621979676976551,85472652198433121950841823744746716770135193065697857406943610820940839638907.019634257823199465700743887968074973776917627857301929418924020573544867702842516116080640925862065221005234505331017587632672345910196635409621979676976551,0.738156231236632180679999374188815770597575164395427469792529665772250843068686401509536730900643268995540704204905436566203699201118705438390429828580077639,0.019634257823199465700743887968074973776990951116375672732914105072511131917109079618025904740928408024162264987076913643281019480720358351409247306854365284,85472652198433121950841823744746716770135193065697857406943610820940839638907.019634257823199465700743887968074973776990951116375672732914105072511131917109079618025904740928408024162264987076913643281019480720358351409247306854365284,0.738156231236632180679999374188815770600331775878643792074413983904624868604882663366146592304747723105508947439611013463153730201355619127063707280019026786,156,156
110,1090246098153987172547740458951748,4338352488447277069681865763767263000525504203189618609162334752999592040061,1327516183598579617836816008839248279861745347961002707181648029680335235001,0.011464653521173036806880514889828347923437019411136662715125262640810847457686608650873727740286874203117928730262906363804519990494040759800009162799852960,4338352488447277069681865763767263000525504203189618609162334752999592040061.011464653521173036806880514889828347923437019411136662715125262640810847457686608650873727740286874203117928730262906363804519990494040759800009162799852960,0.037466743341644109080124423443291452200717371694337490008265156135557870992180300956619224179011186155082499258859395934112538036868775711767523920085514148,0.011464653521173036806880514889828347923479833647757840557254353757028354813089082019428227122227272614939530615771983676825940167282958399012654683561375792,4338352488447277069681865763767263000525504203189618609162334752999592040061.011464653521173036806880514889828347923479833647757840557254353757028354813089082019428227122227272614939530615771983676825940167282958399012654683561375792,0.037466743341644109080124423443291452200857289574270939708507867438926419883616057370159870659838806378897764688158715581350216966344855807977589084208860057,156,156
115,31464123230573852164273674364426950,32939465712855543687621080654651021859979376333843015892822995152318610898773,46560755643746305144975040470607841658328142774650200719470619734417618747604,0.402106533791958036014947248833024184694151664552785721924583273995645873972512690318820309948921981279689809288294075039518140116866227225377070750217074134,32939465712855543687621080654651021859979376333843015892822995152318610898773.402106533791958036014947248833024184694151664552785721924583273995645873972512690318820309948921981279689809288294075039518140116866227225377070750217074134,0.284470778010974661152139142945376090460389300349226701358219047937737013221950967549655665526061680705377564489781242468533201576143230024147499976328473546,0.402106533791958036014947248833024184695653313447180660935247828934635776181876182841503255384866839507116048385322615563411229248538430333082725144727330814,32939465712855543687621080654651021859979376333843015892822995152318610898773.402106533791958036014947248833024184695653313447180660935247828934635776181876182841503255384866839507116048385322615563411229248538430333082725144727330814,0.284470778010974661152139142945376090461451643766677511143878547571399507451042793091259461895746921530094387499025797913628412713654986206576736586064010967,156,156
120,919343500840980333540511050618764323,93499419120076195219278579763555015417347613618260420189054155605804414805552,19494200143356336257404688340550956357466777176798681646526975620299854296492,0.168355198284771605775950611314635326809635424867515919763405039002718799508310858315059298876199763888065386352492494180697210494202143290669722277638175321,93499419120076195219278579763555015417347613618260420189054155605804414805552.168355198284771605775950611314635326809635424867515919763405039002718799508310858315059298876199763888065386352492494180697210494202143290669722277638175321,0.807476743324398323969412101315781451964287132753968309044577785287333590235184816167632157146995172231622600264458863335114615195422296943151483797885835238,0.168355198284771605775950611314635326810264139837615776711945101468989171355931258149177523648389026013251246852975288279985511695450600135167426593029556807,93499419120076195219278579763555015417347613618260420189054155605804414805552.168355198284771605775950611314635326810264139837615776711945101468989171355931258149177523648389026013251246852975288279985511695450600135167426593029556807,0.807476743324398323969412101315781451967302618594071708829400789555372112600081636031450828113951401061245396129743972128239786910042592275811655001846881452,156,156
125,37650549717742544505774009877315221420,23266937399999944120243183575366069139753606644194491618844068395400303144974,19046944643243374794723275227850600835724258179117516648603681200280499231816,0.164492624398603008165854431309169080777632101602472104550477758694371309878873882175960708536817866959447158766815130094214217218875932740433324560802084418,23266937399999944120243183575366069139753606644194491618844068395400303144974.164492624398603008165854431309169080777632101602472104550477758694371309878873882175960708536817866959447158766815130094214217218875932740433324560802084418,0.200937193147230411599632015275276505227172295544792897280002089008794447664713599980897406561178727873763471495574117096197792312787914311519058208968979595,0.164492624398603008165854431309169080778246391962877146736971250590347856640015819859323807422905622231515813547480963126319233267800778653019882970769761280,23266937399999944120243183575366069139753606644194491618844068395400303144974.164492624398603008165854431309169080778246391962877146736971250590347856640015819859323807422905622231515813547480963126319233267800778653019882970769761280,0.200937193147230411599632015275276505227922686519758933706551737477145322060814424171144006725710394111993972133432688105620306190235233462291664810932334873,156,156
130,1103873984953507439627945351144005829577,44886295857190546091508615621464465421050773292389158775895365558788257183826,79820197542983972470655013754473404410649480536210503962616926227235987362275,0.689340680082145032575268214710304776713453536239369435889636066545491584126275062561428125000518955556135425876181119568670363259973605441609612728108829041,44886295857190546091508615621464465421050773292389158775895365558788257183826.689340680082145032575268214710304776713453536239369435889636066545491584126275062561428125000518955556135425876181119568670363259973605441609612728108829041,0.387645616836535034195978177439466371730134269822604837990463785590279402960197363021156818199426992092610551288151735235289460078800441845360924466012768463,0.689340680082145032575268214710304776716027848226655803549759787376151954600657806719352070291500929022119746288311140050894855051735232766633606069344065373,44886295857190546091508615621464465421050773292389158775895365558788257183826.689340680082145032575268214710304776716027848226655803549759787376151954600657806719352070291500929022119746288311140050894855051735232766633606069344065373,0.387645616836535034195978177439466371731581915068381416068599414174087512400207394172688986034340693166607231051019197203765197030582754105254544869764017132,156,156
