family,label,d,d_net,x,y,xn,yn,dX_num,dX_den,dF_num,dF_den,primary_rule,X_fixed,F_fixed,F_reflect,X_beta
negation,3->-d,3,115792089237316195423570985008687907852837564279074904382605163141518161494334,112711660439710606056748659173929673102114977341539408544630613555209775888121,25583027980570883691656905877401976406448868254816295069919888960541586679410,112711660439710606056748659173929673102114977341539408544630613555209775888121,90209061256745311731914079131285931446821116410824268969537695047367247992253,0,1,64626033276174428040257173253883955040372248156007973899617806086825661312843,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,4->-d,4,115792089237316195423570985008687907852837564279074904382605163141518161494333,103388573995635080359749164254216598308788835304023601477803095234286494993683,37057141145242123013015316630864329550140216928701153669873286428255828810018,103388573995635080359749164254216598308788835304023601477803095234286494993683,78734948092074072410555668377823578303129767736939410369584297579653005861645,0,1,41677806946831949397540351746959248752989550808238256699711011151397177051627,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,5->-d,5,115792089237316195423570985008687907852837564279074904382605163141518161494332,21505829891763648114329055987619236494102133314575206970830385799158076338148,98003708678762621233683240503080860129026887322874138805529884920309963580118,21505829891763648114329055987619236494102133314575206970830385799158076338148,17788380558553574189887744505607047724243097342766425233927699087598871091545,0,1,-80215328120209047043795495997473812404783789980107713571602185832711092488573,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,6->-d,6,115792089237316195423570985008687907852837564279074904382605163141518161494331,115780575977492633039504758427830329241728645270042306223540962614150928364886,78735063515800386211891312544505775871260717697865196436804966483607426560663,115780575977492633039504758427830329241728645270042306223540962614150928364886,37057025721515809211679672464182131982009266967775367602652617524301408111000,0,1,-41678037794284577000211640080323643889251450730089828834152348959306018449663,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,7->-d,7,115792089237316195423570985008687907852837564279074904382605163141518161494330,41948375291644419605210209193538855353224492619856392092318293986323063962044,48361766907851246668144012348516735800090617714386977531302791340517493990618,41948375291644419605210209193538855353224492619856392092318293986323063962044,67430322329464948755426972660171172053179366951253586508154792667391340681045,0,1,19068555421613702087282960311654436253088749236866608976852001326873846690427,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,8->-d,8,115792089237316195423570985008687907852837564279074904382605163141518161494329,21262057306151627953595685090280431278183829487175876377991189246716355947009,41749993296225487051377864631615517161996906063147759678534462689479575333124,21262057306151627953595685090280431278183829487175876377991189246716355947009,74042095941090708372193120377072390691273078602492804360923121318429259338539,0,1,32292102644865221320815255745456873529276172539345044682388658628949684005415,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,9->-d,9,115792089237316195423570985008687907852837564279074904382605163141518161494328,78173298682877769088723994436027545680738210601369041078747105985693655485630,92362876758821804597230797234617159328445543067760556585160674174871431781431,78173298682877769088723994436027545680738210601369041078747105985693655485630,23429212478494390826340187774070748524824441597880007454296909833037402890232,0,1,-68933664280327413770890609460546410803621101469880549130863764341834028891199,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,10->-d,10,115792089237316195423570985008687907852837564279074904382605163141518161494327,72488970228380509287422715226575535698893157273063074627791787432852706183111,62070622898698443831883535403436258712770888294397026493185421712108624767191,72488970228380509287422715226575535698893157273063074627791787432852706183111,53721466338617751591687449605251649140499096371243537546272162295800209904472,0,1,-8349156560080692240196085798184609572271791923153488946913259416308414862719,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,11->-d,11,115792089237316195423570985008687907852837564279074904382605163141518161494326,53957576663012291606402345341061437133522758407718089353314528343643821967563,98386217607324929854432842186271083758341411730506808463586570492533445740059,53957576663012291606402345341061437133522758407718089353314528343643821967563,17405871629991265569138142822416824094928572935133755575871013515375388931604,0,1,-80980345977333664285294699363854259663412838795373052887715556977158056808455,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,12->-d,12,115792089237316195423570985008687907852837564279074904382605163141518161494325,94111259592240215275188773285036844871058226277992966241101117022315524122714,76870767327212528811304566602812752860184934880685532702451763239157141742375,94111259592240215275188773285036844871058226277992966241101117022315524122714,38921321910103666612266418405875154993085049784955031337005820768751692929288,0,1,-37949445417108862199038148196937597867099885095730501365445942470405448813087,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,13->-d,13,115792089237316195423570985008687907852837564279074904382605163141518161494324,109699032664856045668214896063362497021339186688470416858630178803463338613416,4835088675770141268294878046681321747490758260515711581034896622314066275713,109699032664856045668214896063362497021339186688470416858630178803463338613416,110957000561546054155276106962006586105779226405124852458422687385594768395950,0,1,106121911885775912886981228915325264358288468144609140877387790763280702120237,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,14->-d,14,115792089237316195423570985008687907852837564279074904382605163141518161494323,33301309993451753050311554695703528430361259803437469669590207169100761277412,91711666877231500617203373035680263572492971120307578300405368749466283229019,33301309993451753050311554695703528430361259803437469669590207169100761277412,24080422360084694806367611973007644280777013545332985739052215258442551442644,0,1,-67631244517146805810835761062672619291715957574974592561353153491023731786375,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,15->-d,15,115792089237316195423570985008687907852837564279074904382605163141518161494322,97505755694356382817881959832717013755620551362654128955029190924747025549326,39856815248295663243990443767776362321337592747889787217974905533720651000664,97505755694356382817881959832717013755620551362654128955029190924747025549326,75935273989020532179580541240911545531932391917750776821482678474188183670999,0,1,36078458740724868935590097473135183210594799169860989603507772940467532670335,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,16->-d,16,115792089237316195423570985008687907852837564279074904382605163141518161494321,104059883622109321374094289636044428849728529177856482232626205340719788190730,112122903140080327253741791678230372394936108416576609264408917599318947489825,104059883622109321374094289636044428849728529177856482232626205340719788190730,3669186097235868169829193330457535458333876249063954775048666408589887181838,0,1,-108453717042844459083912598347772836936602232167512654489360251190729060307987,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,17->-d,17,115792089237316195423570985008687907852837564279074904382605163141518161494320,100862081773581120499222301212791081193994281440454033593790618293887747050036,29883864782608871580821802176208615141762369223249393426421538275393411672951,100862081773581120499222301212791081193994281440454033593790618293887747050036,85908224454707323842749182832479292711507615442391170613036045732515422998712,0,1,56024359672098452261927380656270677569745246219141777186614507457122011325761,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,18->-d,18,115792089237316195423570985008687907852837564279074904382605163141518161494319,38901272619685732968285380035171577070479117282397203902622597987558769928140,87393127487643849618870152207476122589010570440825041333620493866032028851544,38901272619685732968285380035171577070479117282397203902622597987558769928140,28398961749672345804700832801211785264259414224815522705837090141876805820119,0,1,-58994165737971503814169319406264337324751156216009518627783403724155223031425,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,19->-d,19,115792089237316195423570985008687907852837564279074904382605163141518161494318,19588375357829479297593261744848590434972900972071148260168833594658324503404,60568592333449737531184420002591396163903580402725242236305558432410218044282,19588375357829479297593261744848590434972900972071148260168833594658324503404,55223496903866457892386565006096511689366404262915321803152025575498616627381,0,1,-5345095429583279638797854996494884474537176139809920433153532856911601416901,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,20->-d,20,115792089237316195423570985008687907852837564279074904382605163141518161494317,34773495056115281091786765947597603724784643419904767525769502836017890139287,8470533044743364938367028725608288731153024648869546164814808839694950063162,34773495056115281091786765947597603724784643419904767525769502836017890139287,107321556192572830485203956283079619122116960016771017874642775168213884608501,0,1,98851023147829465546836927557471330390963935367901471709827966328518934545339,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,21->-d,21,115792089237316195423570985008687907852837564279074904382605163141518161494316,24049875635381557237058143631624836741422505207761609709712554171343558302165,22669890352939653242079781319904043788036611953081321775127194249638113810828,24049875635381557237058143631624836741422505207761609709712554171343558302165,93122198884376542181491203688783864065233372712559242264330389758270720860835,0,1,70452308531436888939411422368879820277196760759477920489203195508632607050007,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,22->-d,22,115792089237316195423570985008687907852837564279074904382605163141518161494315,29908081367423272746086114569421970207888665320998202915346633185016778189308,19705544727792599099830884487151299095417296550955739824847212341657057716097,29908081367423272746086114569421970207888665320998202915346633185016778189308,96086544509523596323740100521536608757852688114684824214610371666251776955566,0,1,76380999781730997223909216034385309662435391563729084389763159324594719239469,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,23->-d,23,115792089237316195423570985008687907852837564279074904382605163141518161494314,21545045623056848826483343441081830815719530893582365358444562918095175994431,1296978981679745807043951140304019026881137717020402959957988455650813508967,21545045623056848826483343441081830815719530893582365358444562918095175994431,114495110255636449616527033868383888826388846948620161079499595552258021162696,0,1,113198131273956703809483082728079869799507709231599758119541607096607207653729,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,24->-d,24,115792089237316195423570985008687907852837564279074904382605163141518161494313,115090238283566018960826468250608273126387416636633736439689841211757211870926,47185183227829754668635270747409548752084785367264057948864458978444304762303,115090238283566018960826468250608273126387416636633736439689841211757211870926,68606906009486440754935714261278359101185199298376506090593125029464529909360,0,1,21421722781656686086300443513868810349100413931112448141728666051020225147057,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,25->-d,25,115792089237316195423570985008687907852837564279074904382605163141518161494312,66165162229742397718677620062386824252848999675912518712054484685772795754260,52018513869565587577673992057861898728543589604141463438466108080111932355586,66165162229742397718677620062386824252848999675912518712054484685772795754260,63773575367750607845896992950826009124726395061499100600991475927796902316077,0,1,11755061498185020268223000892964110396182805457357637162525367847684969960491,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,26->-d,26,115792089237316195423570985008687907852837564279074904382605163141518161494311,46375854666189782329411331467438732923135312366454677774518044107217916677258,28872066516664221627799718496556756366588329842312456769228220433104069963108,46375854666189782329411331467438732923135312366454677774518044107217916677258,86920022720651973795771266512131151486681654823328107270229363574804764708555,0,1,58047956203987752167971548015574395120093324981015650501001143141700694745447,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,27->-d,27,115792089237316195423570985008687907852837564279074904382605163141518161494310,99023490166718961467148584643029653267652245207820783364668071358307234645801,75362751621984629832705305750958516370071248757681753180287377123479199292501,99023490166718961467148584643029653267652245207820783364668071358307234645801,40429337615331565590865679257729391483198735907958810859170206884429635379162,0,1,-34933414006653064241839626493229124886872512849722942321117170239049563913339,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,28->-d,28,115792089237316195423570985008687907852837564279074904382605163141518161494309,38862517885349586199469132990077977525522399615397327331631717567532241615208,56796032415390392137148811074183321813766115156763923072036584114852967736264,38862517885349586199469132990077977525522399615397327331631717567532241615208,58996056821925803286422173934504586039503869508876640967420999893055866935399,0,1,2200024406535411149273362860321264225737754352112717895384415778202899199135,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,29->-d,29,115792089237316195423570985008687907852837564279074904382605163141518161494308,88789495143442116025801984763830218317601484092281216301053684219001740388315,14971629676138079947354454610178388572791590863859394042797260533911845233794,88789495143442116025801984763830218317601484092281216301053684219001740388315,100820459561178115476216530398509519280478393801781169996660323473996989437869,0,1,85848829885040035528862075788331130707686802937921775953863062940085144204075,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,30->-d,30,115792089237316195423570985008687907852837564279074904382605163141518161494307,49378132684229722274313556995573891527709373183446262831552359577455015004672,78123232289538034746933569305416412888858560602643272431489024958214987548923,49378132684229722274313556995573891527709373183446262831552359577455015004672,37668856947778160676637415703271494964411424062997291607968559049693847122740,0,1,-40454375341759874070296153602144917924447136539645980823520465908521140426183,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,31->-d,31,115792089237316195423570985008687907852837564279074904382605163141518161494306,48009403158434809478298710137233764200988036438868259456275038304221065242292,101379581344212856035375194820281365028426536613141130008386086305632315345538,48009403158434809478298710137233764200988036438868259456275038304221065242292,14412507893103339388195790188406542824843448052499434031071497702276519326125,0,1,-86967073451109516647179404631874822203583088560641695977314588603355796019413,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,32->-d,32,115792089237316195423570985008687907852837564279074904382605163141518161494305,95440839670107969455973995843666399663662641812074432045896568980475242364517,67400892360194400039319989411395972789004161889863182881857158544061243615929,95440839670107969455973995843666399663662641812074432045896568980475242364517,48391196877121795384250995597291935064265822775777381157600425463847591055734,0,1,-19009695483072604655068993814104037724738339114085801724256733080213652560195,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,33->-d,33,115792089237316195423570985008687907852837564279074904382605163141518161494304,10219441022991940610048493520113102240595005085840974180672104038719657072293,84023467742492607926612431243360899514584580916128500081114886405247779677078,10219441022991940610048493520113102240595005085840974180672104038719657072293,31768621494823587496958553765327008338685403749512063958342697602661054994585,0,1,-52254846247669020429653877478033891175899177166616436122772188802586724682493,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,34->-d,34,115792089237316195423570985008687907852837564279074904382605163141518161494303,12619776604307790469550660645393525758448419897555601226868753617320214526993,86272100689574882152938150858861318820088413186167100601966648021512258522745,12619776604307790469550660645393525758448419897555601226868753617320214526993,29519988547741313270632834149826589033181571479473463437490935986396576148918,0,1,-56752112141833568882305316709034729786906841706693637164475712035115682373827,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,35->-d,35,115792089237316195423570985008687907852837564279074904382605163141518161494302,43584328072464330665967763306297595761508151294385275883849271528835646125177,1171731419844835688478928898148416329180259014376715189840427072871218252873,43584328072464330665967763306297595761508151294385275883849271528835646125177,114620357817471359735092056110539491524089725651263848849617156935037616418790,0,1,113448626397626524046613127212391075194909466636887133659776729862166398165917,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,36->-d,36,115792089237316195423570985008687907852837564279074904382605163141518161494301,101419098787597942766661010883841213675986572091206578880178916574081925093625,53748097764673089702489673031527129553025318704228137363806494938199580582828,101419098787597942766661010883841213675986572091206578880178916574081925093625,62043991472643105721081311977160778300244665961412426675651089069709254088835,0,1,8295893707970016018591638945633648747219347257184289311844594131509673506007,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,37->-d,37,115792089237316195423570985008687907852837564279074904382605163141518161494300,44696466249196887777481833878429299174322536392992392205634510941844339159869,58341336599715296255997469230977942456412351469447624645098110293822755987119,44696466249196887777481833878429299174322536392992392205634510941844339159869,57450752637600899167573515777709965396857633196192939394359473714086078684544,0,1,-890583962114397088423953453267977059554718273254685250738636579736677302575,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,38->-d,38,115792089237316195423570985008687907852837564279074904382605163141518161494299,82592391416753704330480457266605199466589998476548643675167586509583694299127,96352244311289141626709213538144106127822954871227876742730890119647945927428,82592391416753704330480457266605199466589998476548643675167586509583694299127,19439844926027053796861771470543801725447029794412687296726693888260888744235,0,1,-76912399385262087829847442067600304402375925076815189446004196231387057183193,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,39->-d,39,115792089237316195423570985008687907852837564279074904382605163141518161494298,58245954963044076335222193032419637688317373475605757277584156718458924469103,12764036181290433088658499435961200322530176588733628912045896254235383420282,58245954963044076335222193032419637688317373475605757277584156718458924469103,103028053056025762334912485572726707530739808076906935127411687753673451251381,0,1,90264016874735329246253986136765507208209631488173306215365791499438067831099,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,40->-d,40,115792089237316195423570985008687907852837564279074904382605163141518161494297,65977930378964483966842705159007630837451149704819265634327747226133817150731,106574384264472205627876631445935175739834375489227447805380155393950263965849,65977930378964483966842705159007630837451149704819265634327747226133817150731,9217704972843989795694353562752732113435609176413116234077428613958570705814,0,1,-97356679291628215832182277883182443626398766312814331571302726779991693260035,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,41->-d,41,115792089237316195423570985008687907852837564279074904382605163141518161494296,55442706224332212356956949983947160877073898960448236395042968736464621521147,5905242281663190858892708265754696019921609450612128937011632221309721495543,55442706224332212356956949983947160877073898960448236395042968736464621521147,109886846955653004564678276742933211833348375215028435102445951786599113176120,0,1,103981604673989813705785568477178515813426765764416306165434319565289391680577,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,42->-d,42,115792089237316195423570985008687907852837564279074904382605163141518161494295,115136800820456833737994126771386015026287095034625623644186278108926690779567,3479535755779840016334846590594739014278212596066547564422106861430200972724,115136800820456833737994126771386015026287095034625623644186278108926690779567,112312553481536355407236138418093168838991772069574016475035477146478633698939,0,1,108833017725756515390901291827498429824713559473507468910613370285048432726215,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,43->-d,43,115792089237316195423570985008687907852837564279074904382605163141518161494294,96414945312501980282409358461754977502747357521062737878469375231739675541449,108016644921439980219149763541432916357155273945921323318636524851968650287411,96414945312501980282409358461754977502747357521062737878469375231739675541449,7775444315876215204421221467254991496114710719719240720821059155940184384252,0,1,-100241200605563765014728542074177924861040563226202082597815465696028465903159,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,44->-d,44,115792089237316195423570985008687907852837564279074904382605163141518161494293,42072772011086351294328511389423850314698152445154323541536957340534349973349,99133657745585934968186133288050721248258413615930917407282740640761199917928,42072772011086351294328511389423850314698152445154323541536957340534349973349,16658431491730260455384851720637186605011571049709646632174843367147634753735,0,1,-82475226253855674512801281567413534643246842566221270775107897273613565164193,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,45->-d,45,115792089237316195423570985008687907852837564279074904382605163141518161494292,2069755349039566255304036353648839232649715781170511813011535420394543798627,53173698995439924366951845531266805314230463309822098990695656330917108292762,2069755349039566255304036353648839232649715781170511813011535420394543798627,62618390241876271056619139477421102539039521355818465048761927676991726378901,0,1,9444691246436346689667293946154297224809058045996366058066271346074618086139,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,46->-d,46,115792089237316195423570985008687907852837564279074904382605163141518161494291,112485767891133126222498548010271946438760990210983300801299715976951536768791,85739109496996784368776054024999276184984966609644199395125789597014054674947,112485767891133126222498548010271946438760990210983300801299715976951536768791,30052979740319411054794930983688631668285018055996364644331794410894779996716,0,1,-55686129756677373313981123041310644516699948553647834750793995186119274678231,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,47->-d,47,115792089237316195423570985008687907852837564279074904382605163141518161494290,54253141229701892740678441538472478126466317116121420289154985997987923385716,67647191893224491627918802490479062705030965032432110320079555712709270724822,54253141229701892740678441538472478126466317116121420289154985997987923385716,48144897344091703795652182518208845148239019633208453719378028295199563946841,0,1,-19502294549132787832266619972270217556791945399223656600701527417509706777981,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,48->-d,48,115792089237316195423570985008687907852837564279074904382605163141518161494289,50111670963408569345385204828013406423962206186815367070190059614189255189955,96344650049071302355595011727277439354119658646232861677212062449792674989672,50111670963408569345385204828013406423962206186815367070190059614189255189955,19447439188244893067975973281410468499150326019407702362245521558116159681991,0,1,-76897210860826409287619038445866970854969332626825159314966540891676515307681,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,49->-d,49,115792089237316195423570985008687907852837564279074904382605163141518161494288,109846273198995465046214558810696509369395695668678477567979041624391316796720,101711840700253487202274292900077312932162220876743713596510869779955653950519,109846273198995465046214558810696509369395695668678477567979041624391316796720,14080248537062708221296692108610594921107763788896850442946714227953180721144,0,1,-87631592163190778980977600791466718011054457087846863153564155552002473229375,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,50->-d,50,115792089237316195423570985008687907852837564279074904382605163141518161494287,18752372355191540835222161239240920883340654532661984440989362140194381601434,88478450163343634110113046083156231725329016889379853417393465962619872936244,18752372355191540835222161239240920883340654532661984440989362140194381601434,27313639073972561313457938925531676127940967776260710622064118045288961735419,0,1,-61164811089371072796655107157624555597388049113119142795329347917330911200825,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,51->-d,51,115792089237316195423570985008687907852837564279074904382605163141518161494286,31766568681566786811585556083273569704981103744700868374944839455567139361883,42892316439533998508363691869839348703863091985464714880496520815537080971390,31766568681566786811585556083273569704981103744700868374944839455567139361883,72899772797782196915207293138848559149406892680175849158961063192371753700273,0,1,30007456358248198406843601269009210445543800694711134278464542376834672728883,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,52->-d,52,115792089237316195423570985008687907852837564279074904382605163141518161494285,19511180689223863964676874168627421459323156917296991798297923962201555596949,57367979562017697409196531308288663269903370049256107839675184520239291074509,19511180689223863964676874168627421459323156917296991798297923962201555596949,58424109675298498014374453700399244583366614616384456199782399487669543597154,0,1,1056130113280800605177922392110581313463244567128348360107214967430252522645,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,53->-d,53,115792089237316195423570985008687907852837564279074904382605163141518161494284,109204401742901676102938274178210524270147101032576152349016621748734496666183,93562928090829704595527535353598406140745506107437687143296992058804640357878,109204401742901676102938274178210524270147101032576152349016621748734496666183,22229161146486490828043449655089501712524478558202876896160591949104194313785,0,1,-71333766944343213767484085698508904428221027549234810247136400109700446044093,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,54->-d,54,115792089237316195423570985008687907852837564279074904382605163141518161494283,36122698064134239917117034944532638029925389202648589133547978226819319812203,17027329777463400105144356958107372283640412543533161381521436991456009891579,36122698064134239917117034944532638029925389202648589133547978226819319812203,98764759459852795318426628050580535569629572122107402657936147016452824780084,0,1,81737429682389395213282271092473163285989159578574241276414710024996814888505,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,55->-d,55,115792089237316195423570985008687907852837564279074904382605163141518161494282,91804187441772561664481510830917750223077921964002572402238128845622951625169,91945440139593333380184788272080657792196709314822575974121657953469941695606,91804187441772561664481510830917750223077921964002572402238128845622951625169,23846649097722862043386196736607250061073275350817988065335926054438892976057,0,1,-68098791041870471336798591535473407731123433964004587908785731899031048719549,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,56->-d,56,115792089237316195423570985008687907852837564279074904382605163141518161494281,85443494863408502680908561006538876660936831179320971186834465657383528300823,41574129741798670788318102088797945519763253166412892215513009393101328479924,85443494863408502680908561006538876660936831179320971186834465657383528300823,74217959495517524635252882919889962333506731499227671823944574614807506191739,0,1,32643829753718853846934780831092016813743478332814779608431565221706177711815,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,57->-d,57,115792089237316195423570985008687907852837564279074904382605163141518161494280,17189284425153064836001861279656763224636129289551722165462018837400972173600,29445779904272847763706160655321487704701247799275275841430067857695472241472,17189284425153064836001861279656763224636129289551722165462018837400972173600,86346309333043347659864824353366420148568736866365288198027516150213362430191,0,1,56900529428770499896158663698044932443867489067090012356597448292517890188719,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
negation,58->-d,58,115792089237316195423570985008687907852837564279074904382605163141518161494279,31361859868524256934340493392748324439250961207479738197811398391136366390587,66949045302018276465653829790546454755295341269007016439257946146448951430658,31361859868524256934340493392748324439250961207479738197811398391136366390587,48843043935297918957917155218141453097974643396633547600199637861459883241005,0,1,-18106001366720357507736674572405001657320697872373468839058308284989068189653,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,negation_canonical_layers,True,False,True,False
