source,d0,q_x,q_d,q_gap_x,q_gap_d,perm_x,perm_d,dx0,dx1,dx2,dd0,dd1,dd2,argmax_dx,argmax_dd,argmin_dx,argmin_dd,ranks_dx,ranks_dd
walk,289,1,1,1,1,201,012,32147065540676031500976746919727567347901635088044457403110464636055672610404,53691403472240091008744878108367890774095899574210668506961758578129520209723,29953620224400072913849359980592449731272450003385438129385360793723641851536,16068836644360735130005417907617572151361991301426627745318001591924235757235,83654415948594725163560149193452763550113581676221648891969159957669689979000,16068836644360735130005417907617572151361991301426627745318001591924235758102,1,1,2,0,120,021
walk,290,1,1,2,1,021,012,19255100454538241877531758538753758817258343116339185174180172098883375073946,107034231475840316187803445710053937490659208203381252723442289931514249072661,105294846544253832781806765768568119398622418011560690181292705985420045196719,53786917007516732032931639391092592602289648856909214733934622134812233737252,8218255222282731357707706226502722648258266565256474914735918871893694018963,53786917007516732032931639391092592602289648856909214733934622134812233738122,1,2,0,1,021,102
walk,291,2,1,2,2,102,021,112463889783848972026337738857103539927681322272941018860935776478798186979414,26729802293232074170556031994722994592493814397870846138588281849194491608695,92390486397551344650248199165549281186364832660469263079391109687824990755217,91504997370672728935857860874567613053217306412391801722551242677700231717269,48574183733286932975426248268240589599240515733366205320107840927635859553263,91504997370672728935857860874567613053217306412391801722551242677700231718142,0,2,1,1,201,102
walk,292,2,1,1,1,012,012,83531584489047025701067151301403786642525502956258065536990359463370491874794,12824094524501242573637532598166722781434888308685288056029915412221848932181,19436410223767927148866301109117398429309593400697210446437309132316493864688,13430988496512530415213097349354725651307399688799484328562700079070068202949,88930112244291134593144790309978456550222764901475935725479762983378025087563,13430988496512530415213097349354725651307399688799484328562700079070068203825,0,1,1,0,201,021
walk,293,2,1,1,1,012,012,18318940849889032951377298399696423434961137392325849337410630724599394487064,25782450185384814870634721171045986098611017524321806185055083705894707594386,71690698202042347601558965437945498319697829748992908516991869577414732590213,51149068859668527318139318832829746102235057244282071317179320621958066182966,13493951517979140787292347343028415648367449790510761748246521897602029127526,51149068859668527318139318832829746102235057244282071317179320621958066183845,2,2,0,1,012,102
walk,294,1,1,1,2,120,021,38873416724685492775835719154811213096561099361099698521177812478213855363303,28311704290335044557882706012074490364980840782197975767557982212241180769284,48606968222295658089852559841802204391728044522342889750721789317453798539076,88867149222824524221065540316304766553162714799764658305795941164846064162983,53849880028983342405010889384766282599349698958620492153618443953344194661826,88867149222824524221065540316304766553162714799764658305795941164846064163865,2,2,1,1,102,102
walk,295,1,1,2,1,021,012,29332288733319202171738153705153202112711388805653990727548821511144419787077,109214474759523845941734528153025307719576319728943820032807915189228345978246,93037414981789342733669288159197305874252260796683317318558431315444903578003,10793140348664325700420776791091879151252808076172340911807398566215900648663,94205808539987544022729431426504149550331948126730222558990366009086360196126,10793140348664325700420776791091879151252808076172340911807398566215900649548,1,1,0,0,021,021
walk,296,2,1,2,1,102,012,15289134237031265013569708686153624929509942590787167369481229872921881880619,105773057669079878220759296949888599981297849422045138310082881430105550338736,110521986568521247612812964381333590795732177318448822399351056712790237123971,48511220711820322603346998274566899602180465631654927900424019109103898628680,18769647813675550216876988459554108648476633015765048581757124923310364236089,48511220711820322603346998274566899602180465631654927900424019109103898629568,2,2,0,1,012,102
walk,297,2,1,1,2,201,021,3596225495313014327388648344822525911262993481030374918275624294605069377436,37472628164890597555719994940729456668037060322666150934014230237178325022061,74723235577112583540462341723135925273969930861944038187167729476125440272166,86229301074976319506273219758041920053108123187137514889040639651991896608697,59125576324679751834595530501291975599458882183874778987129046979052529770389,86229301074976319506273219758041920053108123187137514889040639651991896609588,2,2,0,1,012,102
walk,298,2,1,1,1,012,012,40712056569035825997600823003939440414373913500329244004660430745115769000468,5321170992260748275416038262090396209642641334049969456070399099108271165890,69758861676019621150554123742658071229253429831261350578726754163684794505305,8155292200816120985628456232829032651198216463545197495052097053361733094377,99481504835683953452314072543029842550441131351984509392500969034794695304689,8155292200816120985628456232829032651198216463545197495052097053361733095271,2,1,1,0,102,021
walk,299,2,1,2,1,210,012,104013323713522194789397857382237018804659435747461629236508617777413884524294,70595831514415398243473366543726065417683251791748005470670027487693238082952,56975023246694797814270746091412731484197281792071493371736522750710546736080,45873372563972117888554677716304053102125874019027784483668717596249731074394,24045344109371959646461629576079801648585816241019335415267727949018699344652,45873372563972117888554677716304053102125874019027784483668717596249731075291,0,2,2,1,210,102
walk,300,2,1,2,2,021,021,33699813253084931107257210594783553301160943301295229516662928133969227991853,98614823456349541843576642943612008542188808667098122388467211647961084858660,99269541765197917896308116478980253863190217362887776173785028233887356492813,83591452927128114791480899199779073553053531574510371472285338139137729054411,64401272620376161264180171617817668599568065409129065820639650004760864878952,83591452927128114791480899199779073553053531574510371472285338139137729055311,2,2,0,1,012,102
walk,301,1,1,2,1,021,012,73736310139472092117698933123627132457743333782338845854562638967801480405173,53535780651250817804206674245966794319459317230250671904532718244122823670143,104312087683909480925236362647781888929337318318691610319819810803893365268010,5517444052967916270836135674566186151143624850918054078296795540507565540091,104757201131380362881898713659555535550550314577238796226011572060503030413252,5517444052967916270836135674566186151143624850918054078296795540507565540994,2,1,1,0,102,021
walk,302,1,1,2,1,102,012,73822014180094491132114463294182232905212467855592825034073304751314502872728,62261684213426590343702344989378230065100444949125566097497985770657805245960,95500480081111309371325161733815352736227056526562736947343877493845361224638,43235524416123913173762357158041206602071282406400641066913416083395563520108,29321040405068369076046270692605494648694999466273622248778330974727034453215,43235524416123913173762357158041206602071282406400641066913416083395563521014,2,2,1,1,102,102
walk,303,2,1,2,2,021,021,53795009458858339772213420882774421646469951782919342090956238123574744661739,87885969066777148524442002171611544604252621968979508097002905655101375126826,89903199948996902550486546962989849455817395579382277890956024237141549554761,80953604779279910076688578641516227052998939961883228055530036626283561500125,69676968916072570693764812734343361599677248634383352654150253030469199987515,80953604779279910076688578641516227052998939961883228055530036626283561501034,2,2,0,1,012,102
walk,304,2,1,1,1,120,012,40932933489397994200414668106024849077601454322811635561573428956081961567014,42275250267819566525587681536003690113976700902863664177461566029340375838540,32583905480098634697568635366659368661691829439965264300422589022486497266109,2879595905119711556043815116303339651089033238290910661541494027653397985805,110032897427076772311483354776081228550659497802493083059522175086211365521815,2879595905119711556043815116303339651089033238290910661541494027653397986717,1,1,2,0,120,021
walk,305,1,1,1,1,012,012,10786068905636889868600438482407739609634021731622800472449242307582164903809,88907379062300644794351460554998241041403710907528267745803706245436060111499,16098641269378660760619085971281927202232252026489495821204635454890609656355,40597676268275708458970036599778360102016690793773497650158114570541395965822,34596736700764778505630911809131187648804182691527909082288934000435369561778,40597676268275708458970036599778360102016690793773497650158114570541395966737,1,2,0,1,021,102
walk,306,1,1,1,2,120,021,81945905222861698269899782206947745809770682350185144156763645877177690823762,577842747839551614411425193876586809804852396633587401199550790480280076252,33268341266614945539259777607863575233694449918821832481494387340250863771649,78315756631431705361896258083253380552944348349256084638774735113429393945839,74952665211768980123349453850869054599786431859637639487660856056177535096078,78315756631431705361896258083253380552944348349256084638774735113429393946757,0,2,1,1,201,102
walk,307,1,1,2,1,021,012,51087050099218645819330527533269340911937436449424044305607916667266336189730,113790430215555860140109876571280992760649443023863361402846100671338870605251,66706698159857884887701565912825482033953089857993722370461150677212462548345,241747757271506841251494558040493151034441625663767244786192514799230431519,115308593722773181741067995892606921550768681027747369893032778111919700630378,241747757271506841251494558040493151034441625663767244786192514799230432440,1,1,0,0,021,021
walk,308,2,1,2,1,021,012,57140815112227310096101219498353636727205711789603731445941277496326517485431,77169572874047425953851086288664318599931936580033767340830544897856682948542,97273790488357654797189664230357860379402320961643629292143345621634468909353,37959828120427503744177716041515513601962099181146354233402813057687228411536,39872432996461187935215552925656880648913365916782195915799537026143704670341,37959828120427503744177716041515513601962099181146354233402813057687228412460,2,1,0,0,012,021
walk,309,2,1,1,2,120,021,33334414164120552118690208861276985120417958837672865867967394790200338280409,51583956925600093505380427426162801367192064545273626794719547102607302703757,30873718147595549799500348721248121365659961282694071376770642115101193687497,75677908483583500647103937524990534052889756736628941222019433600575226391553,80228361507465389552934094967394747599895615084891926321171459081885870204641,75677908483583500647103937524990534052889756736628941222019433600575226392480,1,1,2,0,120,021
walk,310,1,1,2,2,102,021,92102674624991450355783854744063623176110667413977975125292378670959645145218,46330496964001072656638064719608967772501336345058186534821905465551997543719,93151006885639867834720050553703224757927965572244966418800883879306026654389,113395988846739497550030159008465554503817414292111528210636054143463224371570,4792200781153395747081652000444706698040299973926752343938217996109874244604,113395988846739497550030159008465554503817414292111528210636054143463224372500,2,2,1,1,102,102
walk,311,1,1,2,1,021,012,73914560940234059042742040369321070287695977511586697074519987495658184006043,77346671976175787950565718236977566450723128118352632370178921291095894176903,80322945558222543853834211411077178968120863701341798634216259229063591160380,35321979972579299029385395483252667101907507568519210816647511544833060857250,45148129292157597364800194042182573649022549142036482749310140051852039778904,35321979972579299029385395483252667101907507568519210816647511544833060858183,2,1,0,0,012,021
walk,312,2,1,1,2,120,021,72026066034784163241672451852139715888252400734470339647871613274759859177150,12980394082858891257854817128984525844444802323106178579258003682490120728933,30785629119673140924043716027563666120572781608064045812327967050658854765580,73040060335735295932311616966727687552835165124001797805264132087721058837267,85504057803161798982518736083920440600004798310146213154682062107594205313204,73040060335735295932311616966727687552835165124001797805264132087721058838203,0,1,1,0,201,021
walk,313,2,1,2,2,021,021,80186675572464039768101586504356115170424980182689532047138903567927005936983,113794443890488613305643977768648524355322606515836845270124811203624522851689,37603059011679737773396405744371176180792382632754750761651453244266140554654,110758140698891292835237838450202708003762822679484384793880752630609056817284,10067897076849805176666293116970399698149483199181039177448821021818209353167,110758140698891292835237838450202708003762822679484384793880752630609056818223,1,2,2,1,120,102
walk,314,1,1,2,1,102,012,107386804202589809957374308339882125070352243675246616349382867824228402925343,68689781581953041078930659446714028175404916229301047037588477570172331112775,55507592690089539810837002230779662460782809426733464691943822621416935305208,32684131824731094314593074924989820601852915955892067399892210031978893302964,50423825587854006794384835158708266649131732367290769582820743077560374887467,32684131824731094314593074924989820601852915955892067399892210031978893303906,0,1,2,0,210,021
walk,315,1,1,2,2,102,021,107187237607556411686538835247661802255923869366520163211118742768185618102683,93032014145174005151222950285999622291443716690530861843697173504847028475257,31364926721901974009380184483714391159172383274230103024099251742785022765386,70402212187887091217519296408464841052780573511374654388508830574866891282981,90779754098858208412103377200446133600113981535400499988192665133302540421767,70402212187887091217519296408464841052780573511374654388508830574866891283926,0,1,2,0,210,021
walk,316,1,1,1,2,012,021,32664438691017643382224839599554061458165527418454060798699683833571983712517,24207310968223900403298867978912648161111853230021083271259641932215042130884,58920339578074651638047277430221198233992604017165419969498258242121808828262,108120292551043088120445517891939861503708231066857241377125451117754889262998,15343593372546214606250934233496092698258666424435326010959424047526544461730,108120292551043088120445517891939861503708231066857241377125451117754889263946,2,2,1,1,102,102
walk,317,1,1,1,1,201,012,8228746030036113480865599967542489818869807571234486380467253453457822958950,105720432131214519529640664726059310424611814078506603575872873984470092701978,1842911076065562413064720315086107609788363015899474083117456569980919010735,30046283676882889599800754366726974101798324343264923983136908519124725748678,55699521883550416223969476275233959649240915592545056416331346103268709996030,30046283676882889599800754366726974101798324343264923983136908519124725749629,1,1,2,0,120,021
walk,318,2,1,2,2,210,021,78390828865297484950429965838455838432153258916314288149643052198663720901114,114745255161352205681239439272435759853521543055695178862529800404214980431613,38448094447982700215472564906484217420865167359271661066742315412938968010599,67764364040038886502726975850201994552725981898747510971753529062012723728695,96055450394554617841688018316971826600223164760654786821703268159010875530330,67764364040038886502726975850201994552725981898747510971753529062012723729649,1,1,2,0,120,021
walk,319,1,1,2,2,210,021,91004284699919679856440726305282437339422174236821737122863439923548501207855,70295075973902171513385324003839944868615299972948174885423538880260995572025,70284817800810539477315919708253433498502495121511216070628189212008172563446,105482444403194883405653197333677015003653639454230097960370149604900721708712,20619289668242624035835575350021785698367849649689612844470027073234879570293,105482444403194883405653197333677015003653639454230097960370149604900721709669,0,2,2,1,210,102
walk,320,2,1,1,1,120,012,5897034569423611917901395140223584392436343040664016847672248878655080086196,106561550588448357985977465630772716701371920142687681680744726107867709018570,3333504079444225519692124237691606759461721482288865511040609021386045566897,27408435529034684885008433808464127601743732730637780566381607006270558194392,60975218179246825653554117391759652649350098817799343249841949128977045104593,27408435529034684885008433808464127601743732730637780566381607006270558195352,1,1,2,0,120,021
walk,321,1,1,1,2,120,021,65262740678890445476252456225669475024925370762770875411790054141701094125877,27869162804492033000212519225647400706790377112116851612207068591779125222626,22660185753933716947106009557371032121554236790752837015460461274428615323160,65126515892190681787934655291939148052671390286120367554998227549158556174409,101331146690251027271272659433497519600332347985909073655213871184719210638893,65126515892190681787934655291939148052671390286120367554998227549158556175372,0,1,2,0,210,021
walk,322,2,1,2,2,021,021,48466703990238642953266596361066429174049911446900361908940409872790845146166,103267023144065810281235708845018807800077137560636864099200215283661191194648,79850451340327937612639664811290578732412920323743902070774542859365633002512,102844596255346678690860876775414168503599047841602954543614848092046554154426,25894985963939033465420216466547478698477032874943899677980630098943214678856,102844596255346678690860876775414168503599047841602954543614848092046554155392,1,2,0,1,021,102
walk,323,1,1,2,1,210,012,107840388122327756194991244516245816537969630378524646660934683173667231386144,100341399542352471116024894830982463486691223785957385761667850296450411609726,23402390809952163536125830670147535681879115166799095656312634545700026347456,24770587381186480170216113250201281101689141118010637149626305493416390640106,66250914474943235083138758508285345649459282043053630083352552154685380213156,24770587381186480170216113250201281101689141118010637149626305493416390641075,0,1,2,0,210,021
walk,324,1,1,2,2,021,021,43323476722577780519865749541248634240304471162420465258477434567373698571157,96688685585991576127933077492781926810436389778938698967365310896450594913607,91572016166063034199343142983345254655799108389921963853072422551993375858562,62488667744342477073142334733676301552616798673493224138242926036304388620123,106606842985947436700857300550023212600441531211163360488724474210427545747456,62488667744342477073142334733676301552616798673493224138242926036304388621095,1,1,0,0,021,021
walk,325,2,1,1,2,012,021,31799505669657665271008399814790065564913109917519929743349464264889738160732,5883782003656338240649057714559783333427532486481079222763142499278181546900,78108801564002191911913527479338058954929342261639555073344977243740914964031,100206748107498473976068556217151322003544456228975811126859546579192386600140,31170682259635442895004857583073171698586216100198186511491233124651549787419,100206748107498473976068556217151322003544456228975811126859546579192386601115,2,2,1,1,102,102
walk,326,2,1,1,1,120,012,44914625481211553094738870374883314326026743231225220219221308992769699046052,62990545477232639058886617938743230308882581137024585387865961371851831543103,7886918278872003269945496695061363218360660297390758432370313643287304082508,22132739233338275455423792691938434601634549505383493732871003980562223085820,71526610770639644512723399624811038649568465268307916916863155180393715321719,22132739233338275455423792691938434601634549505383493732871003980562223086798,1,1,2,0,120,021
walk,327,2,1,2,2,021,021,100736167800335433413766748389255436739345458289921819047016136496295908237639,109882292440614690302553252218283300011042131458021845811077708993910176784121,20965718233682267130821969409837078956152379583337463220821322525611584321566,59850819596494272358350014175413455052562207060866080721487624523450221065837,111882539281643846130441941666548905600550714436417647322235077236135880856019,59850819596494272358350014175413455052562207060866080721487624523450221066818,1,1,2,0,120,021
walk,328,2,1,2,2,210,021,72433359733243640708978454306420681719517679476891133674323439411335813790160,100398386319994066957043229038821497356744881076446317651022835725862602093098,58752432421394683181120286672133636630277408777943676753568892878619253460068,97568899959650269261276235658888475503489864616348667710104245066338219045854,36446378555331852324589498699598864698695399325452473345001836150359884895982,97568899959650269261276235658888475503489864616348667710104245066338219046838,1,2,2,1,120,102
walk,329,2,1,1,1,120,012,52565650085994962295797078995054122872978726125818584758758888045562479917855,13197145394274123652658386344760416994500337045731414040107595781626037749230,50029293757047109475115519668873367985790921494090565240591100180720317004578,19494891085490070740631472133675588101579957892756350316115702467708055531534,76802307066336053942308040741336731649677648493562203750373758206102050430282,19494891085490070740631472133675588101579957892756350316115702467708055532521,0,1,1,0,201,021
walk,330,1,1,1,1,012,012,38371601603551854444524275709341011927086226357336841617208311397911634892712,14219236362354825379251995585756145600735086847943982819854518560030363324137,63201251271409515599794713713590750325448671460359739602394754049966836454814,57212971448646067643557693617150608552507615448238937304732323010596053511551,1366146340024060136455597774386690747822333382597029773140517120326054470245,57212971448646067643557693617150608552507615448238937304732323010596053512541,2,2,1,1,102,102
walk,331,1,1,1,2,201,021,67040392679361007162913605134670942025593480978875092242398260603021400456883,47271029362088925931336507007366705629856708432786688668494450571200990464069,1480667195866262329320872866650260197819795253978783128564872833686443750711,94931051811802064546483915100625629003435273003721524293348943553484051491568,41722074851028261754174139816124557698804582550706760178512439176068220004545,94931051811802064546483915100625629003435273003721524293348943553484051492561,0,2,2,1,210,102
walk,332,1,1,1,1,012,012,25530548448551775081717902985522573471845257710272261060535030613592833210901,46868098996842298705852250784798748830777892857807561639488064398657610014967,43393441791922121636000831238366585550646834097560741339434488995658391445795,16857042937641866025839151575412741601525366280129206899360400954853887977248,82078003362032463371892681857862424649786831718816490583884361231810385538845,16857042937641866025839151575412741601525366280129206899360400954853887978244,1,1,0,0,021,021
walk,333,1,1,2,1,021,012,85812181967610697484704509466698264364540668810428959478741473485850590267105,44996572855953979069476086811828200022947954486549180901203561800353141029000,100775423651067714292961373738849351319051346034302987698970132729613938047221,54575123300797862928765373058887762052453023835611793887977021497741885957265,6641842635720469566040238890912383747931516607851316606651120146034389578808,54575123300797862928765373058887762052453023835611793887977021497741885958264,2,2,1,1,102,102
walk,334,1,1,1,2,012,021,30630780814872291634280660224727908810265552412908470635445365344034593963913,45953916174090357774930065973773994843922683635794311933167692226492792733271,39207392248353546014360258810186004199081748616937781470844526437381447974479,92293203663953859831691594542362782503380681391094380876593642040629883937282,46997771146724671183758780932650250698913765775961047012023042201776555113108,92293203663953859831691594542362782503380681391094380876593642040629883938284,1,2,0,1,021,102
walk,335,2,1,2,1,021,012,38162850833267537014283035793495297314690240752017910608347949895919884134484,97049032862821877752971651953060265003235193023276527610479544086252290062716,96372294778542976079887282270820253388614535555986689860087674033645495146126,14219194789793661311046831017149895101470774667502063482605099441999720422962,87353699657728872801477322974388117649896014944070777417394964257518720647408,14219194789793661311046831017149895101470774667502063482605099441999720423967,1,1,0,0,021,021
walk,336,1,1,1,1,012,012,6809319703418054898164776824901794045232123606593645793720688757489353385352,96528266049475001850378435574521989484169214608258023677702922197055267051023,12454503484423138675027772609264124323868646450788894568033973053364214235288,51937275152949658213973052500624915552398432222984650471221719984887718402979,11917538931416878995624880007438076748040699833105603440161723171742724687371,51937275152949658213973052500624915552398432222984650471221719984887718403987,1,2,0,1,021,102
walk,337,1,1,2,2,021,021,57107078105448026366169094919703249963246434981824919455256508865111328124123,65241255520440023180408181778170088050532783451089109588597109826520358961370,109235844848744341300564693319502477692760750898367099035061549324185982257833,89655355516105655116899273984099936003326089778467237459838340527775716382996,52273467442421080613343422049175943699022949001215333845533645227484890221671,89655355516105655116899273984099936003326089778467237459838340527775716384007,2,2,0,1,012,102
walk,338,2,1,1,1,201,012,25062647343918250309507947621335524436390400369745498879670470826761140020736,63936819847543384235109786914200883255791387903530411724014153058018781464365,26792622045854560878953250473151500161088196392364653435772960123128913186562,11581346641945456596254510458887048601416183054874920065849797929145552868676,92629395953425282231061964090913810650005198169325064250905567283227055755971,11581346641945456596254510458887048601416183054874920065849797929145552869690,1,1,0,0,021,021
walk,339,2,1,1,1,120,012,54660759473147385717706326264613118121490519240987004311146580664718918490246,9806648401569305103791875487423244024781948927242418887767298301378471497716,51324681362599504602072783256651545706997516497411140840543705041811444683701,49299427005101453499180731942362069052343840610357507054466418472033550848693,17193235227113288425209521123963769748149883058359890273672326197451059795934,49299427005101453499180731942362069052343840610357507054466418472033550849710,0,2,1,1,201,102
walk,340,1,1,2,2,210,021,73150339398812630928368326408322825038064036122437860372706280640110881342818,87650638812056540913134797344833422682275763423545817125520950129271080344969,70783200263763219005638846264219567986200169785297450580687937246435707655539,87017507368257450402106953425837089503271498165840094043083039014921548828710,57549163738117490042928063165701636699132132226469620679044248253193225330234,87017507368257450402106953425837089503271498165840094043083039014921548829730,1,2,2,1,120,102
walk,341,2,1,2,1,102,012,114518052241228934594422614919803372600350708950053960828814279309573396704511,7257536874172976207697295763951179704232872159566906237182406649143472977735,109808589359230480045022059333621263401956388221660261012918482057100799661080,8943498494097251881462189900624202101361591442247776649094496416291385314390,97905092249121691660646605207439503650114381394579351084416170308935390864534,8943498494097251881462189900624202101361591442247776649094496416291385315413,0,1,1,0,201,021
walk,342,1,1,2,1,021,012,72874201937800844779116984164296711977197715333997200094528562840279509908678,77258596817001428387288357755957328052821849045834414379561645386481717062102,81451379719830117680736628097121775676520404951449513604824959789056442372546,46661578857253248784388411384099222552289248997730363637711116959179383294407,22468931522809697854794162240489462748259066283614177107182929223159394904497,46661578857253248784388411384099222552289248997730363637711116959179383295433,2,2,0,1,012,102
walk,343,2,1,1,2,012,021,668144206063156355720892268360898381001948690390159584045354508918863206525,52951390853807397867130270355283524126005937598493336748464559090281864970178,62172554177445641200719822385043485346262098376757067706947670408708106494960,84379659220409245687314632867574243003216906553212950626327737502067381274424,62824860033813899472512704282227329699241315451723907512554851278901560438797,84379659220409245687314632867574243003216906553212950626327737502067381275453,2,2,0,1,012,102
walk,344,2,1,2,1,210,012,98588333939536584806736971871154249266787971791885456514054065518683147412618,69841913217404959451906572431832133323611480998316722820958922949987506606073,63153931317690846588498425714389433116140516541078948743902179547147015324635,6305650346249047166669869342361355601306999829620633232339194903437217760104,103180788544818101090231246323965196650223564619833637917926773334643725973097,6305650346249047166669869342361355601306999829620633232339194903437217761136,0,1,2,0,210,021
walk,345,2,1,1,1,201,012,26475817868462994162132239403880090059563132661792599617000835436550879844697,83670771928229553791550739003209004611583352302581649268486401339150533541182,5645499440623647469888006601598813182123499701266315153970347232207421285784,44023730709405044069596090825836376052234657385103220220955815446325215740121,27744627818506107284378803357015155748368249508868463940693532248867730013060,44023730709405044069596090825836376052234657385103220220955815446325215741156,1,2,2,1,120,102
walk,346,1,1,1,2,201,021,7905341943434000297106252542737652108015437672017740717116129486915452771938,62667748257071692934834306406141097720075330012401479611860319398085406572591,45218999036810502191630426059809158025179216981221343710481135122907975327134,81741811072561040972522312309311396503162314940585807209572435989213213720138,68100556329510308902097345398753022699350498676978194346065454304609895547360,81741811072561040972522312309311396503162314940585807209572435989213213721176,1,2,0,1,021,102
walk,347,1,1,1,1,012,012,10331553306941035143590191746402478688815807949254608816984303347685437324754,8875845985043895053730471796522994492742302141671068368257864346024634669301,96584689945331265226250321465762434671711874574714886854215416314198762677608,3667802198400842451877548784098509101252408216993489815583893390583050205818,108456484840514510519815887440490889650332747845087924751437376360352061081660,3667802198400842451877548784098509101252408216993489815583893390583050206859,2,1,1,0,102,021
walk,348,1,1,1,1,201,012,20153073607228574665306756751318332532363579247519161426226004342621999831153,48320866296063957091793570579538267491066376011769176396279694392228189765466,47318149334023663666470657677831307829840029406352226216951885273058645075044,41385882561556839354803770267573529552180065772476076804200513933471048185835,33020324114202516713963444473540848748477432734122750774204135274576065121623,41385882561556839354803770267573529552180065772476076804200513933471048186879,1,2,0,1,021,102
walk,349,1,1,1,2,120,021,29853235660185283585148409153855191890292471518312430800011818139601698438977,17148606515665366772247210437079675179230940012495624659977748263949309048574,68790247061465545066175365417753040783746573134832508579468017604357827184112,79103962924712836257729991751048550003107723327958663792817134476359046165852,73376252625206718331681986515278715699459681902232481179576057330318230655923,79103962924712836257729991751048550003107723327958663792817134476359046166899,2,2,1,1,102,102
walk,350,2,1,2,1,021,012,65164501227280545218443618543110669137886689167069182548205902183666052659396,100141758372804664322751332525910814156812239004620456145515165710379594747903,66277918874547181305947018948354332411841041159591489385194100121772021936027,1029954050552637737085228225835662601197816604366346398828591877728882651532,113732181136210919949400528557016582650441931070342211584947979386060396190223,1029954050552637737085228225835662601197816604366346398828591877728882652582,1,1,0,0,021,021
walk,351,2,1,1,1,120,012,84502678492580365959877065183853113774152045062628890493712473075600978736633,26569817442444383793845087609386985520877321217977279696526979025126183658491,4719593302291445669848832215447808558240618385034393849218131907181672276539,38748034413708634640011449709310683052125474159848933387445212420616880631549,38296020409898926143548085590066541748586615959377037607714738300284400230186,38748034413708634640011449709310683052125474159848933387445212420616880632602,0,2,2,1,210,102
walk,352,2,1,2,2,021,021,30103023962283836233739474370473787779667303613021927396306893867384442295916,91471434696926896511453601940271633035363877375537377557103324804530882605703,110009719815421658101948893706630394891508788342721823125504949343902344441707,76466114776864631542937671192785703503053131715331520376061832963504878611566,78651948920903127761266627631804408699568865127486768013086660356026565764486,76466114776864631542937671192785703503053131715331520376061832963504878612622,2,1,0,0,012,021
walk,353,2,1,1,2,012,021,16097175223105508711693705838126300839480581283486127134074946413420587755900,20714666679671998839906993808978029571340715780060633144593038540488376851349,78980247334538687871970285361583577442448687602093803760789599053999870064414,114184195140020628445863892676260723953980789270814107364678453506392876591583,3215788194591133955414184664854367797713550016521594035853419270250569804449,114184195140020628445863892676260723953980789270814107364678453506392876592642,2,2,0,1,012,102
walk,354,1,1,1,1,201,012,20866866340363706588384384143967530205325139139477223834575059759097275381036,62910067053550059158458003079267926104397214152490899323397005669723513595371,32015155843402429676728597785452451543547631373672440881485518579088045695256,36110186265860429925219129151047836552070882547221789970689910907762713077263,43571716705595335573132726706592234748695799184631324441225341325992735338749,36110186265860429925219129151047836552070882547221789970689910907762713078325,1,1,0,0,021,021
walk,355,1,1,2,2,210,021,112787458189448701715542995294571468868802410787809425272353117476675432221834,113425255127850244225518489427268834135074985269846123605131367671061575920951,5371465157333444906080485295535512702662573273625579201430682868080661200541,73828266629016426828145350634522857002998540102704376959306531450650711057280,83927645216599537190851268748330101699678048352741054846597263381734900873049,73828266629016426828145350634522857002998540102704376959306531450650711058345,1,1,2,0,120,021
walk,356,1,1,2,2,102,021,101964727034341912572223232210261960876761665913737098740767339209614705934056,23277429232483578751607972472892026388960982178799396372123481972574477642292,106342022207806899523310765334221828440817321238744632966024346833628485766978,111546346992172423731071572117997877453926197658186963947923151993538709037297,8491484490287543384998825781380060797822733241775880869364022295958904913012,111546346992172423731071572117997877453926197658186963947923151993538709038365,2,2,1,1,102,102
walk,357,1,1,1,1,201,012,8277967794917648685532596151272981836658412839829872351595855972022644438913,78700950171418072384559461560130765677303568850678635607882594749681633123864,28813171270980474353478927297284160339308002975132056079979133286204557108886,33472338118012225210426808592784990052016290934594646553934609394908545522977,48847413001291745002717367823117927748804982409885611274735944351701070447312,33472338118012225210426808592784990052016290934594646553934609394908545524048,1,1,0,0,021,021
walk,358,1,1,2,2,102,021,105426766602434012385698371092834831035345459091301082747008758575374408864543,50672141584740037768133270396526353019173577778749266630657701584407966469082,75485270287458340693310328528014631652020932461230778701248707856035294009701,71190418481168222113353030076260010502943948490077233542551229937796543502994,89203341512295946620435909864855794699787231577995341680107866407443235981612,71190418481168222113353030076260010502943948490077233542551229937796543504068,0,1,1,0,201,021
walk,359,2,1,1,2,120,021,43988453062355706195668668822741050130577773989902265988198421366378177003394,53186173475193059448245667799357777836812044752736829340564985511533873956943,18617462699767429779656648386589079885880165923001468710694177129996783711326,108908498844324219016279251559735030953871606045559820531167850480684541483011,13767180785983952814583466897905753797931916467030167702874625321667240021575,108908498844324219016279251559735030953871606045559820531167850480684541484088,1,2,2,1,120,102
walk,360,2,1,1,1,201,012,34504485736033425018217131639849493284533377901273889970411943844459800866343,75911017302630935324938924766931364757851647357790740294426582602009719408055,5376586198651835080414928601907049810884959406575933774619057561439314397265,30834489970164020495634488034522143551961699321967503137179307882054377968691,54123109296988154432302008939643620748914165635139898108246547377409405555875,30834489970164020495634488034522143551961699321967503137179307882054377969771,1,1,2,0,120,021
