n,Phi_trunc_156,x,y
570,0.978906797992032431366042250347672729982508446701653292502389384700533836780760012310359170984052678202471684898720447890209758350618988591024373952319319288,113349663308108877557362449415591651918308470436266122341257599252501982541240,111684007449251211392202958434367138735578968981384278219616314337650315533657
571,0.317729047671353438799906211961872560829319913241394359274049870313126029227497946686270032566403000630399926211010693332388261835752991386619693667153599877,36790510241248848904894807571328653793951043397537308681351435615787312197955,13239841294455935651315361527218527179703654259317020673410196435556996256220
572,0.719190754063869490248449455766941712283997196654206749694758861664231188553777937867932487624129673461917129480735183693631463656182873247138055792581400585,83276599973216301237479722004493123395246695201839145670741945373670003968425,76259166059883470927593472513830202507565013398335887964219153892012734523046
573,0.234208908403201430247724413147668742496527362353681124460235053459763461417513816139744097857481401069083478789522364922477338524882825291949123254231151156,27119538821997914972727184569769086688548085517823684793129023381917091616317,55985561443658287300101738827964329250083723155342925508006134345519745609033
574,0.012561236933045810812352123357826673210187473275973303477472835404529295021601885627275205430715673838897193638355485322885245037781432906769360052452934197,1454491867882312525425516450523433911287025901841686742571862412631477339839,28868139452561799814148327551290302549702099385855423633248361793889581019593
575,0.822617564612331278573977888616630878047233509518810739538140093346786208600109833437729272240537783380987493596654330256860322507224105838126919962920963721,95252606449774784628523882001683596463348574029121903963330595212461692297189,52158951871410221671088745755755551898323814861796194686840409263967323439048
576,0.931439900308211307497076718794368098301635859670946882886976925215641182361263663830852706570431745171822676616470080402554511927266157303676139459090388855,107853372055685304555362825463589795194079583856074727851799474274024083999762,43022740059762272599942684448053382623938605063561297889523066630058791401280
577,0.761448370887674269387051776819704420834362961345942516705611842425804475775303523396553219222953026698051558720788180012222687624112474015853072654537941223,88169697711434618394414541289608369118510993058815513423370292970629643108669,21001706462184304260619025496404298582609421175728227317716637102168936866888
578,0.138624669934988333388695632513782216603378578596386902511625816044146869560606625345668839284337366370034322879288287688331012251424273349900856578176687642,16051640151605672574525232914011120368388112381839677535894075723756650982280,23791929044836292068489969944074474612491065214491307914694519940098400125496
579,0.334374954601901226053275334835877829748635250097544105882754939916934599636323827863630161761208485035747755026479731249181700120169345673908762191673049075,38717974581986898407422443928581539792098444862148947532499815305322968430287,88929236353535699213074740751723378207034429834788776678660891652503856198440
580,0.190491362937669676300050411049575721794552597415975784000298983085199057919024035738978245479482830239519475873273007311440079289382497643845161553690355094,22057392896216634124155031882304907051835132170934622492353361298728001958150,57616746728786674622602506931758126046228045645792233372606098700137527343302
581,0.294113323999030491323131187211936253002442309612037520348839243051214824203207210927988018808529916558406130830805275774937976456294898289749925425552641629,34055996258379429639831704428554907017049833986031774021498042977852946314083,72692474270934529738845548029639388595780955854080642560211456242364464772200
582,0.552512545144433544975851940832211790419609954463190175453421319025458532028593195999800960088464716930854392210837550251057923704796221924723435285398760666,63976581932100942031900328084181613177236377650863989301148729538305068368115,70271385259505761218279324618187241324005555839370756991447234311295566475974
583,0.983152865774367170548121459639460340254904431452807315610631615582117869033650705289693010832341828628857214331273354547647221143791835171922136259489223227,113841324367668674956139832054941580514505788639951144541092571701494256323013,21401992854357042986898713579853991743383258011412878643995864840885355578422
584,0.049876518912278477466854310610254209019939339813519373020468210852579770579003128292332299696220987403855930047707091027507479367135937290100760028290767590,5775306328737238364860202181521549192122613972105302200250131021945882454211,85027956207581229556349152275062650679720741624344137340345101074338454549844
585,0.800095020106161744872216524690672131955230577997366564563639743274750863261828437912616913876724976357624268294523142085644325740758000083348326081585261016,92644673966464976359578826568801078482279646851098112239420663783514692829292,58913117008879614925712326429783645282690220209078751849907661689772869898507
586,0.868177138287166145687615326653678559384579643849234766570612367533552027241477410222275049254148687776403548723092857915192340864274837562273214345578919091,100528044670345345311281052755366168036095368266836676258887932915054714983772,55415374430461653615819260859413735573419492986780093601815422681552239224824
587,0.730405343835948921346430873424388499083829600816874116100089995000473599348421683359452835264168911831657505125590329291306565397899230180522024526340152457,84575160752864816216192536700396036915271669713746112827817894556432439269947,64208616346246315320015948767343488100127759534509901193392457778983814927011
588,0.388600418744840955966915265680432137544199026618564635058994679023247436731790532018137461851662376999997577384446101713769061116561321880532323010548775797,44996854364961065180698327191898992384717610756137097724908689514160204260023,33967762534107961582805324151001678839919102752428906679344395997198594555712
589,0.816982998163848192910727387385252501568149324571092626763434153616185155915963037104794513044142794070945559490098651601832175777521097176962350392324287362,94600168228758443385994847661662676673013479661140811223154481663159036757391,72456470562440624360963056938117873106956503235884653098864718465724237327326
590,0.792749902689171417834563376128805887172825505596429607615608867424679857885230786660496147749676283472138384701223037626422805570459537497474432178021631824,91794167475058266978756235455694711051766657131232001132563571777229892920132,30087549778290863673554106349594168188251078104277539456890839187857364698130
591,0.489396998683666078075626911242808516875814811777465217396474486301066412087833515761959255058733765298601504285286912792428437416673400559602802843304888851,56668300944053779138135951129639065341599167126638192277845025789805225674690,91409752375449780501160774426939071098320183147197017027845269107094327388397
592,0.113152449628641505084899651474618376296783416682497614887279633558393491487423255835635399907342418723565483148586900402230013629481995018510477371380506671,13102158544820582954611112550789154090414072831343726553762055348931313371051,49211227407112314293504840356519247307762208511058407947219674641102239331078
593,0.194532048800429433319230897761506698768725884767571683685421653662385314775226886791744637225352515254269679149659952155153604788723121763864239678109358249,22525272354217273890390308532632421429623686865349547963775103189999748170654,79017797470931928700978330837619043309410730760415179663551518893868517203813
594,0.715967661067054921854347252259064444963467054401793878418048310774196388235520323013794444158844651346339997228814084798630227413237222262922537901948442782,82903391301308979849992863413521940746987408526536006337381639061933723271703,78630663405682587015221279188137600568993458624356010725308812629798913218043
595,0.029760645691906860943644385956918608423039852927079429888337338006119102388227743884188201730340227823530201190157843108106144705814644066489328790789983896,3446047341717429031049319266829218146266723579535486437968828382088883865530,39734984005333935547330204004664976906991317592041486567516417459907931130145
596,0.803788779076645919833214916434915127039571295183437244910874114443425510266643361949566589543734320272472109356623710946533675056758672061559955019357444800,93072382034796417145441314709478399289285531722312241512258675162240883142476,50525440997307428861340302360049936192038111608712083233624254458001437423520
597,0.836474351581995351323346592910653835930280110654188050458852028528385180272182324789454807664052218875337869024515442141897073899214190134695108645712964463,96857112763108607204856848781991317427619841162787983816415772563597378594638,8980770633011018717256085505982415560211777792726594247161087255698064996390
598,0.458058892765953342280039923607204298288375796617827772188426364524466335292280680441933612740995410710181449418961844396054486336668828550025084440790040545,53039596187101519290287374896174105372462692656921505558233181259683825542107,33971895993725143577843735099017821254942110674508740512060279201239926243778
599,0.131850397376946976776472263589687746444036651876121868411800271258793887889191441899362573230833487678594140999670116346868648592512163966295049265662502230,15267232979047045553765249387694697485409490077540466165370328419197539726990,60817222026739943265707594215627895297840318792211817150488706271037706609539
600,0.080638341667071438393034169317757256864234652197690123011615026004808459825430276449931480753126938254561642422334109970827756968962583354877643292293742261,9337282054262728813459641875683170842043536310235639951580072291837587040826,104544298759528125618159591622183531579955792993612819918431849927883722284387
601,0.113681614644335010634746170456317537589086774069263719502375435561068314442222486825182150268288069322602987637121224216935384868276383604308821897625456003,13163431667539031174236571583288647405476913782898622394668181434950845830856,96638811971487625029004206581676523384758150884546769349855608148751562519787
602,0.090280286066362583722779592901927862046239144213425469920642479165887286438159692332966389094682028697776709318872467973336636651119444198554760300801696401,10453742940566690211718841504138108845686504853829845873395673869019394811877,59243455196123421258029621483752266014945100996516012924044890011014870537027
603,0.340950399767882645729593852987761819049216534079540967746878437757194034445222797660071366035529071605143157125564900885667955103049483291313420955918732810,39479359115421298356936090718880013820402833112117696844475092685672797398837,100748548385459899913844137529916767368012709683367994344934436623741823843439
604,0.885274676672539517326863924460117454769354902741151331946944085551754152300675796333835817411908425885080899547517321700659341420664743496811922370614081248,102507804360802937819088275672558385730077843003893575323125877618708738575165,92684233719400245002731265665660638994892873267619395478197827356510714072534
605,0.714312841021530697507215034799785420054969325015329215991843978191080112115525547579203166593591083967047531246836469760222263928352187959578103481708356657,82711776230925939215419293335627155537455723177820786525137779091978249662810,63303538102231172640766232722070327293962690998166697959720842984958570646685
606,0.715335351264895040977190306430363972209594956976995831810965551343772085874035543667701433360696114878013231522874289854507956087673160505619782385248579457,82830174828271653174658094478005218729724741574618008181167744503870124946762,5147480359328326778610555758514838784736556229273936440219660257465196780701
607,0.566312720396156980112686644681318341220333257314843397982048728950525707162385699365209871284294647041638809864636019183858553271891340435905831662505809571,65574533056339104523567945934233930758897207795798343705968376188736285823198,5922293934076461375687633990922875403819738503144001712278423501178968539820
608,0.509726179393953412252260023786904589638786938648402198262034534440233634507340294225526848334264367832440540805528325736304000104038629737046891961616535814,59022259250980897174933032819060106222455462727803749832190798881529876224885,78187418681102455866100607012276998460109554861516219786849587515421128490880
609,0.770983988499955243490098306579220142492582884528673847760455564231864287589205601818860983773768571746750987858588121587973972628512285287434542580172244400,89273846796928780933521717224391947372867783657926308490174981604830016764505,56820426981803120892867772282865551371688335756059854792238777381745928245083
610,0.265560050833732903594165616817920481989863195272608308637646092337473937913056430849893502023870342498737219926321173455148939774769729732433749874006923026,30749753104005825495555647621191232081993967803901826771560255867775681319664,62346013395368096919674455439957633540348444086213969181612765042887673153726
611,0.417545412393826278650568020831413787770588293858726668571560911045606495459973191699357291851522703812159962397584093653494264503029153742769414818586960949,48348455652537924193914187722539257436089672995724770435597151888385490087085,70440057396143128837995401804671647910607513163849779624528953399754632137117
612,0.388855184020744037226726580217590012737943698616973738767834433796743814550202014553393708437790772371203642034931729613052113296332006767685949122453230260,45026354168523004247311986660207076731103657401427689548786154491576778747368,54237861511005196102481166987257818188753945653031467821781689617605010942155
613,0.201779736499013418079602948705593262375920091925218946795917022236320300112515745310886042482975073981644151555524781848252932283541874445215765462448938855,23364497254975909497984121097456677513979215214293644516338688658774194716604,87920206521745709823721250169811451688385275572554816851304774188872517142046
614,0.850044793162243444077270041163725960573169231662778528038447461704775832690484544902657949486340735389336759376084753555687063724808411739932263324695111496,98428462545558480569141717636814663406514921697570653288002992500403301796109,16169297431622932948318028580022373211488951162918879023093375955068265563560
615,0.282334518133909729261172790363301233957445766734557308861027473590833462449672541158035488510034420606409971167929337144503493726452144918708635267375171979,32692103718536342968862291355800808864344771218287352438806282567882926305034,81830674793191826860426906554153590259728319699456028226394617270826553321220
616,0.400365814912261741733567411229860608015508669747453630328993704572509959728943257740975743357678266322530609078961406211761632301916925348609628401797677548,46359194167891430762743809947103276621456515003499413010357113217258171688612,76291720177389173639240579257128670216288765214974693624525100745644180135633
617,0.021082653106444106827151259445857578908019343132728269970999432297275307068261378348255927586822610839761022785121013543788573336491623242165837524286150600,2441204449860757515911251805502895363103554033241202667259230204451733666071,100733987760073181802021356814423098768757357231935254939552490040780081834824
618,0.823832964275198517943868849320556269433922963608155764310080075624748608512480803446232524640135970976293885157727845094413690117907007927591951015488007096,95393340115996512028737344113604652175717427708819348625843097884330825092034,111562393583683835487348368013676088321905138658577353027279750907850595893270
619,0.587039512868998407251018376602764933561905229623746276203280627148694615576253513965146711916141937225232883858586982576604294077989024826127865473832810233,67974531659957692670645305379036942360303771390431858826619607658994624187403,20664375442730824196036373219384296610687385198683120636985192022562854603671
620,0.515845554124522200673052975391405351627086209593884367118977871082535204553144518787109277253276207142564754932264854077205782105533298255469499871807988559,59730834435859496073805384357868089298202370043015935450806774000798477090756,49377113334861230527675257118613718260179813621233368455213015814962532442548
621,0.734388027452542606973332029242882740588200657434446435460460640353771588344814595792219037502277278984280936572988354284366845213618230721442729308381790567,85036324009601429462606497685594912867517020067511333888827212399054278068437,48766725614344323127455591385617208724038422701211415046310015775590804468050
622,0.938290041371527508513548685490100006553321282415071778781016201800898423418902898251832986141893335788874943286068691265150209828580848010697312153653822181,108646564200977018153865013801948583720241420117120212065137086724247187883943,11744870055458701103330282098354194983466873729141973855782570757323721607950
623,0.102935333969954787716128620478782351304768606915412977972378798003212716669883858583873639823879453326036148107324642643055727537452507112499907940408726398,11919097376721949937606407302602775511297777492023878121899158750979684810404,57279382232121271874585549916975921227246900365248918901403777647930008193059
624,0.239588279886167179368263327348983927809204219297052137632585148899017763157387393870270809722371708218427772496932577569240165005390869449186167628738553184,27742427484794158952951782825309478571014707093782230172301520212837253356939,89366028733270754157536934956270285021689002898010303975418512852274958843693
625,0.477468556684243544925602156477924849622631311057315122097712367024912070708103691089447046484643150623032085157299003613019145948333655631365536455400052413,55287081723594494758389144681960837709286649453958100125259542246462675797860,10347688476015707700869990788624330671229154495662632029744041432202350899525
626,0.470578018701856214143085493334523854685300433036632334787720743531800924794785556747226549455768791158569444090472863460757738626988739297101368470838699198,54489211934644784261545765261324324209404177733047478269757592871502057043684,50048459492231984981112866224344291487989091861840357698384198456182211052794
627,0.187215177252021335771450947151618981333540106629818167031181843332392479359098192048797734014464667754762209849649864088922200461197786130982889137380332782,21678036510946023532545908233027468630259300366200919912180659831266544020881,57406270161105031720499705753482661670072666263595725342942828278949310356986
628,0.615870249313919918428822794056775177376041383736517499067305482462043569033239926358159592709435876431469193852595035798881001588116902995148539905607971692,71312902867165588575328592850332644242165740952584498415390998893724325902593,8575237901906555474499163987165854249629141909714675132389035066913942357421
629,0.150311594731813871707407903353654600710093071593946278570184135769088592597679865462584316440420749572971677310409622678732068464255569474097311257633142894,17404893590589498753982501625031074697578067739932160145625772176745637254488,53982897664598630397408697982552385675842188377988247898408807085014452879343
630,0.939628915453809995098319471804501796447146281947704216705522371946059762507017989104302578469018211160020857508040330086131233429867915597117583163575106306,108801595228190201666988603580737121618293061109471071556422393937799074281942,34583480429284338795649840894325032456828681705695916020793482423296551778198
631,0.919659982467790373712171096998407495507078367486629830312302187872530060640146208958450518449520631371823150843141643218479367392278960913271990681220058207,106489350757899030708786982240822324057463176795553337069558009243382883715048,78493272253867156724632125383162465475492984827861634926217449975350130942529
632,0.801108838242204338370348119174216571184303135713249141004277348087754158793624100465533486072553697346440264764656113306087700987977864227296058755267657675,92762066086544029916602346084363128125569371393606325455779144804291767259006,58613042490857973941345283702815020006393784982203003689090706233918911043045
633,0.790480702388084673203992626048081743483736514235445490302992377052192229728048906557282851183628140734009039191515687686207173674338414770677960366729413368,91531412031297485865664987034173689137086711823436978015774410946057939361371,10806581327490393593744346226744464614922546538959650307631192258360676752617
634,0.285607681506094302736819562530643685261090533923713841758553592193064574308889572804023195878162863501924741488924324248292258622364423104591919297826593990,33071110143816653903668050579753444344611000750967191532305114398053538060786,109849555420752432810117622847202060933645678217731597928453619345965078319325
635,0.298763430834641466066376427712643791289868573928428393168354796100327110350274051344813592844047814138956488717947370880272550647261043693992865423956135041,34594441844051549659218646824502674629388368999392263019719460285770724028284,56238572508084169674276490414452243911649598985880303199943400160597779114101
636,0.833566695258761749335706617219601797375107271338807337577371011141985292071796863885737815018767608134267000436484311959338662575856485622509241674303812903,96520429162657295259484376444065230585507017336974718141242622671861290633300,50060825246674951018852225830525899724649759135524602946300732555504269985621
637,0.342937047058635396095177778296536201816894132520675914216174903642628880380696596227533966415437126055183678005527570025961128553067528745729156140233501512,39709397155795213280952554687557189410608862247709711746857897603243197880547,54338188132968337611950287140633773606282346593092278676032073183508421010108
638,0.676731050811468052222282331189908413237629033389967920940327742613550827990736606389582091704174676779026107875605334731334928497314210987903723429160367930,78360102225224269227152061771900637127899374501365121411651657617080703201551,33915946489918923638725633756915511779857443439047925673988780085908328539576
639,0.235045566675644748790288043800021839887772262678295600688468327365580174884179461630222125316463582977807438515866059951880505922702004274157508665540323445,27216417231341810518948968656698114574620692772522893306026914307693716210238,10561959072059459216643178618547151318845333611751702865753563768126428879248
640,0.473531945537787121715931817682385997661680188305254643129993308015016225084927179538254416213283419915253386501119714916997259610879641808475129515133235122,54831253294431398987334270801158270799356713355680554691022577457356825723686,26919688545876645398971238502086393208136517237059029089049582967369802862517
641,0.750254253976778975380511630660790615309800117839424642818978895654523707068644565082580518139877066518844218411773372142720735588196538568400269488826223640,86873507527155280204707749760213670634269435220809910075990879211382276569298,44914300940532370130207803998822433304686871227920696246848865033873748568829
642,0.007205322675066097740044495634142022382847211016343709826019607754672976810356790881013877601629819214784756872575782992937863543871107205635485153111302672,834319366174911434443804414377324468294305176973178959158874765669207752800,62614332280059178860162677606266335827285475451912749433034204775011678441586
643,0.643247242628190613134955769552691505302376999815438071183358791950259028361505482753086404441192387554878892632210945196138119137588058022185967073216399440,74482942120061029722312231687158629239209283240992427059683569386185795508628,26269747302844342816216211841103825590689945040864485670295898946104936919426
644,0.355118346951613224953613048489286164837816723482278849546902618675576559202375764597359801619855830601655387529582682047522476266172903378183510245573902917,41119895320029412261070310652855035823146669430319293656211354113042219223791,94244699288165618248972487411881676468978765297053545960605932196257763005240
645,0.859417457817248069746103680302321228980904849181372776507429880551682119320633254415791264413145853437702478003964175941118703275648645405846494866580012109,99513742967682215596905661177348122710303268383183180040092915935268763967858,103534320135950950425274166914373244184581738231463055606192390660990639548870
646,0.309898455433653423234294722567105932259667983987757846797942482547549326352916294387262224523926618046846921550792642246717277630923094297314826487833369913,35883789606080053189455821739111607501496035663274321691481660826306669561919,10923539754990059909843075685153306158683943987547965805887757490599335628711
647,0.930777186558970501249229999896241476399444918297824134259896639069897789328446779932898441863086837957196044491577622290991772498374643033765158888677117865,107776635046094416730255683537563996284792650490936368913746118942846998042568,114270438688512718005314474925617121431668425374418347202943971420034725591135
648,0.289153256695025990619013945259757353238658108803544995836213794831510100511451367674490630010273777569736478574162415831069141939873520819219005598289032890,33481659702491046136268801118351176002334844266698260296329360504030994388401,73291343043799719195320827047187756465990633721607455468073441755830263740741
649,0.949225194101533443516880028389311135725271768302186715195531509550518788253744032521083317280521921877764639229549367424924348508769220802669245564736565394,109912768381713547192559656190900519984678221227492261589682398619414833328230,208777548356509704655714880474186333244991988211718006170192782745143995106
650,0.039550109503072419496203899765393640995327761730491808005551941299811295047955886819637649648109530851599511877409100839299502606872212179068965943626132518,4579589808925388887604543367482318993939372637203166933237762869139434455589,87529841709645571486663803748481717650039249180531934302908091924421137323705
651,0.488206877613035805796864837293157366725372695823078632309385223428341560236096332309231363084366464589915811391420329956136151258952994938349629428114279534,56530494338840148359763897029860224482257660647496851143839002109098306245559,35942486639475030797739906717223488364354700961781022957522357016521452799503
652,0.429193288634666438868211664230985056270178708242162758959998319798351477406847451282326904571192606888598356002647627596125339550975970132513581806357254598,49697187577642503134850632687980197203972105302194739614965957085482652823313,53706586385931682536618691000690873732531115381062309466534777005977171543722
653,0.049960903873284356535142947877285660737787781818273270771103325963982630635046960594073126727457511117646833867697109129262752002008582794622409788824155113,5785077439672318561355598759803956289693347933923365264321630487560179493898,68053084850154304803835610988126813514242055395547336791786836575329734474213
654,0.321404406760615697892470972436672119897103356540096479871821202878376273020540480156306120778714015586113426489911754285597375995565597327622788044256789522,37216087748891885589961285709141397529912456212292746489073256879679184985196,114194016062811870618037926875476124555049960810667647237664803547871881593502
655,0.623874740793146145200481601039341321889800833119889740779050005488938989065684373663036315252369159272403384781657318710357886641984124854332818809175341910,72239759658827488940957052128098468803320558761419564503819610688559701350856,2152601739000252410334418990532310012070627346806224260819682866404043862609
656,0.972842460228322238695303926259172702804632444262220547132526208240433864595035554671340211131500458885873347852782143532891790924632964094786444037478662396,112647460968608120391577980169688596009699131692646086743503068187835708900118,107121991138141950168700311995723379534711492442807024964974387519624041770012
657,0.007259294161385659137533720791414424780442281667677600958082846187555006603479145259300210802705081702907252924652701438418151490245294741330292374909146232,840568837335096678017554770873034496984946097058961969222380961981227436837,106931179423578051299593247395825077416803692152841412935693527544646821715377
658,0.685454528925225638258938182353635319610879437868027630167836022656128276338729676858924784030363280969583961633676827821231282705629359382389384334091295843,79370211981432262390751413040171985307808352343416798721621686052287586245719,26020963126123104079315603410509573790223190876753930723844348847656220153178
659,0.466092234843886123612039113894861617147628427830582292017634027665369895006523770551667196646438800192480080939897871606620242517546949718947919363322217419,53969793649863399020770855434229264709773827656833268249672913879830901798391,18583102305834914602501901567764546378624934752105920308282797459033764888559
660,0.853734375780873253347659989960490762763139229818651167869744161442862837730549413764904895301251968153312236739544821276900938580681119416054628618989966357,98855687025383314211985898246263727525285258097751630117742568922541758932550,16020957079669019387976247669706613400835776852262258961995168270278209859115
661,0.225224115037323039427193719827712015660172862834099351363144149697238162137217609840933556816946739562424478470029472876366133988881293263214721165343774563,26079170826797277801402311183297045432249621973891358479895238751284712663597,95846104016684680979508361223377839798874375829071000505680565305711273611461
662,0.379332497525892159913003607288325652543716496906585890443302495912748102768973824592908622037406557196710761483820879962794979383233738488422487205678928929,43923702404132129898414626946184210685648976555262207882775648830408222181516,84091352473634160517017910581967486914343003238342091490812702088859021999187
663,0.405843803123037099156643346056679558689866213974929941973430599437461474043667612714358312790248537953605895988267901422397161531070625020259854403431545886,46993501867634497029239811932041980208212842174621802547212174747229551797691,43672898719659685801420524219371525968016380253633876408314876965279976643105
664,0.859278495992461420095821463690235197170280954643529378490275445428685772256088571752196356751151028823207046237169355060443316307967115551022613314129981568,99497652287665939563020879297477636221935814479911688402638062024321368318260,58667086934011825241770349739899441549080558211340558817422696285873915253346
665,0.040308883882033208719035366616949294708399326938314896674560247832855151805687377297846797724446729416585684720534770465667781567259328408057607086848233465,4667449879525005769604742772813348805994295748463879779096879483477298189605,50788735784580861643898929914788009268080924119828519307263358680666170751235
666,0.497890855249029487686531458807619634515185200882926261032073471307472042725338019317145758143207126277712102514447905355776933592554920348973938102049986055,57651822341439303105710830224768195414772178995963759047208521005654341941035,13320438577725935572148598951579425164443279547479324733098749560779589834235
667,0.787115648028368021199423733132799275493575754249856913443745268361839931371764192882131016231574252580300588747454311059617899994248548400465881991477291296,91141765356588755383928460857479457968737140151876568589555401771493632341085,86496885334864164165694153180495003155813629136715465573893070211192329004148
668,0.252104993268069240579496413609167733423746546666227626995050338743616154894604324140880972444931355324073459511565923742006785586418461529832577663820302357,29191763877669272213006627794843967529726140546011067139552799612202131035223,1399611320974893388979954724639589434668144976584254346632036693141547485064
669,0.779510092162088942674397922988747340625954130542605316284531226377553505642719324043173197309726818865224298961054757745067817383598003696848020419173516916,90261102153021174642253911008498522021467827655266375944564155840700800537001,69773337293400008898126890833134611405501555931426352833840196520160026008295
670,0.166243995156997604748578073689567486015343914420279806498568988019803103547864863716830114172879494201670137470640209769152743942977216490742140066364164477,19249739522387028064507406895586454417712073690775811503892846816542649404067,81415425681340779325772435505956673415283733010144840640065088152395491393694
671,0.603362544620562430748121840740159409974986443951995260305189825962259301511548229698042415571904264805764561858844905897815696298721690557051396336981189613,69864609609158339761679322933203681150615933825157024158212736639198724374665,5746621088595614828836297626857041429520478100941220379136139405653743934977
672,0.823888975584248535765620985447548225126280703773456701274029496465388783195946290017051665313096943960247369510414658086716277535951697654763836063973095226,95399825782492330588569697655447767274429613805559682962109781962079546474950,97174883005751675919160234775743716047369436894109156240308747348476078037524
673,0.463654703194193383654210870638632921332664657904625164573580589521075031671291328178588411162847674151521131942090280866416466659116822182272360977776687498,53687546767563394715590529596623916744862883983627161654912313824430963712548,1438633517988284095397148504260787200106213522326302076143764123189908153914
674,0.766590152945855173894973724484850472530591240793030530616517165889814478601004893665542759293063734835841405531258805177542648408075439223048891801771078548,88765075398354333023041011229266371270735366325814946749116289241685895030361,76895072869747111904338799480188213864453398083444482252685522186286898798002
675,0.131004534966243079100253072627332855126001852450365362679016454802019587490911902521136948383087084153211608251501670765391532145483208549279704937425938917,15169288803304328432233524601600350618425712164514742274992063509195996234977,20003223172986217070673877905848958228912870482038394411654747596371188886590
676,0.607940849958397753912648645485305140764374466987824909201323009059519601745774230109939723830869305288438914488135411138860632555765599299744695640254428414,70394741149392648573152478082757519701267904734669545333759060121801559941552,85443116242781174771804127359848527654718157387458853490441742590112299916261
677,0.672043459794270937199644525333516716009115797048384049484830104911624388617300550982457987651388212008593471876277392128641468252714276585456866264187987872,77817316267852939088004621494790806246458505109181443929638500341909986970332,17558622942170442720682632840367105915947898242579372296619129128621728408916
678,0.184929272707849563458704146847790160621509202333505067207254999470701799735685260682732863088396705698277695123768271827198813345254037501082015380200213864,21413346847979299072096297626703200799330249116933427934849929999957898984661,40243429731744889784158334173744319580807807931247935657270000598946134334037
679,0.970362993896122993569888364617295784288888788333233798260707009334599201078255154097922050561826934437872787433583876433013479496003212139994016488214126328,112360358381809184317644684462405966002192061098297684116627367233419827234341,29341830913991453811860904223059795372293681377637470886777822239964235415536
680,0.626496506607382485540816438866468779628508320028426910956066996773586914596268378365467936268486065935970547037647116343564262747802584164847342114565254105,72543339399948888217005543008269238103778472046331757568527337412781410065005,71083315399852616416802703163572085037198999508166796952991415058957870780526
681,0.966049364567901650845018071022770686477666283843697456491283701427651486583628535168207996133541214394095296969400078900396571604870824807354536647265352985,111860874229699074288505977516278357169203066428254570898564921205602427096122,61596225633583387847511947545532680240855738191814338553661134572340644288603
682,0.608931679626298620577604767020787004282651499514048458799040542193243121085770559909325339179463152215717631124158197034264233822314853989296569740710850761,70509471386717206096297244501227180116902343564173074292543429736740842883367,59531180248983959833651562276288152164518484936660406553973936252171803973973
683,0.751483840428958187444589884640284242557244366133618911480960344024118406960135661052300844328735527549650631081900546888021783330698578235086758949350303604,87015883911351010550756909857819835096395031597057454564333894956158331823709,51998494739842614286277949580291645429085203263870130411817537175964543651002
684,0.920037043866370614845722994578537768874810522810276776037940021567157598079734355895022775809603713955051551281310551121533723656409798175617694988138301332,106533011485011381240316837947542062684762156380316256015465822607383344316605,100205997856469241643856698396201681401982438567557532722475535554847384219034
685,0.919540381147022976145915694239133072289476262670870320185873220504771418249042264305925210472186299483483150180767731046244431623237187642602630241520183861,106475501871091831331084600328067795259524060185176168446832348511915767662043,5514790659265413623252826408750420599538777059519330216448227483179590469077
686,0.682594087485853872447300084098104726333570444989274696123719461643170639329981175279671102061149251043136061737701259086732089650794833101148909168810736881,79038995491026409700179426480293434036110919052307446899847961126390675567679,65277053540290463529574746975922291992006679464767109883135287115569884833591
687,0.228287273698830178485976171382958942021858831734679002476709915691365102925047888944216686547392279971203079466379222933842109588336537582221747190668895734,26433860367878570480959857383678991598213018478561130126946913368849510991389,98911943013362054050747505383613733458930638373507734734702106441549902746534
688,0.645804135580677130701841545282679916900081344993502271599682772214957805934573830784902754108436183098643475098158400815208696729350369810979066427040515194,74779010096985613443306574687539964155150983910173734444413220288285215915259,8414900034796893523548386492390388925603003653511771541325303270604940509202
689,0.818332335162443106030253650950678743981490289931371392425219870648513405719236435132201786838604425279430475123717495010020839668548713000509056536093909232,94756410778910957963729105539753036410922683599898414744987391317238099778911,69096747209336899817163125265705543634477445497941746415586691740015809731104
690,0.964245410857161796361659745673313497839345612539113888141755306162959734788992848727096546187358958370042897363951360109305712428244998384140853535259078261,111651990660645097370968885937510607861316400834705469526577729819272077977091,74306014739664956874018964516052148201370515321762891343593501317573608290927
691,0.839403663484502695153599391365002114766119203937769341609992600194130436496361766265181182421677870504629722457031465857533619311861644838493355241482999189,97196303908327670040715107038411304972660274012542451926400050699260256474140,51318557378905653197821526575707989164755912780180960794828664879620238303896
692,0.951109459004393137985338771555980614381016999394232796674517101547451461722496414184054249268074334385699484946848244814784805608797251081174309848527794251,110130951351492219866881065923522410956215441903970892224263775177938840287298,68563756797990565217165996923923471890512826334265674153376894963085945120356
693,0.193562149856834518365711873252087812331341692941425397283736322943418425187344501205595774098609621418968087721101304862332970205341045236160590288676291143,22412965729189352790905716894429487675795952856554986306099680525439232634741,50022837137842196184011151028754508476619037012362137786991227788037076497330
694,0.104124329927451416414292984524126542111955333387263642044453463776865974862706291145285677480706762389333150008662896627969469978955800512667721604946909953,12056773702735207782031315317634035487889804186935462410540764594989929182055,79519243001373515977542489742049806530395935693251499188708979157160001590949
695,0.989984404317009341410657666525206337080895675359744253637101901180938210494012446792971994049751496992867294912866253388947860755717644670726523500407281940,114632362488226462235637158033647015070370022221884269597083581351777765647174,98994832269215735607206286656703935854747847162027959747763344887963407930048
