family,label,d,d_net,tau,Delta_plus_num,Delta_plus_den,Delta_minus_num,Delta_minus_den,first_diff_Phi_plus,same_x,y_parity_flip
double_and_add_+1,d->2d+1,26,53,1,7275048729757545187418766907788770330871448200732384173132576481498236696226249729701223428325330467199204014344972265824156082170405619785706029121727045,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,7275048729757545187418766907788770330871448200732384173132576481498236696226120347978075097359395011565489931045423951471625831709657482242454627980937505,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
negation,d->-d,26,115792089237316195423570985008687907852837564279074904382605163141518161494311,0,58047956203987752167971548015574395120093324981015650501001143141700694745447,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-58047956203987752167971548015574395120093324981015650501001143141700694745447,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,78,True,True
glv_lambda,d->lambda*d,26,54333375543526356087513878500847268901418582209948026643190828982942655525772,0,50909944226067192740351514841146363281112212387405033390403469203799166175270,115792089237316195423570985008687907853269984665640564039457584007908834671663,50909944226067192740351514841146363281112212387405033390403469203799166175270,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,27,28,1,-6966164671008028797667029705622567910706083198258603187138498655047637065575748635342234902755209439520447153870867239994316192499952765508429728700742396,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-6966164671008028797667029705622567910706083198258603187138498655047637065575711501903821714279818326531093603481754629727114356839736263922412476237629922,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double,d->2d,27,54,0,-7283414132240363878675877407602786897624471863460955255178932325156266856486489951512443819801880842212780156006636141703518406893631077571763568800334396,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-7283414132240363878675877407602786897624471863460955255178932325156266856486373280668754777342425720315194453718463280031090109710033545691499522421532552,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double_and_add_+1,d->2d+1,27,55,1,-835938145358193502475306594620782837629956057456226060846319253493977363814533770483572351410218693808556087384883218617471820012512405523430658832347911,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-835938145358193502475306594620782837629956057456226060846319253493977363814566935860607568817313652773598331667727469538586101658100074085090640317154121,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
negation,d->-d,27,115792089237316195423570985008687907852837564279074904382605163141518161494310,0,-34933414006653064241839626493229124886872512849722942321117170239049563913339,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,34933414006653064241839626493229124886872512849722942321117170239049563913339,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,77,True,True
glv_lambda,d->lambda*d,27,92051455906682352990440099984322289352346239765430613631807449525830653505790,0,-35400205182799144280297065448305375379311588774538798002496971165379023017216,115792089237316195423570985008687907853269984665640564039457584007908834671663,-35400205182799144280297065448305375379311588774538798002496971165379023017216,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,28,29,1,5781149006018506475775559188236063573684033481893390025160777375775896173069071413265722583363298175639308550993643450618368006165611663050083940556864471,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,5781149006018506475775559188236063573684033481893390025160777375775896173069155062071201087987677764352236560860125399666953815223670141697245822801869411,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double,d->2d,28,56,0,5393708643004769340008291943452556955327528022088938449196826716478783233709424968876551407457452567535387201357405328068180601438373231942002240390971405,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,5393708643004769340008291943452556955327528022088938449196826716478783233709455412681898590900150228953357972109993333792161303500086279091445743669484085,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double_and_add_+1,d->2d+1,28,57,1,-2509588982884262866509678921753234305846570672826087241282859633608037247207834322826667394332697988355031635802706776943334836389768727987366349526248896,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-2509588982884262866509678921753234305846570672826087241282859633608037247207779622321645159243951103054193912134488647208619859095307514954852034535259312,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
negation,d->-d,28,115792089237316195423570985008687907852837564279074904382605163141518161494309,0,2200024406535411149273362860321264225737754352112717895384415778202899199135,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-2200024406535411149273362860321264225737754352112717895384415778202899199135,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,78,True,True
glv_lambda,d->lambda*d,28,13977447032522154469795336459109401950436333041838296237818906927200489991471,0,65822062919741713848546915652537210046215267406940676216598972916782669677987,115792089237316195423570985008687907853269984665640564039457584007908834671663,65822062919741713848546915652537210046215267406940676216598972916782669677987,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,29,30,1,-4563523998841334962455029509940035461906464642493606088605249845229214194999122920656492047926245816015963426102210146367425309079407973765592710473493180,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-4563523998841334962455029509940035461906464642493606088605249845229214194999249223861718847835844974245353902150842280306902876836185357294441316758123438,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double,d->2d,29,58,0,-6649665868441336123223933446161474176422239260134449468109531001328045311578710303819337263357209605694703712441204987572796313827535151763875287481784800,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-6649665868441336123223933446161474176422239260134449468109531001328045311578814258650589023750246204445064448573569995073606609072328073135100361694178528,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double_and_add_+1,d->2d+1,29,59,1,-4089954780515917329355647118878517557736585614039265757317675200688597186179454357055841675851258310522551961829211903988469313232563844406692261580692379,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-4089954780515917329355647118878517557736585614039265757317675200688597186179432652225944605242579466655588968820372584739664388163744713241152926944414553,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
negation,d->-d,29,115792089237316195423570985008687907852837564279074904382605163141518161494308,0,85848829885040035528862075788331130707686802937921775953863062940085144204075,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-85848829885040035528862075788331130707686802937921775953863062940085144204075,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,77,True,True
glv_lambda,d->lambda*d,29,51695527395678151372721557942584422401363990597320883226435527470088487971489,0,14573823682647124465722473313382295526463720825558997702316205298613338290245,115792089237316195423570985008687907853269984665640564039457584007908834671663,14573823682647124465722473313382295526463720825558997702316205298613338290245,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,30,31,1,-158488051392594021848947161300770552609301018862780775043193956966809990355357507422900133483710531712087274386180715775897727826879383037789846841641325,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-158488051392594021848947161300770552609301018862780775043193956966809990355404020121009483126287414963117004290459851727918723542033177160484681497234555,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,2,False,True
double,d->2d,30,60,0,-5657552024575949810951235374970719991213183158279140549673061882886004132781724449155043002477601436869111834983760708851368599083643906734863077807946630,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-5657552024575949810951235374970719991213183158279140549673061882886004132781583711798887352688648740489745304220845359572701153113023353921911462655503582,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double_and_add_+1,d->2d+1,30,61,1,426187990336816117259658967592297535279660393428251374751263442176342459104067199815526597553321215349961460221980000564486387721208236788902815629418480,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,426187990336816117259658967592297535279660393428251374751263442176342459104217608679147454548275606741286408624942304349658352927875863317961588056909024,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,2,False,False
negation,d->-d,30,115792089237316195423570985008687907852837564279074904382605163141518161494307,0,-40454375341759874070296153602144917924447136539645980823520465908521140426183,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,40454375341759874070296153602144917924447136539645980823520465908521140426183,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,77,True,True
glv_lambda,d->lambda*d,30,89413607758834148275647779426059442852291648152803470215052148012976485951507,0,-14337749051649760631370226808461284077352237695237204214631961635782879726182,115792089237316195423570985008687907853269984665640564039457584007908834671663,-14337749051649760631370226808461284077352237695237204214631961635782879726182,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,31,32,1,5492185129213756135471142388774303666955194865335087599841866030843528313512948069999224281253171218315540453534082449456342965111312862743423033023280566,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,5492185129213756135471142388774303666955194865335087599841866030843528313513016027377192318165163328726358224318561294205789521005565920598946175166739784,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double,d->2d,31,62,0,-4694061503972637982280178301927176166406319454151145972578357205136564852616274550099825839457018958933057124104579801994283167852005010962196071405442264,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-4694061503972637982280178301927176166406319454151145972578357205136564852616142787678873858459150358922254762828371212655094448444530663771935191966348562,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double_and_add_+1,d->2d+1,31,63,1,6377051677131027987176339844244910539930298802568770990498119828539067598024837592339053674614905233767705734553889086005327118270265667163751498659898367,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,6377051677131027987176339844244910539930298802568770990498119828539067598024959126440074400265434864014013428411059550753916980180882937625551394735540505,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
negation,d->-d,31,115792089237316195423570985008687907852837564279074904382605163141518161494306,0,-86967073451109516647179404631874822203583088560641695977314588603355796019413,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,86967073451109516647179404631874822203583088560641695977314588603355796019413,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,77,True,True
glv_lambda,d->lambda*d,31,11339598884673949755003015900846555450381741429211152821063605414346322437188,0,56028380240039313086566239626777520981944436042789013040627720469487020029159,115792089237316195423570985008687907853269984665640564039457584007908834671663,56028380240039313086566239626777520981944436042789013040627720469487020029159,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,32,33,1,-9867963797075756901063008510420871082474655518408522389226010462731342162092977615742902408543716816709465778913814122311635699249318157911561604410987363,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-9867963797075756901063008510420871082474655518408522389226010462731342162093010860893667004959491401593129708767265283149688229883716673367283977483109661,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double,d->2d,32,64,0,-1040497482151058506999942701607488153139100537389265557420546656632947732703662975806924421038984199523802736468098352842201502850357874769672472773091104,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-1040497482151058506999942701607488153139100537389265557420546656632947732703612033973286784312886278216275379285574769202493562571930737784732976995026156,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double_and_add_+1,d->2d+1,32,65,1,-9772363700281143211633709264890003224647218438623014868722241636577111287847771497247726026941358208407772184569551559152540851158714076606292540932802964,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-9772363700281143211633709264890003224647218438623014868722241636577111287847690595523458739895698427703633788267398488991375041214444915280028382017160504,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
negation,d->-d,32,115792089237316195423570985008687907852837564279074904382605163141518161494305,0,-19009695483072604655068993814104037724738339114085801724256733080213652560195,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,19009695483072604655068993814104037724738339114085801724256733080213652560195,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,78,True,True
glv_lambda,d->lambda*d,32,49057679247829946657929237384321575901309398984693739809680225957234320417206,0,-66674073032935255094928051557996754372590954198236613249429953876957523895015,115792089237316195423570985008687907853269984665640564039457584007908834671663,-66674073032935255094928051557996754372590954198236613249429953876957523895015,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,33,34,1,277939871831230131939815519841039861811455998834197232159873938228522857085589245494728584659110404939999971547239198120339766219074303689887305975011767,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,277939871831230131939815519841039861811455998834197232159873938228522857085584748228834420110657753500768970708628190455799689018032600166654777017320433,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double,d->2d,33,66,0,-786760458678632760497083564743590103450095097140529774486241563962646319671913756634908695599238210636512626815415973368989623547713391862224421410388674,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-786760458678632760497083564743590103450095097140529774486241563962646319671846515585511908958062926809156782122736941976229157659051562309213935034859352,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,2,False,True
double_and_add_+1,d->2d+1,33,67,1,10528337434670738367505564798373719396133326737644886672699563065038197769178482614126280364439574112313603651790209460461751448045883032534566359993927111,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,10528337434670738367505564798373719396133326737644886672699563065038197769178572936828747037372512315790961854690646403546281303103657908809748229957731525,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
negation,d->-d,33,115792089237316195423570985008687907852837564279074904382605163141518161494304,0,-52254846247669020429653877478033891175899177166616436122772188802586724682493,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,52254846247669020429653877478033891175899177166616436122772188802586724682493,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,76,True,True
glv_lambda,d->lambda*d,33,86775759610985943560855458867796596352237056540176326798296846500122318397224,0,85632456554390746133649613597387528685486635894445868002138135713733762682540,115792089237316195423570985008687907853269984665640564039457584007908834671663,85632456554390746133649613597387528685486635894445868002138135713733762682540,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,34,35,1,3585450106794252315775865981931079365728317327363430328756848483907207273576946271734141758704480000804660962792001548802447681499895140185632649946790120,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,3585450106794252315775865981931079365728317327363430328756848483907207273577116472472681218797408919248582388596983365110791262270719392627529932027329864,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double,d->2d,34,68,0,4451844742321576681575651960376177338510008208083671420947212115363723875717942801602586666360830525280671126801754019312267112673712227083249165868943911,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,4451844742321576681575651960376177338510008208083671420947212115363723875718048650170627207963248916221191931062079391733674809277599429033033710079528233,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double_and_add_+1,d->2d+1,34,69,1,3507197013102997243439906264118893379357566977744497673646264070217399220880754879947454358536741792561152152289104433452102810301843506764488658554803741,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,3507197013102997243439906264118893379357566977744497673646264070217399220880710601583444984993009419744864863123845343359454522956495574117322741456839231,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
negation,d->-d,34,115792089237316195423570985008687907852837564279074904382605163141518161494303,0,-56752112141833568882305316709034729786906841706693637164475712035115682373827,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,56752112141833568882305316709034729786906841706693637164475712035115682373827,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,78,True,True
glv_lambda,d->lambda*d,34,8701750736825745040210695342583708950327149816584009404308303901492154882905,0,38931229941159970786642729777490763062549062632269663063977512768438542204198,115792089237316195423570985008687907853269984665640564039457584007908834671663,38931229941159970786642729777490763062549062632269663063977512768438542204198,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,35,36,1,6696808931666472608565018025101205027017534834499644312673388321019113077843241807635404036847298030271430688277579583130804235544677965204263268779018979,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,6696808931666472608565018025101205027017534834499644312673388321019113077843136654902714380339270008783163930851131893011424532700330033068532612054359069,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double,d->2d,35,70,0,5011571813940467245460178499467189193631580447186694385610296006789256558199901873244907210994268002612310266277048044941412503117144305448113582956906743,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,5011571813940467245460178499467189193631580447186694385610296006789256558199689843740329292616957061670380877033867268072840334616633879655474804436068891,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double_and_add_+1,d->2d+1,35,71,1,-2897821977022853339921155502391436456413795723734675029078856256535099173837805564776703002535525616182831860446540144440669919715226104293923442426777824,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-2897821977022853339921155502391436456413795723734675029078856256535099173838009071909096165516782318144395000477833572855750183509250549584264949329524034,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
negation,d->-d,35,115792089237316195423570985008687907852837564279074904382605163141518161494302,0,113448626397626524046613127212391075194909466636887133659776729862166398165917,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-113448626397626524046613127212391075194909466636887133659776729862166398165917,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,77,True,True
glv_lambda,d->lambda*d,35,46419831099981741943136916826058729401254807372066596392924924444380152862923,0,14295086230590988906574693490416527372447106229978408860279199180594581814214,115792089237316195423570985008687907853269984665640564039457584007908834671663,14295086230590988906574693490416527372447106229978408860279199180594581814214,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,36,37,1,-6568032128662030225423520391351564537287233063222806709955200353959828055861544843139506356176420049057799512602044930802751907993665749765049258352951937,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-6568032128662030225423520391351564537287233063222806709955200353959828055861554029617176440589527064650198414227851704868282346968228332995760504703760519,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double,d->2d,36,72,0,-2894984473707442197005876396942259317694763646503216209153975263286380561237230745723356165754570526047949349434711581946696933201825527584714388800339376,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-2894984473707442197005876396942259317694763646503216209153975263286380561237180345008817026531994587284606679777144523776279423980047419713540213346005974,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double_and_add_+1,d->2d+1,36,73,1,-2565707492340660398590489773052275734194656241618459311347101967924585161305211428248455817982533381687239484266768596030817862272776723057105243931946482,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-2565707492340660398590489773052275734194656241618459311347101967924585161305329672382588068045462940056030815746789504580827299236906302646497223847746086,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
negation,d->-d,36,115792089237316195423570985008687907852837564279074904382605163141518161494301,0,8295893707970016018591638945633648747219347257184289311844594131509673506007,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-8295893707970016018591638945633648747219347257184289311844594131509673506007,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,78,True,True
glv_lambda,d->lambda*d,36,84137911463137738846063138309533749852182464927549183381541544987268150842941,0,-54609948895931421225959772696325995962069580470316662619288997051037528991764,115792089237316195423570985008687907853269984665640564039457584007908834671663,-54609948895931421225959772696325995962069580470316662619288997051037528991764,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,37,38,1,4388048348732395597682425317949361673705352767657256164422576315048430692726864869850300068967730964238948802888913080322254420232902315569782721261386363,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,4388048348732395597682425317949361673705352767657256164422576315048430692726788848034876921276989540750334470561570259115450859728707050010131070881505745,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
double,d->2d,37,74,0,-3109268434717039671232122710450409791904757705824044438035124590822374084607230751159142157981370722868559366131452157579360490631244792276062442502345433,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-3109268434717039671232122710450409791904757705824044438035124590822374084607298747396795723373914257586264116505019657959047307949127014251208742974623245,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double_and_add_+1,d->2d+1,37,75,1,1027113791985194362251123019024636951399398771391550665275987451111311675808530946079012857486011936491944654642418161635034853995918824861245996965402362,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1027113791985194362251123019024636951399398771391550665275987451111311675808542426905150992564432173906600166637844676206610688723319573251306735058395436,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,True
negation,d->-d,37,115792089237316195423570985008687907852837564279074904382605163141518161494300,0,-890583962114397088423953453267977059554718273254685250738636579736677302575,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,890583962114397088423953453267977059554718273254685250738636579736677302575,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,80,True,True
glv_lambda,d->lambda*d,37,6063902588977540325418374784320862450272558203956865987553002388637987328622,0,32889379266388819725104166358328512661393157675689335391734403927579679328630,115792089237316195423570985008687907853269984665640564039457584007908834671663,32889379266388819725104166358328512661393157675689335391734403927579679328630,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,38,39,1,-2819124742458593296299943131039714352706689329141352852958884282778967599233887247772617770313205679549358638552499312420697301661408068679969722921917058,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-2819124742458593296299943131039714352706689329141352852958884282778967599233720071356357772896129578121154272740888726864132313165746698692238897796902766,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double,d->2d,38,76,0,-1690751398932866166897407120291961317273792182149844876624211285223498239062248940827198422596963778220414645779203470537903655334699425702049840110161408,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-1690751398932866166897407120291961317273792182149844876624211285223498239062227821394735862566033762619712984623764397866836542658824054850027260675258328,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
double_and_add_+1,d->2d+1,38,77,1,-4857237452532594667876868374883493448332468956679374347740436301802720522023991763215790296610940206305710230081454865650731480280896340182410849828165773,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,-4857237452532594667876868374883493448332468956679374347740436301802720522023977456133279974104638995185552139359309677989577569954840491279398652079833441,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,1,False,False
negation,d->-d,38,115792089237316195423570985008687907852837564279074904382605163141518161494299,0,-76912399385262087829847442067600304402375925076815189446004196231387057183193,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,76912399385262087829847442067600304402375925076815189446004196231387057183193,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,78,True,True
glv_lambda,d->lambda*d,38,43781982952133537228344596267795882901200215759439452976169622931525985308640,0,-29907255974342811161154655374956436577590327584822825558425915169831856623222,115792089237316195423570985008687907853269984665640564039457584007908834671663,-29907255974342811161154655374956436577590327584822825558425915169831856623222,115792089237316195423570985008687907853269984665640564039457584007908834671663,1,False,False
add_constant_+1,d->d+1,39,40,1,895301587340990846211695559356964222953392190024116538443501494909290886339110037687168471696377542644301773577167171900750075991862084354391859852852931,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,895301587340990846211695559356964222953392190024116538443501494909290886338922416991002108151299106380281825626332563502949088354075415836112430091761797,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,2,False,True
