source,d,puzzle,q_d,q_x,m1,m2,k1,k2
walk,411,,1,2,133,277,21542261396857453739037824814215683371183696934999298063298276591254325431017,23325847136199487890806809502573765303433870028700946330814078685996450244795
walk,412,,1,1,134,277,18380712873110189670033252974154424086510894126611856593598145550037929744733,19902539052612509309407292577317047591939085974478031599536676580518895941323
walk,413,,1,1,134,278,30023962071740329084712000350770403897450911421830199706274957960845209773997,32509787937613165863436301933827669793076358236480851708425898129757815036597
walk,414,,1,1,134,279,32421682683273030102744430600292730049733550926479062730426847217108141032205,35106027182397622000924976803199551064232584484451014312394357831358160498580
walk,415,,1,2,135,279,50182758528376999737412807181069251121625913649855545161540980415831499325400,54337626525899067020671277426027626657540688201453457271607881724437563221120
walk,416,,1,1,135,280,12308772305582244456107577336088051963746488125452431757351664397359269851464,13327873798624531807837683520418820988941076780213516636678939644845227874912
walk,417,,1,1,135,281,21106835403407720046514852530940436024098316576626886324579578014902752288248,22854370164714130006392385574932189839230002527198043132876891675892807838260
walk,418,,1,2,136,281,19259300867906866837914625842936998200475918829401738803482187538459759556800,20853869504173965277916076754324875993462795019712315996695792255991327279466
walk,419,,1,1,136,282,16454563990141245573304658431168564339122904597499005488198255152586286903324,17816915190846113851861148449161059955871261415134358624235105334879624829236
walk,420,,1,2,136,283,44667829706249542465144123178801788739890900704759680946733700385441766554313,48366090654983881120859813455886000942277310964240225295766803545644776551632
walk,421,,1,1,137,283,15127417115546489855258918577965578330780161559350649556863848629460443519041,16379887547657357939531409784364453164517097967615644207373723790217540243357
walk,422,,1,1,137,284,18424147488661138889009606408064195241310019848927721565024330461177541399070,19949569825477833047462172857675113533666607308510384299641166564915479989812
walk,423,,1,2,137,285,23130260725791161505713911067547799164812940604870948646332576430668495686587,25045324442537371844798537917191345530332053593123598502861152989324430632679
walk,424,,1,1,138,285,2526749813147121666865515841850565751004558302452548207697034367753487530811,2735951384448813385204473626631587973821366412834644836972378725948561813285
walk,425,,1,1,138,286,4605787519608598629246384781991429006257635540148413767248031172796441390608,4987122458734895680470630285817876226186316037556226459973663341727136527768
walk,426,,1,2,138,287,21677637852580267649757943314495377224456306190817531711338425989119083751850,23472432049169278773718274108517561305116048580881787069827606680568220152738
walk,427,,1,2,139,287,52930957024607426004161770541375980683551512593926328860718370582785712367723,57313361377596466444283017084178171199164110766228834247377658981064510403364
walk,428,,1,2,139,288,45820763403391523451303323634265991153236550293078776308317437502725625531340,49614481187540982571831849755564710182889376255975830083910972549932291850503
walk,429,,1,2,139,289,27414318896924038254964085965074933643065367018925322032412123764910743742688,29684080057906951049709129282012542535005003117755951933146654131234967529202
walk,430,,1,1,140,289,2865397716669521193655623814202131214659844840869506639627792609451979672650,3102637550076264721792735933976768538520041982219793789156548599522206698027
walk,431,,1,1,140,290,5548556207826945152307350120235433459847655502064499902763891327190317001431,6007947426970795733737791726706629970470773602401527241413095220054798728960
walk,432,,1,2,140,291,46810893015001484929906299012249407862372413573699074601395783770122231985166,50686588314084701766254856875605250635097507394866748089000904984112214485397
walk,433,,1,1,141,291,6519597152320324195051625769074682538920975252742102980772447398265587349308,7059385445337220534353845305319964918487085230037785666514965048137219780267
walk,434,,1,1,141,292,10995923755397507172524428595739790153043259047652300876338690833483606110968,11906328305770305449839714817617828515079736627162375387281255042542538505011
walk,435,,1,2,141,293,47885149916155284957235180045766382487334466746792761439985859701704845556786,51849788026487054827170932488767345059349542388129080345610569500497448316397
walk,436,,1,2,142,293,54489267870123685105302556138437521964760436771160229966786807067931418835407,59000692150515996143751654470448662036439134871708188710235809126851020946393
walk,437,,1,1,142,294,24697044508478008860358214921463166805201053097767729457602649773054809694504,26741829667182039154181731058427613109231231346616061556167471406281383554384
walk,438,,1,1,142,295,18497143211865884412989881821697021820356178865869580260956586839780422641052,20028609209955760179437464023664719944631436741535743111557645110989352606138
walk,439,,1,1,142,296,14663221638691287355511722720665794533060101866404508022846286171963509594746,15877259131124485771196436794680082753047538526746630510023896432915338350783
walk,440,,1,1,143,296,16352322924923917625865203586499115330803615671892290892054899836115656664332,17706209104128147781052597628737019225660849770906726133306567354696192203524
walk,441,,1,1,143,297,581931520129094874311151791205240145079895645597008026895160959069165343061,630112383848782915224377009087099936127081185459530717525692578099436282060
walk,442,,1,1,143,298,35616356689964490919625251585145843835752637271514738771582701444561409524439,38565203364381263518115369956866055142326675780103452471954669482056227278895
walk,443,,1,2,144,298,34993696014622689041852272063625507685094121845127859188121897178674653122087,37890989665866568298889249584367597312023299719676090706614377966108278032592
walk,444,,1,1,144,299,34404838827515803417552367384313228845972324655834007925915953299744867878639,37253378206304975682067238270221699845512105478236713114605333425296465827887
walk,445,,1,2,144,300,33777538786940940597580777180533021432828418197385836612356839451109648974876,36574141027560337446399233336342742151791327135193517508648345738766069097101
walk,446,,1,1,145,300,11920501502672714128909819354220712350311193679215964251353703053275295548375,12907456218999473248934543021644200420977751455704558414035493206914907258130
walk,447,,1,1,145,301,21904492243629663789637168571969146613371451298398153715789911745231949928433,23718068788521339579401736297940996174628735751418948221163464437006819250624
walk,448,,1,1,145,302,9628553297687677021333615823998590946714356989422089894754237556969611450819,10425746778719137992478666513896428337519488771191971801896988213387887413442
walk,449,,1,1,146,302,19357029123436315123788595623068699651348123386371463100063801525209627457459,20959689144339500367970262566013349753568875824236362182370663430013967703992
walk,450,,1,1,146,303,30695845644347324054658724306747747343237508923695391094578042695630939898877,33237299929935410843777257410399026575519388409402928183678395256384521423589
walk,451,,1,2,146,304,18207526938107562217193326832496006371875560728955447060333321078638275166548,19715014234693422428603706896319103320339740275321498118362848687293413220716
walk,452,,1,2,147,304,37987690953678073573436364117173567843026443083175400527823200232050804107300,41132871610774569718896126868866445306256102746585762989668838434366346220447
walk,453,,1,2,147,305,49737761084466000479224666911547451594633279668676799161940904854182014322260,53855785638285397939172005745401347712693810040483173012466486233571009618009
walk,454,,1,1,147,306,37657972187008182026831186861706408834727618033809456762254238062221149856530,40775853867484161885231653348109057025222549253705925620861469753916547497556
walk,455,,1,1,148,306,311569416056585727393773979890292023212133970550303280634345657117617257681,337365722073683699585737836551952347027371367036576425692649876637507332640
walk,456,,1,2,148,307,36596313110420491936794523043949582520912913896793677606348229891324990478228,39626295013145141305482271462178735920005404321542541654469990239304345912205
walk,457,,1,1,148,308,21937567353201058266950783234911207960501783653128378747363852751363661480840,23753882342895345174348624928569409575591620466504726440554728629606821305549
walk,458,,1,2,149,308,46707783950553598711139522694472130138780136151457728981533227214367577854805,50574942362373300299593289057267318079151994580967210714834550882841289597127
walk,459,,1,1,149,309,4749360187472634992363735065703231538479396880565227698692324987289344971805,5142582187026067202258125683617394232836455400740878326285762622338978105738
walk,460,,1,2,149,310,39827298128303509823034598518494140486128672965672742895271694159758367975349,43124788566727413859609108263933633973361858065588665829733383717909814040882
walk,461,,1,2,150,310,39126534382246224903485834614982120513456606790939738402937303627088077809091,42366005274760338564009033783525151646093637507953329455442866059932233818397
walk,462,,1,2,150,311,19092532995805401271620249095281033993605077917737231961625128371635421051980,20673294130948036475661214181553705145302846183346492479164552992519656275425
walk,463,,1,1,150,312,1935744468171631695687541934097424131339411410281877526086499264182976923624,2096013910865554560809100385006086747830383274227959992670386247938821113754
walk,464,,1,2,151,312,32849718637496648995349422546469970284007111921905793265491665081753746219866,35569502258346422237203571728926060379416862783050628184817993820943062532641
walk,465,,1,2,151,313,29479011657401658185723972731314564603875287369531308616995312975982230224340,31919718500263996410130585632778812884512887061891317984066968392303970217560
walk,466,,1,2,151,314,53251544607624798187781751408648007315201384783695602334263293481231332029382,57660491923339345616981349934554279754856644098027473509150160319348828830947
walk,467,,1,1,152,314,14631677574989777426596696949563349566011429925281917536551706466163490096650,15843103385151442495210965355497419121761323727817054280789010617151849519852
walk,468,,1,1,152,315,11507469439655503989096519252609210956922073571759399773860468305907199637035,12460227277394763392809825020849838783736751402079621400067436321277821252979
walk,469,,1,1,152,316,11315623694933854216422803998936964984793235293792978230921281503808595834334,12252497715828847563421490874310265812914192335008691209255364294856239900462
walk,470,,1,2,153,316,38602391996552336706275406409435271861405696548095976471681846214442252416556,41798466661192031116740274230666882505566118984018444874060429897262957358732
walk,471,,1,1,153,317,5074979136371271574123984450205401163482609214251786595950954269749297209689,5495160669235346479374415417160314086354731180957944047294596841372940160059
walk,472,,1,2,153,318,50363118628270049281977968723833712454661775160622728368423622809780955746192,54532919491761446745623356170393729838776474856894807683790896138807339474527
walk,473,,1,1,154,318,19724970555826614163097052724077663853159702033841202646585598518589216642259,21358094188680035601795134877655753217271169071838501648175229004829565358297
walk,474,,1,2,154,319,49911946105025343993064423991893555595552928869550607925691976578335933547138,54044392260781201321217016564862586255330376903004234515085991809738331478369
walk,475,,1,2,154,320,14303182603917630267336615301281850478429178232746459151925500794545555405573,15487410761286198804578899919047641332339603608115569301085061560880351427888
walk,476,,1,1,155,320,29130507056802669011512975953778485132559340199661995808736138225960955243346,31542359554976100780750206254427441940514818301213298348927837728330160643459
walk,477,,1,2,155,321,36035413752206713811477636129344635984701438520318267615612140138338249486256,39018956143401615786646220893361573742868169975154477297156193619213272738842
walk,478,,1,2,155,322,51733712764763674633380008372117414392218360285493499811504072931996131556440,56016991601214422103969868924326226058985296716727215014763021295248931602469
walk,479,,1,2,156,322,16859598693743991013181165227097975960742315065796910762073309167318786276182,18255484633814238492776400419785220142096146399011316390964457562910197817837
walk,480,,1,1,156,323,1252913764672213826011238062078140518220396478195310125082743241331831835237,1356648422892482792234715083921251712292181670529469414454086503004930907594
walk,481,,1,2,156,324,23971529054253438189867128199865373041386616797095377521551849560449924445944,25956245356026042901044215008099616260952480231823702171390761445753926422633
walk,482,,1,2,157,324,34773443463388096557621736105616907649571513738652031981126315308240190542265,37652501363881452167999057863830974847836269402110323984858989098540179905182
walk,483,,1,2,157,325,51182826238193698711767378139277684099559147728449265999410734051208567638010,55420494572818059062332174171919253505323687214850458512784057428040533483583
walk,484,,1,1,157,326,44083247718265274844111784334126586186684857479498215054162908655066747037357,47733108358506603740967316808752296338666458836806678848376107839131966903631
walk,485,,1,1,157,327,41906770358456439048633514863244147293660840056331185200387636474809078441174,45376430140977132803151273299177020089554090099773820378349057586825030873944
walk,486,,1,1,158,327,3781169413125935497774926000638908673327290829289992247028922313487661056253,4094230317877166276798803186651191677835079823328577416641172169438300750525
walk,487,,1,1,158,328,20328312546106819898103236906453722112368946082932444370604634216900419078968,22011389716798520303761150884584217370325486915313910703929253522121167280151
walk,488,,1,1,158,329,6042874432764520845842266409512050301192940024990771247038148032488217763666,6543192596413099361890487943316475413930331368515560219119533051733250088768
walk,489,,1,2,159,329,45565234095603324258417845398618299220943130734432238589595336367957045615073,49337795399429809548487820728747984726558907032617231882696497014375179077689
walk,490,,1,2,159,330,46929927304785651386337073897755282864355388352239732289130088170231930846936,50815478015881588371007695164692779488417408163625645332603135856341505118242
walk,491,,1,2,159,331,52073707834311830854117645186717065088442728536411204872772371756643295605086,56385136471116461161916010314874877495579936038225475860159727808422800418257
walk,492,,1,2,160,331,50680494625908012265768500869862223920002942840839143290575767026665437108067,54876572549777068073624747479455704054259154241171562664973815783127915085558
walk,493,,1,2,160,332,52773466736538508312539963136059059448671784385457216109129617606879307262101,57142831723478190196829337281228928851965136828899927268385090516366855890777
walk,494,,1,1,160,333,26867621394549814194159180060935957811359534765724341702383626644018304004344,29092118882838140844947912614561983217589646795479002404442423775255494605584
walk,495,,1,1,161,333,20241425064513611617834850782203461126537817297538325022577694280245215883453,21917308409532042795407869700827058995854525296677686254439751167130646505397
walk,496,,1,1,161,334,11380057028554866857559139107438881888074393016560991561963950666472787478364,12322265789980001132426540864379920846917748345332816549057377077997862567237
walk,497,,1,1,161,335,44296605980932095912498938139256982749647620201238125484909563123051833214835,47964131561155948968564906346667287836179834036252111077559800453068630655104
walk,498,,1,2,162,335,50537679129750461526263102747346857055271803593040231112305930685649962389404,54721932683020206752693875562147253137046965683925604574359189476781782842743
walk,499,,1,1,162,336,31714306287977040114657582568622209304604290172160941944996467405995915903863,34340083748676355503121097451638404322300302541068149298259901508034087112615
walk,500,,1,1,162,337,47127632588732118364013885935089851706928003063667606675080393021216851718228,51029552255646729348286865495656195365295141696658626074552068830676979839636
walk,501,,1,1,163,337,28091792104552224240942190028996866598205242264717941232400459558241279432676,30417644477578836716242975055370551154928019816903947751708185221388421722751
walk,502,,1,2,163,338,27342593515476895490484893024005932913673966658153564996686205546654980477868,29606416192790835003405613961989005109303247980768284787277927400485647078115
walk,503,,1,1,163,339,6020979584140969321221801604384762483802022379295680051357469311502864005702,6519484969685587228757752894674887230951423108393470256801952097724569876263
walk,504,,1,2,164,339,48378370112819982796406482258788127955652505930511719427456416779038485905280,52383844256700902604093616690996036877683601294392201157533270637434545753377
walk,505,,1,2,164,340,24106587176732618270202715664286895148599017688028502678731401748198382523048,26102485579436897484017378001232828642727902579568546466914727179116718483832
walk,506,,1,2,164,341,18561583399905795677776765153873777048518522547054423431688195146265884171712,20098384706035581835994419588852642619978705083068194941922250056518158809115
walk,507,,1,1,165,341,11364725123787207897251048218267642442290313130251599381708517916662175087580,12305664484280064197986324780220331528627493127954399549135818901693539314093
walk,508,,1,2,165,342,26587491410222636803517562551621730281490546640719668503194100341491489850918,28788795611789405656195448615007646296719157979010495431459393855817345264208
walk,509,,1,2,165,343,11828803315053660824190716287028029292754618645207351304061408312086941433170,12808165904595405982754557943852334985852573401596768925703483228157006716210
walk,510,,1,1,166,343,24009974411421174664142383984864739615166144530782090731180910883349606852191,25997873786201996088618481733277407316822845591959155955132948622028920517635
walk,511,,1,1,166,344,31004725033525053851848310894188041778185853350304660628876391697572219819329,33571752905078189012327377825394938159191367835193470789032636783048154636521
walk,512,,1,2,166,345,15272424613520789831470405185426454803273539471446832201999145676875790640829,16536900902431926772523455252709191998681382744454683481285561796747637504910
cal,1,1,1,2,,,,
cal,3,2,1,2,,,,
cal,7,3,1,1,,,,
cal,8,4,1,1,,,,
cal,21,5,1,1,,,,
cal,49,6,1,2,,,,
cal,76,7,1,2,,,,
cal,224,8,1,1,,,,
cal,467,9,1,1,,,,
cal,514,10,1,2,,,,
cal,1155,11,1,1,,,,
cal,2683,12,1,2,,,,
cal,5216,13,1,1,,,,
cal,10544,14,1,2,,,,
cal,26867,15,1,2,,,,
cal,51510,16,1,2,,,,
cal,95823,17,1,2,,,,
cal,198669,18,1,1,,,,
cal,357535,19,1,1,,,,
cal,863317,20,1,1,,,,
cal,1811764,21,1,1,,,,
cal,3007503,22,1,1,,,,
cal,5598802,23,1,2,,,,
cal,14428676,24,1,1,,,,
cal,33185509,25,1,1,,,,
cal,54538862,26,1,1,,,,
cal,111949941,27,1,1,,,,
cal,227634408,28,1,2,,,,
cal,400708894,29,1,1,,,,
cal,1033162084,30,1,1,,,,
cal,2102388551,31,1,1,,,,
cal,3093472814,32,1,2,,,,
cal,7137437912,33,1,2,,,,
cal,14133072157,34,1,1,,,,
cal,20112871792,35,1,2,,,,
cal,42387769980,36,1,2,,,,
cal,100251560595,37,1,1,,,,
cal,146971536592,38,1,2,,,,
cal,323724968937,39,1,1,,,,
cal,1003651412950,40,1,2,,,,
cal,1458252205147,41,1,2,,,,
cal,2895374552463,42,1,2,,,,
cal,7409811047825,43,1,2,,,,
cal,15404761757071,44,1,1,,,,
cal,19996463086597,45,1,1,,,,
cal,51408670348612,46,1,2,,,,
cal,119666659114170,47,1,1,,,,
cal,191206974700443,48,1,2,,,,
cal,409118905032525,49,1,2,,,,
cal,611140496167764,50,1,2,,,,
cal,2058769515153876,51,1,2,,,,
cal,4216495639600700,52,1,1,,,,
cal,6763683971478124,53,1,1,,,,
cal,9974455244496707,54,1,1,,,,
cal,30045390491869460,55,1,2,,,,
cal,44218742292676575,56,1,1,,,,
cal,138245758910846492,57,1,2,,,,
cal,199976667976342049,58,1,1,,,,
cal,525070384258266191,59,1,1,,,,
cal,1135041350219496382,60,1,1,,,,
cal,1425787542618654982,61,1,1,,,,
cal,3908372542507822062,62,1,1,,,,
cal,8993229949524469768,63,1,1,,,,
cal,17799667357578236628,64,1,1,,,,
cal,30568377312064202855,65,1,1,,,,
cal,46346217550346335726,66,1,1,,,,
cal,132656943602386256302,67,1,1,,,,
cal,219898266213316039825,68,1,1,,,,
cal,297274491920375905804,69,1,1,,,,
cal,970436974005023690481,70,1,1,,,,
cal,22538323240989823823367,75,1,1,,,,
cal,1105520030589234487939456,80,1,2,,,,
cal,21090315766411506144426920,85,1,1,,,,
cal,868012190417726402719548863,90,1,1,,,,
cal,25525831956644113617013748212,95,1,2,,,,
cal,868221233689326498340379183142,100,1,2,,,,
holdout,29083230144918045706788529192435,105,1,2,,,,
holdout,1090246098153987172547740458951748,110,1,1,,,,
holdout,31464123230573852164273674364426950,115,1,2,,,,
holdout,919343500840980333540511050618764323,120,1,1,,,,
holdout,37650549717742544505774009877315221420,125,1,1,,,,
holdout,1103873984953507439627945351144005829577,130,1,2,,,,
