puzzle_n,H,rmd160,r_Px,R160_Px,E_Px,r_Py,R160_Py,E_Py,r_neg_y,R160_neg_y,E_neg_y,r_y2_full,R160_y2_full,E_y2_full,r_x3plus7_full,R160_x3plus7_full,E_x3plus7_full,r_p_carry,R160_p_carry,E_p_carry,r_r,R160_r,E_r,r_s,R160_s,E_s,r_z,R160_z,E_z,r_Ry,R160_Ry,E_Ry,r_d,R160_d,E_d,y2_full,x3plus7_full,p_carry,H_hat,B,B_E
8,129,1261138775692712149696202787394399959843747338005,2,2.827586,-126.172414,74,134.413793,5.413793,15,26.586207,-102.413793,74,134.413793,5.413793,2,2.827586,-126.172414,2,2.827586,-126.172414,36,64.965517,-64.034483,4,6.482759,-122.517241,64,116.137931,-12.862069,26,50.074074,-78.925926,8,14.740741,-114.259259,9115144104286389086903087369843245463862455962823259207242975433478656497483324499300550213969612368527405550078887873695357665289467106605506980172147601,61705773255285946138695169931418858248633031722808632801328806486341905978868319678454715310234941596876494862475233322224059673559638650617865439584180362639435382488821475649240852461401154809670611383366943668453774665224007,532901458655088254215693546185659114536359716194644217920152136694156177211216588751894991634496705386270657838804399313498087296675690842370255109162,73.465269,-55.534731,-55.534731
50,130,1267576749599505555747068797843308804122053405255,83,150.862069,20.862069,83,150.862069,20.862069,6,10.137931,-119.862069,83,150.862069,20.862069,83,150.862069,20.862069,83,150.862069,20.862069,25,44.862069,-85.137931,43,77.758621,-52.241379,13,22.931034,-107.068966,75,146.259259,16.259259,50,97.185185,-32.814815,11321607243096445627207272455438010080767332862309070598520044777025662268786233158259998108931390475154678278169326503751521426632140464065054469413735961,1351464805217163935701008446150527229356850615232038372209591007569815950558599846097719263617523341656520973742447152618213575375298047601802348587327005401746796438669213491844514298934483488482973971919203433479246336455062174175,11671477854133309715032665060910230361052945269175971290696367262740964313676821408003159584453742405111633817840139288769620582134254030639867635432759578,100.428756,-29.571244,-29.571244
150,131,1281942764983261244214484649062667597825970945828,11,19.275862,-111.724138,87,158.172414,27.172414,2,2.827586,-128.172414,87,158.172414,27.172414,11,19.275862,-111.724138,11,19.275862,-111.724138,87,158.172414,27.172414,32,57.655172,-73.344828,66,119.793103,-11.206897,,,,,,,12699212093263211602194602236868562353627645542105564467208074105237255457475183629009846513312369575877194255288319982277739548644322899689944528569377489,682870906124483772071893979929677514198197740620224738064286425363093655391657952097785756852735641225231668831866345627838308065700590240680609953870513151850084034760171221898145981091165400956490905084370207221207150471828384,5897388246661117154891243508567788648901648479164413112144641923185050596686277104659028366958945185941128645850767548974689663096225898138635357965665,78.955303,-52.044697,-52.044697
68,132,1282931445580409769159733555426437642907293617404,16,28.413793,-103.586207,11,19.275862,-112.724138,78,141.724138,9.724138,11,19.275862,-112.724138,16,28.413793,-103.586207,16,28.413793,-103.586207,32,57.655172,-74.344828,13,22.931034,-109.068966,16,28.413793,-103.586207,4,6.888889,-125.111111,68,132.518519,0.518519,49639373443156328877254688855338933878692411887993688483211534268146490346534834373200567417691811001416608637853502491726834216090076396251282258177721,2997068986415566385133174067536831546721460365620882142313007167314312583289370280201594686913012585610384520725046027569568003802210356064026698144537145251401166250751607770846249858665064275638969008127820875336817485881690858,25883192937930893635481208816652498618009026258382607800015618579950041408310262225103737029088385113431208228202511636857380175079859121382764569949599,64.708340,-67.291660,-67.291660
128,133,1287041454390570401909108137986760307387172979986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,134,1290793487127550014383702103624146352199914137971,62,112.482759,-21.517241,66,119.793103,-14.206897,23,41.206897,-92.793103,66,119.793103,-14.206897,62,112.482759,-21.517241,62,112.482759,-21.517241,69,125.275862,-8.724138,9,15.620690,-118.379310,9,15.620690,-118.379310,52,101.111111,-32.888889,7,12.777778,-121.222222,7360357874359154399368062306183383771804456861725714507231028867863402930927147599089486318800453669927474615112111695602890406408041222496745039397388544,314304080761301209296742320682131226343685852861972003873258356034506756887375128057171293847197314790470131165795984215411971028741035972050147595724571816976649322005186762210806651944125622651927708347513728833464946401733480578,2714383019008614295776902468124721140727383348522496538294879621179763569991437978094875035098180371946861757310918264353902455201449208577992461842226718,90.389889,-43.610111,-43.610111
122,135,1292455558285977878397685231656496098540043516304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,136,1292512762774665325481363539472456428946164135801,17,30.241379,-105.758621,23,41.206897,-94.793103,66,119.793103,-16.206897,23,41.206897,-94.793103,17,30.241379,-105.758621,17,30.241379,-105.758621,48,86.896552,-49.103448,73,132.586207,-3.413793,71,128.931034,-7.068966,78,152.148148,16.148148,62,120.740741,-15.259259,765961800259079544915478491879286738135625305898481225766975171956665079264524157518502113028426253091141388469279355816207460275965387137932508272356249,4002717686678565696574603549466543313159625739732999821940115854662895963845971601355029065766290117777552248769947994705814271639321847336505723181945714804176427481061236678415118280979098193840155451844543422337345508338752007,34568144620613806633704944452757570574484592354380465330423794015969339423754298237674371314886491699530910195072214102768462063957317383125492435982066,67.512220,-68.487780,-68.487780
116,137,1301371289998734707195777132789338995863771977936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,138,1326093679998364004747100419105194353286137352850,79,143.551724,5.551724,68,123.448276,-14.551724,21,37.551724,-100.448276,68,123.448276,-14.551724,79,143.551724,5.551724,79,143.551724,5.551724,40,72.275862,-65.724138,30,54.000000,-84.000000,62,112.482759,-25.517241,,,,,,,7767394555445100793128954873581962575652477694468184558149096015095665304986580272873007110445103297523368529591440846133461942173989415910866306139297316,1049271517878156880793004972577265597332521478963124306910630466409530794307253984178775926002486280134251331977925424642951867405020291758364410701455318442165336474090779717162022026920058983918362928810871484684261888832026113778,9061685688455556830696004335943712189741009992203280294439444855031477826764530480378175430984081694631155280889311556180285842957326929025350919951241874,96.071986,-41.928014,-41.928014
115,139,1336242137349918844473431344447377884268099680676,32,57.655172,-81.344828,39,70.448276,-68.551724,50,90.551724,-48.448276,39,70.448276,-68.551724,32,57.655172,-81.344828,32,57.655172,-81.344828,55,99.689655,-39.310345,5,8.310345,-130.689655,1,1.000000,-138.000000,47,91.296296,-47.703704,79,154.111111,15.111111,2167903966116653406430150068741431094440701433273026749118537565711174634022308453755221827245063612073572990696099697273335310658548020653022333455740816,35739597037669312914147083210086286785221797518519143608721186609883197898735972042627236178092847350726776829532914325045840006364083580784750236066979714373113682116402699549958904250029328096265416327282461331945038237151015924,308653184108466283531294303687339108565315488920694128625474788890470600022413440331705937536870598556326437213706751575569870379261004238101822433719516,75.484511,-63.515489,-63.515489
19,140,1347230398123039564363063653660119426004095827438,54,97.862069,-42.137931,25,44.862069,-95.137931,64,116.137931,-23.862069,25,44.862069,-95.137931,54,97.862069,-42.137931,54,97.862069,-42.137931,17,30.241379,-109.758621,55,99.689655,-40.310345,79,143.551724,3.551724,32,61.851852,-78.148148,19,36.333333,-103.666667,988010604404436902757915914926592611520315681102588920488047673636196496676173516442940476457325367212529133413935781066436913292867619753943156029980129,219673679745053772560799974829024837828044138703096272842310947841829062011504024477700507466046087281215104099591086813210793939126161317577061405701201633702937221864505251597634838479247707101263447510944321985992350762322904848,1897138925396120805764465602795275778459670212065921906899854906981768180207120429253430302740555899987745304104882624586698680254370120581461339248083713,79.390099,-60.609901,-60.609901
113,141,1355332279089949263476438639467295913611054365944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,142,1356042981444954487144674343392623771199648613276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,143,1357733658768552504317143994163865270367025296107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,144,1366426566587427457437295346366762454786099365134,45,81.413793,-62.586207,30,54.000000,-90.000000,59,107.000000,-37.000000,30,54.000000,-90.000000,45,81.413793,-62.586207,45,81.413793,-62.586207,76,138.068966,-5.931034,8,13.793103,-130.206897,12,21.103448,-122.896552,10,18.666667,-125.333333,63,122.703704,-21.296296,1661106985788512712644766316925385697342387476729834208075369481964047890508664739814355606759464785473269668420227753755075096534480547040568875878728025,97977667939841254595806612579372710853552028147686995182910937509555273239006283258521024048983325268008050806180366193185621661229220786008934743027244241909244436331086752398607438728973263696880420827963922932231410294377391920,846151654963542138776860986790273185291633155293503684040756901265285405106341208477127893973987190310981036333608088822964619465430159793496497355816665,77.641201,-66.358799,-66.358799
51,145,1366681117329306577623591532425577331157813615591,59,107.000000,-38.000000,48,86.896552,-58.103448,41,74.103448,-70.896552,48,86.896552,-58.103448,59,107.000000,-38.000000,59,107.000000,-38.000000,85,154.517241,9.517241,39,70.448276,-74.551724,49,88.724138,-56.275862,43,83.444444,-61.555556,51,99.148148,-45.851852,3407388100522643904073257298350991461049484439714112837448226573095152880534201360682648012709018425623516235892372802101998823955445005638046480340328464,256233415151634037897238260529637943032340541455998583944852802147009741316450524508629589191180575637462706605086912334607551437587745341639276816937034693698762354598467866956415016741189945564430151998562142660050358856093971382,2212874962697002303861269039030939243679287209122986156230855438060305377929380020060745755515880030547063025700639753653370891981006525679916005553987386,85.719385,-59.280615,-59.280615
45,146,1370924023442753987668790675498329316655952430931,48,86.896552,-59.103448,61,110.655172,-35.344828,28,50.344828,-95.655172,61,110.655172,-35.344828,48,86.896552,-59.103448,48,86.896552,-59.103448,72,130.758621,-15.241379,57,103.344828,-42.655172,86,156.344828,10.344828,30,57.925926,-88.074074,45,87.370370,-58.629630,5954629467388920776372762423179323654873542683720041940768245093195045890897156180598854788699262367068155990060604813929877162677891660690240427777174884,125846569725419096186349248038336328092148044556381989501009824039179652166092397485480365081319871421869186323868994426963171501343250747473239915539182184557802847038991944450162014249989922974962892459741974137143823559797586095,1086832188229164914814944412304190353010183156228982222686728702625659259735911199466975048845281496799741338783907433831134209132165197059542253885247397,85.013637,-60.986363,-60.986363
118,147,1396670736267443564335776329761702932137736452276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,148,1409195019480180817027142177057793077195655027706,26,46.689655,-101.310345,71,128.931034,-19.068966,18,32.068966,-115.931034,71,128.931034,-19.068966,26,46.689655,-101.310345,26,46.689655,-101.310345,8,13.793103,-134.206897,24,43.034483,-104.965517,23,41.206897,-106.793103,25,48.111111,-99.888889,34,65.777778,-82.222222,8182614748107114126027017003497052459147094028563888301611188856360909282902036506169685251355514723029349901586146425698379581955282916186109372456895129,20865763574705709497891013003433845115578851348494502673225601582704805455451972225966451317479223883765930735894524543776070389744365976514554245497615874296142043313488724578560714059476325874615551802079184927510562339301789703,180200251261908500968864472162079010406625440312349115243924417665068797509320735096125073627040835464554146857439288060041082047499386514461620314253298,80.276685,-67.723315,-67.723315
35,149,1409246647413634000669501988133766625975765229349,84,152.689655,3.689655,54,97.862069,-51.137931,35,63.137931,-85.862069,54,97.862069,-51.137931,84,152.689655,3.689655,84,152.689655,3.689655,29,52.172414,-96.827586,86,156.344828,7.344828,53,96.034483,-52.965517,60,116.814815,-32.185185,35,67.740741,-81.259259,4234536886502129730457639512405453503725016108853062657983845564634290356265187962262029127714715654656973758759325218139193225987852837720770322361615684,1388656409461559564878564371478633495533947337733346349063300789742322382151601273618423084097698200181803103665915806181919209984685561110140345805070894314968650415706583136921285571378030460135889180321599515477840795357782864300,11992670817222276329845693454112420580977929584258531775204525724337247579102757576586462683467176728858409819060700209026030988423495169652660815881975832,94.711159,-54.288841,-54.288841
71,150,1409881258637808013424319364921988958402444830136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,151,1410289573493889363768636573386390669777117011912,22,39.379310,-111.620690,14,24.758621,-126.241379,75,136.241379,-14.758621,14,24.758621,-126.241379,22,39.379310,-111.620690,22,39.379310,-111.620690,10,17.448276,-133.551724,72,130.758621,-20.241379,37,66.793103,-84.206897,79,154.111111,3.111111,81,158.037037,7.037037,362786100242777489934250654827753808340348977837346213300274706437366375957867273074109782037856456046385514745011502896679286771338201937449366106657856,12595565309288768169863538024119507225143923778307326748385717888909656331137072705398600356594055041035614479104603105101335684393163482838031219478838653498127165963169719905008879322850501651952318535303886830419687939828042431,108777425057718092530425492571730224559375880424560118699903001848065017759721879688050681851906870763391031021548902580156430567450063464664626100111025,67.190597,-83.809403,-83.809403
102,152,1411090903941230486923712595932755793497895330102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,153,1416721772705832183653630092736940391680165218260,24,43.034483,-109.965517,67,121.620690,-31.379310,22,39.379310,-113.620690,67,121.620690,-31.379310,24,43.034483,-109.965517,24,43.034483,-109.965517,67,121.620690,-31.379310,42,75.931034,-77.068966,15,26.586207,-126.413793,15,28.481481,-124.518519,47,91.296296,-61.703704,7569191741716778615830050159110350267631701898756184709490409929835511102174387196283938958609991475721408158090981433514424464314315281805970105391736100,18123582426475237991491005935210295854874002492590502421276504465948426273976121665027893471106667845362020682733403768096640740936018184607784884914840516529401711316255015782363742996136820866515542492852200446125843281790380959,156518312657187724781183106777958939516675366497850311542556968230051775451565415031947396320976527124771203446280839849579136930392174658962361214405493,78.825743,-74.174257,-74.174257
11,154,1420258574028295142069556855955870240178449439436,58,105.172414,-48.827586,12,21.103448,-132.896552,77,139.896552,-14.103448,12,21.103448,-132.896552,58,105.172414,-48.827586,58,105.172414,-48.827586,9,15.620690,-138.379310,84,152.689655,-1.310345,14,24.758621,-129.241379,49,95.222222,-58.777778,11,20.629630,-133.370370,172845115129781363159676689714888575839884581074786089407226369039389505829382702639279091621527136542735220370905269339473237454473055828982835970626225,248639117538365716218249308033967840635227399311219829173193897773389414208970450386616382936762261045512778301504198813413269258148065220587775412391547424787836784594361577819872427278658936438194154189986905618927816819832714426,2147289328451265632806402250600546005167232613265734509531803503905094663311615629279811169581432445930662975065045032236714584349520432764155019787149127,77.927324,-76.072676,-76.072676
43,155,1422258317327597411975229754066466828059503789815,68,123.448276,-31.551724,69,125.275862,-29.724138,20,35.724138,-119.275862,69,125.275862,-29.724138,68,123.448276,-31.551724,68,123.448276,-31.551724,27,48.517241,-106.482759,25,44.862069,-110.137931,5,8.310345,-146.689655,46,89.333333,-65.666667,43,83.444444,-71.555556,8070534129847351857722574611780155011822627675610303770503446935346292381652747411344228505337842028477006967208177193707436216609529993547868855372810000,424788093155387222858014900352533819924629362157779928100542968995890538085907949593557895915366522922061509888523172718895045064400038386483023432851565178088857113097242049507122715230438871136191435271465974251355078250127777340,3668541572687084815221808796224641152174282553422925493980569013823161580328653552892474486402309168724262378085784489867509348123986171628847798363436180,92.872147,-62.127853,-62.127853
13,156,1422671866895548051598414881052213069570634322462,70,127.103448,-28.896552,17,30.241379,-125.758621,72,130.758621,-25.241379,17,30.241379,-125.758621,70,127.103448,-28.896552,70,127.103448,-28.896552,86,156.344828,0.344828,33,59.482759,-96.517241,30,54.000000,-102.000000,12,22.592593,-133.407407,13,24.555556,-131.444444,448917022252971873436375784400542618371205700012780314266588643520719699509350062109143112810245715337360843545245733825182726537426938658531281381350625,461523161385810568894785612933866206278260517615883687883973047414637731327092179209533335283223347128675058810214898811056471303286765445134737064603380698521368937495953790933241007593631183214966439622871647193210154552170557132,3985791813807915840360016306513098671011474309379442808960023017109652145330059880622179499037971411121863430783423876728327255899344208652650373162019589,82.683998,-73.316002,-73.316002
6,157,1422938361785517703193252764698103288189985535068,82,149.034483,-7.965517,81,147.206897,-9.793103,8,13.793103,-143.206897,81,147.206897,-9.793103,82,149.034483,-7.965517,82,149.034483,-7.965517,30,54.000000,-103.000000,1,1.000000,-156.000000,19,33.896552,-123.103448,65,126.629630,-30.370370,6,10.814815,-146.185185,10345298538633741789874487370077326189563880796619879121246525362374849521730807491995807951646553076496071813291966189841504121399565511403744571300369361,1325427512027359020087908119726025370415740786741731042498906582455362266376156775292281753456108867208159849338886563206644116934198024647001320914924536674052395716640584833936262752357573088319718268232291649371638186348072448007,11446615401427741773828993739978314633044131708450757516217640157081436145882214096422376355330501551600805149653042101755144341459529589701803278774217642,99.703285,-57.296715,-57.296715
87,158,1437395301641206234822689706758814716305552542558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,159,1452854965203854852784285833963984442409559974562,88,160.000000,1.000000,70,127.103448,-31.896552,19,33.896552,-125.103448,70,127.103448,-31.896552,88,160.000000,1.000000,88,160.000000,1.000000,61,110.655172,-48.344828,83,150.862069,-8.137931,28,50.344828,-108.655172,16,30.444444,-128.555556,15,28.481481,-130.518519,8107322662768678387290060864304924823021775994591930588838029940480250474384789090310230948986174886835830246251916128366061131060996528200450239305132100,1528027169435291545516105731587308750257363091349223507552227757001635001542602049509433220190699344560079732739917497824335157718349067067045852401999724337655489371040681814461078563196362439152140550603996437406519416667967626439,13196300192007035906241027280292471771521709890606712146185689858242212199788251189518417929374963811322551682777674570796714027628726073566659120216937453,99.275770,-59.724230,-59.724230
140,160,1459967559939888260982347273241848146976503119130,15,26.586207,-133.413793,88,160.000000,0.000000,1,1.000000,-159.000000,88,160.000000,0.000000,15,26.586207,-133.413793,15,26.586207,-133.413793,80,145.379310,-14.620690,21,37.551724,-122.448276,88,160.000000,0.000000,,,,,,,12726471978421965644160858012039881013379204709783800035386835959841524930418929241634367664078687154273171329625353977698770572550281304068563305807300625,2868940036578210925258291033707924265987328756245657338326922396879063433373788186427107903609284309854470418599063338113079684589804651557056591372763378989217831507180117874097068317980875097119376995614193529354579974690177031,24776649730348250957883644019748381199497637894089700706098492796022687240167097842783120643276649185057531316186944754201385319719121073744056239709162,80.402300,-79.597700,-79.597700
